name,category,street,contact,state,township
"Dream Media Trade Co.,Ltd.",Export & Import Companies,"1/Nagyi, Pan Yite St., (Nga/Ka) Ward,","tel: 09-960798188,tel: 09-784567666,tel: 09-964567999",Yangon Region,Thingangyun(Thingangyun)
Aung Say Paing,Laser Cutting Machines,"293, Min Nandar Rd., Myo Thit Ward,","tel: 09-781555666,tel: 09-781666555,tel: 09-73131333,tel: 09-975151555",Yangon Region,Dawbon(Dawbon)
Harrier,Fashion Shops,"Bldg 9, Rm 03, Hnin Si St., Yuzana Mingalar City Housing,","tel: 01-203110,tel: 01-200471,tel: 01-8619013",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Aung,Bathroom & Toilet Accessories,"63/66, 28th St., Lower Middle Block,","tel: 09-73033141,tel: 09-5107573",Yangon Region,Pabedan(Pabedan)
Aung,Building Materials,"6/B, Bayint Naung Rd., Ward (6),","tel: 09-73061237,tel: 01-9615020",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Aung,Electrical Goods Sales,"Rm 5/6, Mingalardon Zay St., Mingalardon Zay Ward,","tel: 01-637383,tel: 09-73128688",Yangon Region,Mingalardon(Mingalardon)
Aung Family,Cement,"Rm 2, Pyi Htaung Su Rd., Marlar Bldg, Ward (26),","tel: 09-425286616,tel: 09-5135137,tel: 09-5501337,tel: 09-972166639",Yangon Region,South Dagon(South Dagon)
Aung,Electrical Goods Sales,"3/D, Lay Daunt Kan Rd., Kan Taw Mon Housing,","tel: 01-571568,tel: 09-43202228",Yangon Region,Thingangyun(Thingangyun)
Aung Chan Thar,Bathroom & Toilet Accessories,"329, Tapin Shwe Htee St., Ward (1),","tel: 09-5045176,tel: 09-73060310,tel: 01-644323,tel: 01-9688835,tel: 09-30254045,tel: 09-32181572",Yangon Region,Mayangone(Mayangone)
Aung,Electrical Goods Sales,"1023, Pyi Htaung Su Rd., Near 7/8 Junction, Ward (38),",tel: 09-73090754,Yangon Region,North Dagon(North Dagon)
Baby Khin,Video Producers & Distributors,"215, 1st Flr, 35th St., Upper Block,",tel: 09-450021753,Yangon Region,Kyauktada(Kyauktada)
Aung Tine Kyaw,Video Producers & Distributors,"214/215, 35th St., Upper Block,","tel: 01-373430,tel: 01-389073",Yangon Region,Kyauktada(Kyauktada)
Aung Nyein [U],Building Materials,"14, Baho Rd., Than Tadar Ward,","tel: 09-455204429,tel: 09-425289129,tel: 09-796570830",Yangon Region,Sanchaung(Sanchaung)
Aung Tharaphu,Video Producers & Distributors,"195, 1st Flr, 36th St., Upper Block,","tel: 09-798197335,tel: 09-43068544,tel: 09-798197334",Yangon Region,Kyauktada(Kyauktada)
Dream World,Photocopying & Duplicating Services,"Rm 4, Zingama Rd., U.S.D.A Shop Room, Ward (2-North),",tel: 09-49317548,Yangon Region,Thaketa(Thaketa)
Aung Gyi Pwar,Video Producers & Distributors,"210/2, 1st Flr, 35th St., Upper Block,","tel: 09-250012760,tel: 09-5144609",Yangon Region,Kyauktada(Kyauktada)
La Pyae,Soft Drinks/Juices & Beverages,"14, U Ba Han St., Infront Of Thingangyun Education Office, (Nga/Kha) Ward,","tel: 01-8579401,tel: 09-254379629",Yangon Region,Thingangyun(Thingangyun)
Kyaw Kyaw [U] + Thin Thin Naing [Daw],Electronic Equipment Sales & Repair,"Rm 545, Yar Yee Mingalar Market,","tel: 09-33351217,tel: 09-5028363",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Khin Oo [U],Fashion Shops,"Bldg 77, Rm 002, G Flr, Yadanar Pon 1st St., Yadanar Pon Housing,",tel: 09-73024810,Yangon Region,Thaketa(Thaketa)
Aung,Electrical Goods Sales,"Bldg 1/2, Rm 6, Yadanar Mon St., Bayint Naung Housing,","tel: 09-5184215,tel: 01-531271",Yangon Region,Hlaing(Hlaing)
Khin Ohn Myint,Toy Shops,"184, Mya Yadanar St., Corner of Mya Yadanar 6th St.,Kha Ward,","tel: 09-5091880,tel: 01-691989,tel: 01-692463",Yangon Region,North Okkalapa (North Okkalapa )
Aung Pyae Sone,Video Producers & Distributors,"239, 35th St., Upper Block,","tel: 01-252391,tel: 01-379575,tel: 09-73001829,tel: 09-73052454",Yangon Region,Kyauktada(Kyauktada)
Alpha,Video Producers & Distributors,"242, 2nd Flr, 35th St., Upper Block,","tel: 09-260441532,tel: 09-795222001",Yangon Region,Kyauktada(Kyauktada)
Kyaw Kyaw [U],Electrical Goods Sales,"Rm 145, 2nd Flr, Shwe Mingalar Market,","tel: 09-5163403,tel: 09-785163403,tel: 09-961181222",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Kyar Ngar Kaung,Mobile Phones & Accessories,"Rm 12/13/14, Bogyoke Aung San St., Day Care Centre Compound, Ward (2),",tel: 09-43023568,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Akarit,Video Producers & Distributors,"225, 35th St., Upper Block,",tel: 09-250507149,Yangon Region,Kyauktada(Kyauktada)
Khin Khin Win [Daw],Batik,"886, Thamaing Butar Yon 2nd St., Ward (1),",tel: 09-448045557,Yangon Region,Mayangone(Mayangone)
Chit Chit,Video Editing,"70,Mandalay St.,Kan Daw Kalay (East) Ward",tel: 01-387218,Yangon,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Dana Moe,Video Editing,"107, 2nd Flr, 32nd St., Upper Middle Block,","tel: 09-5132235,tel: 09-5057757,tel: 01-386592",Yangon Region,Pabedan(Pabedan)
"Excellent Creation Co.,Ltd.",Music Production,"162/164, 2nd Flr, Pansoedan St., Middle Block,","tel: 01-254560,tel: 01-254564",Yangon Region,Kyauktada(Kyauktada)
Khaing Khant Thu,Clocks & Watches Sales,"Bldg 45, Rm 2/3, Anawrahta Rd., Shwe Kantharyar Shop House,","tel: 09-795216500,tel: 09-43163764,tel: 09-790133610",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Kaung [U],Longyis,"B Shed, Rm 215, Thein Gyi Market,","tel: 09-73157645,tel: 01-371822 Ext.134,tel: 01-370622 Ext.134",Yangon Region,Pabedan(Pabedan)
Kaung Htet Oo,Fashion Shops,"420/B, Bo Aung Kyaw St., Ward (7),","tel: 09-32198982,tel: 09-421019342",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Aung Aung,Video Editing,"189, 35th St., Upper Middle Block,","tel: 01-253885,tel: 09-30359410,tel: 01-389554 [Res]",Yangon Region,Kyauktada(Kyauktada)
Dhama Ah Lin,Video Editing,"89, Eaik Sar Thaya St., Pathein Nyunt Ward,","tel: 09-795252966,tel: 09-250502259,tel: 09-970039133",Yangon Region,Tarmwe(Tarmwe)
Maung Maung Lwin [Ko] [Thi Paw] & Brothers,Fashion Shops,"23/25, 136th St., Ma U Gone Ward,","tel: 01-205848,tel: 09-5089053,tel: 09-5093893,tel: 09-254734734",Yangon Region,Tarmwe(Tarmwe)
Miba Yin Ngwae,Fashion Shops,"7/11, Zay St., Yan Pyae Ward (3),","tel: 09-73053274,tel: 09-795729713,tel: 09-262305544,tel: 09-795729608,tel: 09-795729704",Yangon Region,Thaketa(Thaketa)
Rainbow,Video Editing,"18, Rm 2, Sin Yae Twin 1st St.,","tel: 09-5060986,tel: 09-425001548,tel: 01-516295",Yangon Region,Kamayut(Kamayut)
"Min Tun Trading Co.,Ltd.",Export & Import Companies,"3/22, Strand Rd., River View Garden Housing,","tel: 01-211456,tel: 09-794663832,tel: 09-794663833",Yangon Region,Ahlone(Ahlone)
Manaw Phyu,Fashion Shops,"72, Seikta Thukha St., Pathein Nyunt Ward,","tel: 01-554392,tel: 09-250656842",Yangon Region,Tarmwe(Tarmwe)
Cag Media House,Video Editing,"103, Sin Min St., Sin Min Ward,","tel: 09-257070100,tel: 09-257070200",Yangon Region,Ahlone(Ahlone)
Madinar [Aung],Rain Coats,"8, 3rd Flr, 138th St., Ma U Gone Ward,",tel: 09-73166500,Yangon Region,Tarmwe(Tarmwe)
"Life Orient Trading Co.,Ltd.",Handicraft Materials,"104, 50th St., Upper Middle Block,","tel: 01-292446,tel: 01-9010288,tel: 09-5105479",Yangon Region,Pazundaung(Pazundaung)
Aung Pyae Sone (A.P.S),,"239, 35th St.,  Upper Block,  Ward (3),","tel: 01-252391,tel: 01-379575,tel: 09-73001829,tel: 09-73052454",Kyauktada,
Maung Ko [U],Fashion Shops,"Hnin Si St., Yuzana Mingalar City Housing,","tel: 09-250229815,tel: 09-971484747,tel: 09-795178959",Yangon Region,Tarmwe(Tarmwe)
C.M.P Ltd. [Charr Multimedia],Video Editing,"524, 8th Flr, Lower Kyee Myin Daing Rd., Home Lan Bus Stop, Kayin Ah Myoe Thar Ward,","tel: 01-2312443,tel: 01-2316479,tel: 09-73078552",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
77,Video Producers & Distributors,"234, G Flr, 35th St., Upper Block,","tel: 01-389698,tel: 09-73041177",Yangon Region,Kyauktada(Kyauktada)
Moon Shine,Video Editing,"211, 1st Flr, 39th St., Upper Middle Block,","tel: 01-246623,tel: 09-5010378",Yangon Region,Kyauktada(Kyauktada)
M.S,Video Editing,"213, 36th St., Upper Block,","tel: 09-795807055,tel: 09-450023366,tel: 09-260377703",Yangon Region,Kyauktada(Kyauktada)
Khit 100,Video Editing,"178, 34th St., Upper Block,",tel: 09-43071010,Yangon Region,Kyauktada(Kyauktada)
Kaung Htet,Video Editing,"884,Pyi Daw Thar St.,Ward (10)",,Yangon,Shwe Pyi Thar(Shwe Pyi Thar)
Hnin Si Thway [Blood Rose],Video Editing,"299, Khay Mar Thi Rd., Ga Gyi Ward,","tel: 09-73043561,tel: 09-252850620",Yangon Region,North Okkalapa (North Okkalapa )
Naing Win [Ko],Fashion Shops,"532,Lower Mingalardon Rd.,Sint Ngu Ward",tel: 09-73163996,Yangon Region,Insein(Insein)
Kyaw,Video Editing,"162, 1st Flr, 34th St., Upper Block,","tel: 09-793470811,tel: 09-795286131",Yangon Region,Kyauktada(Kyauktada)
Maung Ko [U],Fashion Shops,"Rm 144, 1st Flr, Shwe Mingalar Market,","tel: 01-291923,tel: 01-223815,tel: 09-795178959,tel: 09-796740048",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Myint Sein [Daw],Plastic Materials & Products,"329/A, Sin Phyu Shin St., Ward (9),",tel: 09-450054113,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
"Myanma Traditional Mfg Co.,Ltd. [MTM]",Export & Import Companies,"276, Strand Rd.,","tel: 01-370803,tel: 09-5043867,tel: 09-5105479,tel: 09-8630624,tel: 01-9010288",Yangon Region,Pabedan(Pabedan)
"Myat Miba Co.,Ltd.",Construction Services,"111, Yangon-Insein Rd., Near Thukha Bus Stop, Ward (9),","tel: 01-516212,tel: 01-2305384~6,tel: 01-706883",Yangon Region,Hlaing(Hlaing)
Maung Ko [U] & Daughters,Fashion Shops,"Rm 529/530/551/552,1st Flr,Mingalar Market","tel: 01-291923,tel: 01-667730,tel: 09-5178959,tel: 09-795178959,tel: 09-785144979",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Madinar [Aung],Rain Coats,"Rm 714/730~3/407,2nd Flr,Mingalar Market","tel: 09-73166500,tel: 09-73071678",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Kix Photo Graph,Video Editing,"38, 1st Flr, Bogyoke Aung San Rd.,","tel: 09-5502930,tel: 09-420236699",Yangon Region,Pazundaung(Pazundaung)
Mingalar,Video Editing,"7/C, Aye Tharyar St., Man Aung Ward,","tel: 09-421133032,tel: 09-970257402",Yangon Region,Tarmwe(Tarmwe)
Moe,Plastic Materials & Products,"61/63, Shwe Hlaing St., Ma Gyee Dan (South-East) Ward,","tel: 01-526168,tel: 09-8537356",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Green Box,Video Editing,"27, Kyaung St., Saw Yan Paing (South) Ward,","tel: 09-421025592,tel: 09-43168323",Yangon Region,Ahlone(Ahlone)
Mya,Clocks & Watches Sales,"99, Airport Rd., Kyauk Yae Dwin Ward,","tel: 01-666402,tel: 09-790140457",Yangon Region,North Okkalapa (North Okkalapa )
Friends,Video Editing,"141, 1st Flr, 34th St., Upper Block,",tel: 09-420001078,Yangon Region,Kyauktada(Kyauktada)
Mu Mu [Daw],Fashion Shops,"Rm Ma/18/19, Min Dhama Rd., Kyauk Taw Gyi Pagoda Shop Room, Gyoh Gone (East) Ward,","tel: 01-641646,tel: 09-73046746",Yangon Region,Insein(Insein)
Mya Sein,Shoe Shops,"C Shed, Rm O/29, G Flr, Thein Gyi Market,","tel: 01-240600 Ext.4486,tel: 09-73900944",Yangon Region,Pabedan(Pabedan)
Aung Myin Thu,Electrical Goods Sales,"41, Yan Pyay St., Corner of Yan Pyay 17th St., Yan Pyae Ward (3),","tel: 09-250609304,tel: 09-971663781",Yangon,Thaketa(Thaketa)
Aung Myin,Electrical Goods Sales,"1459, Hlaw Gar Rd., Ward (106),","tel: 09-796320014,tel: 09-33545330,tel: 09-73019054",Yangon Region,South Dagon(South Dagon)
Aung Myittar,Bathroom & Toilet Accessories,"171, Bo Soon Pat St., Upper Middle Block, Ward (10),","tel: 09-5191252,tel: 09-254036935,tel: 01-245153,tel: 09-785191252",Yangon Region,Pabedan(Pabedan)
Aung Myanmar,Water Treatment Systems,"201/203,Bo Soon Pat St.,Upper Middle Block","tel: 01-250483,tel: 01-254277,tel: 09-73362266,tel: 09-974022577,tel: 09-371499,tel: 09-264006060,tel: 09-258402266,tel: 09-975762266",Yangon Region,Pabedan(Pabedan)
"Myanmar Creative Art Media Solution Co., Ltd.",Video Producers & Distributors,"904,9th Flr,Bargayar Rd., Pan Chan Tower,","tel: 09-5069814,tel: 09-971082823",Yangon Region,Sanchaung(Sanchaung)
Aung Myint Htwe [Ko],Electrical Goods Sales,"11/B, Kyaung Kone 2nd St., Ward (7),",tel: 09-254044902,Yangon Region,Hlaing(Hlaing)
"Myanma Traditional Mfg Co.,Ltd.",Handicraft Materials,"104, 50th St., Upper Middle Block,","tel: 01-292446,tel: 09-5105479,tel: 01-9010288,tel: 09-5043867",Yangon Region,Pazundaung(Pazundaung)
Pann Thitsar,Fancy Stores,"303, Min Gyi Rd., Taung Thu Gone Ward,",tel: 09-455970582,Yangon Region,Insein(Insein)
Aung Myanmar,Water Treatment Systems,"16 Shed, Rm 2/3/4, Padamyar 7th St., Sawbwargyi Gone Warehouses,","tel: 01-643822,tel: 09-5501325,tel: 09-73028828,tel: 09-5403268,tel: 01-642122",Yangon Region,Insein(Insein)
Pann Cherry,Longyis,"Bldg 1/2, C Shed, G Flr, Thein Gyi Market,","tel: 01-371800 Ext.339,tel: 09-5599786",Yangon Region,Pabedan(Pabedan)
Phoe Lamin,Carpets/Canvas/Mats & Linoleum,"123, Zingama Rd., Htu Par Yon Ward (1),","tel: 09-5055819,tel: 09-261216748",Yangon Region,Thaketa(Thaketa)
Osakar,Fashion Shops,"Bldg 5, Rm 01, Hnin Si St., Yuzana Mingalar City Housing,","tel: 01-8619416,tel: 09-5011621,tel: 01-200747 Ext.7224/1449,tel: 09-5039185,tel: 09-5192478",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Aung Mingalar,Electrical Goods Sales,"Bldg A/3, Rm 001, Banyar Dala Rd., Yuzana Mingalar City Housing,",tel: 09-5062399,Yangon Region,Tarmwe(Tarmwe)
Aung Lwin Myo,Building Materials,"267, Kyee Myin Daing Kannar Rd., Ma Gyee Dan (South-West) Ward,","tel: 01-511486,tel: 09-782840538",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Falan Falan,Video Producers & Distributors,"211, 1st Flr, 35th St., Upper Block,",tel: 09-73102457,Yangon Region,Kyauktada(Kyauktada)
Gold Royal,Video Producers & Distributors,"211/B, 1st Flr, 35th St., Middle Block,",tel: 09-5134866,Yangon Region,Kyauktada(Kyauktada)
Dawei,Video Producers & Distributors,"214, 1st Flr, 36th St., Upper Block,","tel: 01-250136,tel: 01-703891,tel: 09-73155381,tel: 09-73155389",Yangon Region,Kyauktada(Kyauktada)
Ever Top,Video Producers & Distributors,"226/232, 36th St., Upper Block,","tel: 01-255955,tel: 01-255956,tel: 09-49236988",Yangon Region,Kyauktada(Kyauktada)
Golden Spider,Video Producers & Distributors,"217/B, G Flr, 35th St., Upper Block,","tel: 01-371793,tel: 01-387960,tel: 09-49320274",Yangon Region,Kyauktada(Kyauktada)
"Redradiance Co.,Ltd.",Video Editing,"Maha Thukha St., Kyi Taw Housing,","tel: 01-299420,tel: 09-449001779,tel: 09-452359405",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
D.V.5,Video Producers & Distributors,"213/B, 1st Flr, 35th St., Upper Block,","tel: 09-73181943,tel: 09-31058887",Yangon Region,Kyauktada(Kyauktada)
Pyone [Ko],Video Editing,"4/B, 4th Flr, Kyun Taw Rd., Wai Lu Wun (North) Ward,",tel: 09-263709215,Yangon Region,Sanchaung(Sanchaung)
Htate Tan,Video Producers & Distributors,"239, 1st Flr, 36th St., Upper Block,","tel: 01-398184,tel: 09-250640980,tel: 09-43157607",Yangon Region,Kyauktada(Kyauktada)
Mon Mon [Ma],Photocopying & Duplicating Services,"Yan Pyay St.,Corner of Yan Pyay 11th St.,Yan Pyae Ward (3)","tel: 09-254125171,tel: 09-420068957",Yangon Region,Thaketa(Thaketa)
Phet Phoo Yaung,Video Editing,"19, Aung Tha Pyay St., Corner of Aung Tha Pyay 4th St.,Ward (7-East),","tel: 09-425297198,tel: 09-254497477",Yangon Region,Thaketa(Thaketa)
Ngwe Taung Tan,Video Editing,"19/23, Rm A/2, 1st Flr, Baho Rd., Than Tadar Ward,","tel: 09-5300657,tel: 09-73030313",Yangon Region,Sanchaung(Sanchaung)
Hein Htet San,Video Producers & Distributors,"205, 1st Flr, 35th St., Upper Block,",tel: 09-73002139,Yangon Region,Kyauktada(Kyauktada)
Ngwe Thonenari,Video Editing,"328, May Yu St., Ka Ward,","tel: 09-250672939,tel: 09-798424872,tel: 09-73168144",Yangon Region,North Okkalapa (North Okkalapa )
Myanmar Creative Art [MCA],Video Editing,"Rm 904, 9th Flr, Bargayar Rd., Pan Chan Tower,","tel: 01-538530,tel: 01-501183,tel: 09-5069814",Yangon Region,Sanchaung(Sanchaung)
Prince Yarma Creation,Video Editing,"245, 2nd Flr, 35th St., Upper Block,","tel: 01-255942,tel: 09-49274432",Yangon Region,Kyauktada(Kyauktada)
Mya,Video Editing,"190, 35th St., Upper Middle Block,","tel: 09-43057620,tel: 09-796774912",Yangon Region,Kyauktada(Kyauktada)
O One,Fashion Shops,"C Shed, G Flr, Thein Gyi Market,","tel: 09-5161255,tel: 09-5191667,tel: 01-371800 Ext.311,tel: 09-5041863",Yangon Region,Pabedan(Pabedan)
Ngwe Myint Moh,Fashion Shops,"Bldg 7, Rm 2/3, Sabei St., Yuzana Mingalar City Housing,","tel: 09-785007231,tel: 09-450017774,tel: 01-200747 Ext.7237,tel: 09-2007231,tel: 09-30004266",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
New World Trading,Bedroom Accessories,"Bldg P, Rm 005, Set Yon Rd. (Mill Rd.), Yuzana Mingalar City Housing,","tel: 01-295171,tel: 01-205474,tel: 09-5554478,tel: 09-2004478",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Golden Bell,Video Producers & Distributors,"237/A, 35th St., Upper Block,","tel: 01-374762,tel: 09-73156085",Yangon Region,Kyauktada(Kyauktada)
Naung Inn Lay,Men's Wear Shops,"Bldg 3, C Shed, Rm 34/35, 1st Flr, Thein Gyi Market,",tel: 09-73002214,Yangon Region,Pabedan(Pabedan)
"Aung Gabar Co.,Ltd.",Export & Import Companies,"Bldg O, Rm 2/3/4/5, Thiri Yadanar Retail/Wholesale Market,","tel: 01-684342,tel: 01-701513",Yangon Region,North Okkalapa (North Okkalapa )
Rainbow,Video Editing,"18, Rm 2, Sin Yae Twin 1st St., Ward (2),","tel: 01-516295,tel: 09-5060986,tel: 09-425001548",Yangon Region,Kamayut(Kamayut)
Daddy Home,Video Producers & Distributors,"240, 36th St., Upper Block,",tel: 09-73197190,Yangon Region,Kyauktada(Kyauktada)
Osaka,Men's Wear Shops,"B Shed, Rm 395, Thein Gyi Market,","tel: 01-371822 Ext.703,tel: 09-73184541",Yangon Region,Pabedan(Pabedan)
Nay Myo [Ko] + Khaing [Ma],Video Editing,"572, May Darwi Rd., Za Myin Zwel Ward,","tel: 09-450071917,tel: 09-254492126",Yangon Region,North Okkalapa (North Okkalapa )
Thuriya,Video Editing,"118, 33rd St., Upper Middle Block,","tel: 09-250445461,tel: 09-43135909",Yangon Region,Kyauktada(Kyauktada)
Ngwe Kyar Phyu,Fashion Shops,"343, Kyan Sit Thar St., Thaung Gyi Lay Ward,",tel: 09-790605488,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Thant Zaw [Ko],Video Editing,"351, May Darwi Rd., Za Myin Zwel Ward,","tel: 09-799234683,tel: 09-73168205,tel: 01-9699281,tel: 09-799234682",Yangon Region,North Okkalapa (North Okkalapa )
Sky Blue,Video Editing,"165, 1st Flr, 34th St., Upper Block,","tel: 09-450062602,tel: 09-973357005",Yangon Region,Kyauktada(Kyauktada)
Saydanar,Rain Coats,"Rm 735/710/713/715/729/730/762,2nd Flr,Mingalar Market","tel: 09-5416758,tel: 09-5065957,tel: 09-73057251",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Sann Thit Aung,Bedroom Accessories,"Rm 2, 14th St., Si Pin Shop Room, Mingalardon Zay Ward,","tel: 09-73024078,tel: 09-73091219",Yangon Region,Mingalardon(Mingalardon)
Thalar Myay,Video Editing,"231, 2nd Flr, 35th St., Upper Block,","tel: 09-254249966,tel: 09-73009083,tel: 09-73173553",Yangon Region,Kyauktada(Kyauktada)
Thuriya,Video Editing,"3, Yadanar Mon St., Infront Of Hlaing Tharyar Market, Ward (2),","tel: 09-262468080,tel: 09-792109005,tel: 09-792247715,tel: 09-259986829",Yangon Region,Hlaing(Hlaing)
San Ni [U],Fashion Shops,"51, Marlar St., Ward (2),",tel: 09-31548133,Yangon Region,Mayangone(Mayangone)
"Rain Power [Hong Kong Family Trading Co.,Ltd.]",Export & Import Companies,"283, 40th St., Upper Block,","tel: 01-392227,tel: 01-245540,tel: 09-5116410,tel: 09-31588157,tel: 09-795266068",Yangon Region,Kyauktada(Kyauktada)
Rosy [Daw],Food Stalls,"143, Rm 1/A, Upper Pazundaung Rd., Haji Salar Met Bali, Kyi Taw Ward,","tel: 09-975257504,tel: 09-798207404",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Lucky Boss,Video Producers & Distributors,"233, 35th St., Upper Block,","tel: 09-250063958,tel: 09-5125486",Yangon Region,Kyauktada(Kyauktada)
Kyaung Kabar,Video Producers & Distributors,"226, G Flr, 36th St., Upper Block,","tel: 01-246481,tel: 09-5153534,tel: 01-210248 [Res]",Yangon Region,Kyauktada(Kyauktada)
Kyauk Sue,Video Producers & Distributors,"237/2, 1st Flr, 35th St., Upper Block,","tel: 09-73242497,tel: 09-5100510",Yangon Region,Kyauktada(Kyauktada)
Kyal Nay La,Video Producers & Distributors,"211/2/A, 1st Flr, 36th St., Upper Block,",tel: 09-8631784,Yangon Region,Kyauktada(Kyauktada)
Y.A.T Group,Video Editing,"Bldg 224, Rm 4, Thitsar Rd., Corner of Yan Nyein 2nd Lane,Ward (6),","tel: 09-448019991,tel: 09-448039350",Yangon Region,Yankin(Yankin)
Sein Htay,Video Editing,"311, 1st Flr, Bogyoke Aung San Rd.,","tel: 01-250247,tel: 01-380007",Yangon Region,Kyauktada(Kyauktada)
Htin Shu Yeik,Video Producers & Distributors,"214/A, 35th St., Upper Block,","tel: 01-240498,tel: 09-5074251",Yangon Region,Kyauktada(Kyauktada)
Yoon,Video Editing,"284, 1st Flr, Pansoedan St., Upper Middle Block,","tel: 01-378184,tel: 09-450004000",Yangon Region,Kyauktada(Kyauktada)
Kaung Su San,Video Producers & Distributors,"217/B, 1st Flr, 35th St.,","tel: 09-250357856,tel: 09-450010282",Yangon Region,Kyauktada(Kyauktada)
Pwint Phyu Tar,Electrical Goods Sales,"Rm 693,2nd Flr,Mingalar Market","tel: 09-5171427,tel: 09-43052134,tel: 09-420136120,tel: 09-428024049,tel: 09-43052135",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Khayay Phyu [Soun Yè],Video Producers & Distributors,"234, 36th St., Upper Block,","tel: 01-392949,tel: 01-240818",Yangon Region,Kyauktada(Kyauktada)
Imagine Nation,Video Producers & Distributors,"33/37, 2nd St.,",tel: 01-227076,Yangon Region,Lanmadaw(Lanmadaw)
Pwint Oo,Toy Shops,"332, Shwe Bon Tha St., Upper Block,",tel: 01-241870,Yangon Region,Pabedan(Pabedan)
