contact,name,category,township,street,state
"tel: 09-5163456,tel: 09-5009686,tel: 01-9695059",Hay Mhan Oo [Thiha],Soya Bean Sauces [Manu/Dist],North Okkalapa (North Okkalapa ),"137/138, Kanaung 7th St., Shwe Pauk Kan Industrial Zone,",Yangon Region
"tel: 09-5169897,tel: 09-799675750",Ko Ko Naing [Mon State],Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"10/B, Rm 3, 3rd Flr, Kyee Myin Daing Kannar Rd., Corner of Htee Dan 1st St.,Htee Dan Ward,",Yangon Region
"tel: 01-254560,tel: 01-254564","Excellent Creation Co.,Ltd.",Music Production,Kyauktada(Kyauktada),"162/164, 2nd Flr, Pansoedan St., Middle Block,",Yangon Region
"tel: 01-290170,tel: 01-291318,tel: 01-294045,tel: 01-294002,tel: 09-43103425,tel: 09-450055621","Yangon Entertainment Co.,Ltd.",Sound Recording Studios,Botahtaung(Botahtaung),"40, 67th St.,",Yangon Region
tel: 09-73033255,Zephyr 223,Sound Recording Studios,Kyeemyin Daing(Kyeemyin Daing),"74, 5th Flr, Tasaung Gyee St., Oh Bo Ward,",Yangon Region
"tel: 01-572753,tel: 09-5119563,tel: 09-250322226,tel: 09-5130348,tel: 01-532480,tel: 09-5102278",Kyaing Haung,Soya Bean Sauces [Manu/Dist],Thingangyun(Thingangyun),"67/79, Thitsar Pan St., Thuwana/29 Ward,",Yangon Region
"tel: 01-252903,tel: 01-392931,tel: 01-240613,tel: 01-372734 Ext.1004,tel: 01-392655",Mann Thiri,Electronic Equipment Sales & Repair,Kyauktada(Kyauktada),"79/81,Rm 4,G Flr,Anawrahta Rd.,Central Tower",Yangon Region
"tel: 01-521511,tel: 01-521522,tel: 01-521533",Yangon United FC,Sports Clubs & Associations,Hlaing(Hlaing),"Yangon-Insein Rd.,Ward (12)",Yangon Region
"tel: 01-579253,tel: 01-250970",Min Htin,Soya Bean Sauces [Manu/Dist],Thingangyun(Thingangyun),"43, Lay Daunt Kan Rd., Corner of May Kha Waddy Kyaung St.,Near B.O.C Bus Stop, (Sa-Lein/Kha) Ward,",Yangon Region
"tel: 09-450025868,tel: 09-30604252",Yangon Boys Home Trust [Yangon Youth Sports Club],Sports Clubs & Associations,Pabedan(Pabedan),"320, Anawrahta Rd.,",Yangon Region
"tel: 01-2301889,tel: 01-229964,tel: 01-224956","Yadanarbon FC [Loi Hein Co.,Ltd.]",Sports Clubs & Associations,Lanmadaw(Lanmadaw),Phoe Yarzar St.,Yangon Region
"tel: 09-253558239,tel: 01-535298,tel: 01-513899",Yangon Sailing Club,Sports Clubs & Associations,Kamayut(Kamayut),"132, Inya Rd., Ward (9),",Yangon Region
"tel: 09-250086115,tel: 01-584962",Yangon Equestrian & Country Club,Sports Clubs & Associations,North Dagon(North Dagon),"Pin Lon Rd., Corner of Pyi Htaung Su Rd.,Ward (29),",Yangon Region
"tel: 09-5006088,tel: 09-421024055,tel: 01-225970",Studio D,Sound Recording Studios,Kyeemyin Daing(Kyeemyin Daing),"524, 8th Flr, Lower Kyee Myin Daing Rd., Kayin Ah Myoe Thar Ward,",Yangon Region
"tel: 01-211870,tel: 01-224820,tel: 01-2301195","Tay Zaw Music Production Co.,Ltd. [SAIL Group of Companies]",Sound Recording Studios,Lanmadaw(Lanmadaw),"790, Rm 403/603, 4th to 6th Flr, Bogyoke Aung San Rd., Danathiha Center,",Yangon Region
"tel: 09-8616285,tel: 09-8501289,tel: 09-5010374","Southern Myanmar FC [Yuzana Co.,Ltd.]",Sports Clubs & Associations,Bahan(Bahan),"130, 3rd Flr, Shwe Gon Daing Rd., Yuzana Centre, Yae Tar Shay Ward,",Yangon Region
"tel: 01-590272,tel: 01-591116,tel: 09-5161224,tel: 09-5502223,tel: 01-590790","Kyar Koe Kaung Trading Co.,Ltd.",Stainless Steel Wares,South Dagon(South Dagon),"Bldg 1, Rm 5/6, Pyi Htaung Su Rd., Myoe Oo Yeikmon Housing,",Yangon Region
"tel: 09-5068384,tel: 01-564489",Yangon Division Sports Dept.,Sports Clubs & Associations,South Okkalapa (South Okkalapa ),"Thu Mingalar Rd.,Padaethar Sports Ground,Ward (10)",Yangon Region
"tel: 01-577369,tel: 09-5183582,tel: 09-5194807",Top Ruby Land Racing Karts Club,Sports Clubs & Associations,Thingangyun(Thingangyun),Thuwunna Sports Stadium,Yangon Region
"tel: 01-8100040,tel: 09-73064436",Khit Thit,Stainless Steel Wares,South Dagon(South Dagon),"447, Hlaw Gar Rd., Ward (19),",Yangon Region
"tel: 09-5014499,tel: 09-785014499,tel: 09-49332675,tel: 09-975014499","Khin Zaw Family Co.,Ltd.",Stainless Steel Wares,South Dagon(South Dagon),"538/539, Inntaw St., Industrial Zone (2),",Yangon Region
"tel: 09-5214372,tel: 01-569648~9,tel: 01-569656",Sinan United FC,Sports Clubs & Associations,Thingangyun(Thingangyun),"Bldg Q, Waiza Yan Tar Rd., Shwe Ingyin Yeikmon Housing,",Yangon Region
"tel: 01-590710,tel: 01-590712,tel: 09-5105774,tel: 09-5165723,tel: 09-8611734",KMG,Stainless Steel Wares,South Dagon(South Dagon),"B/40~45, Lawpita St., Industrial Zone (3),",Yangon Region
tel: 09-43034139,Rakhine United FC,Sports Clubs & Associations,Tarmwe(Tarmwe),"755, Marlar Nwe St., Myittar Nyunt Ward,",Yangon Region
"tel: 09-5109436,tel: 09-73027124,tel: 01-212066 Ext.245,tel: 01-212151 [Res]",Khaing [Ko Than Chaung Family],Stainless Steel Wares,Latha(Latha),"Rm 9/20,G Flr,Iron Market",Yangon Region
"tel: 01-400788,tel: 09-73078066","Khaing Tun [Khaing Tun Trading Co.,Ltd.]",Stainless Steel Wares,Tarmwe(Tarmwe),"443, Kyaikkasan Rd., Tarmway Gyee (Kha) Ward,",Yangon Region
"tel: 01-254893,tel: 09-785003596","Youth Computer Co.,Ltd.",Book Shops,Kyauktada(Kyauktada),"189/195, Rm 6/A, 6th Flr, Pansoedan St., Pansoedan Office Tower,",Yangon Region
tel: 09-33333392,Khaing Tun,Stainless Steel Wares,North Okkalapa (North Okkalapa ),"Bldg B, Rm 16/17/18/19, Thiri Yadanar Retail/Wholesale Market,",Yangon Region
"tel: 01-374971,tel: 09-43202090,tel: 09-450066242",Yinmar Music & Online Store,Music Production,Kyauktada(Kyauktada),"222, Maha Bandoola Garden St., Upper Block,",Yangon Region
"tel: 01-593751,tel: 09-796939756,tel: 09-798420149,tel: 09-31383155","Kong Hwee Iron Works Industry & Production Co.,Ltd.",Stainless Steel Wares,Dagon Seikkan(Dagon Seikkan),"10,Kanaung Min Thar Gyi Rd.,Industrial Zone",Yangon Region
tel: 01-212066 Ext.278,Kyaw,Stainless Steel Wares,Latha(Latha),"Rm 142/143,G Flr,Iron Market",Yangon Region
"tel: 01-381979 Ext.1101,tel: 01-381989 Ext.1102,tel: 01-381994~6",Zeyar Shwe Myay FC [Shwe Nagar Min Group of Companies],Sports Clubs & Associations,Kyauktada(Kyauktada),"79/81, Rm 101, 1st Flr, Anawrahta Rd., Central Tower,",Yangon Region
tel: 09-73016654,"Zwekapin United FC [Htay Family Co.,Ltd.]",Sports Clubs & Associations,Mayangone(Mayangone),"32/B, Kone Myint Yeikthar St., 7 Mile, Ward (6),",Yangon Region
tel: 09-250648615,Young Guns Media,Designers [Graphic],Bahan(Bahan),"64/B, 7th Flr, Shwe Gon Daing Rd., Shwe Gon Plaza, Ngarr Htatt Gyee (West) Ward,",Yangon Region
"tel: 09-5160576,tel: 09-5406835,tel: 01-590608",Latt [Ko],Stainless Steel Wares,South Dagon(South Dagon),"C/290, Lawpita St., Industrial Zone (3),",Yangon Region
"tel: 09-5114281,tel: 09-421084939",New Entertainment [City FM],Exhibition Services,Thingangyun(Thingangyun),"15/C, Mingalar St., (Ka) Ward,",Yangon Region
"tel: 09-250005916,tel: 09-450058420,tel: 09-8626724,tel: 09-250082048",KZM,Stainless Steel Wares,South Dagon(South Dagon),"Rm 3, Dote Hta Waddy St., Industrial Zone (2),",Yangon Region
,Kyee Myint [Daw],Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 290, 3rd Flr, Mingalar Market,",Yangon Region
"tel: 09-420248836,tel: 09-73096699,tel: 09-420073949,tel: 09-250404030",Lae Yee Win,Stainless Steel Wares,South Dagon(South Dagon),"1586, May Kha St., Industrial Zone (2),",Yangon Region
tel: 01-527119~22,Myanma Radio & Television [MRTV],Broadcasting Stations,Kamayut(Kamayut),"Pyay Rd., Myanma Radio & Television Compound,",Yangon Region
"tel: 01-211870,tel: 01-224820,tel: 01-2301195","San Aung Imaging Co.,Ltd. [SAIL Group of Companies]",Research Organisations,Lanmadaw(Lanmadaw),"790, Rm 403/603, 4th to 6th Flr, Bogyoke Aung San Rd., Danathiha Center,",Yangon Region
"tel: 01-240217,tel: 09-5045129,tel: 01-590896,tel: 09-250358547",Kyaw Tun [Ko],Stainless Steel Wares,South Dagon(South Dagon),"C/59, Lawpita St., Industrial Zone (3),",Yangon Region
"tel: 01-200747 Ext.1198,tel: 01-578601,tel: 01-552019,tel: 09-5415445,tel: 09-73016364",Kyaw Sann [Ko] [Seagual Agency],Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm SD-12/14/16, G Flr, Yuzana Plaza,",Yangon Region
"tel: 09-421133032,tel: 09-970257402",Mingalar,Video Editing,Tarmwe(Tarmwe),"7/C, Aye Tharyar St., Man Aung Ward,",Yangon Region
"tel: 01-200193,tel: 01-552019,tel: 09-5415445,tel: 09-73005900",Kyaw Sann [Ko],Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 648/649/650/652/653,2nd Flr,Mingalar Market",Yangon Region
"tel: 09-31452671,tel: 09-43152486,tel: 01-569239,tel: 01-704610",Pro Music,Music Production,South Okkalapa (South Okkalapa ),"652, Innwa St., Ward (6),",Yangon Region
tel: 09-5006112,Yangon Yunlong Golf Association,Sports Clubs & Associations,Mayangone(Mayangone),"12, Rm D/1, 1st Flr, Yangon-Insein Rd., Ward (3),",Yangon Region
"tel: 01-9699871,tel: 09-73073851,tel: 01-9691926,tel: 09-73244047",Aung Myint [U],Soya Bean Sauces [Manu/Dist],North Okkalapa (North Okkalapa ),"E/44, Khay Mar Thi Rd., Industrial Zone,",Yangon Region
tel: 09-421090652,Kyaw Soe,Stainless Steel Wares,Hlaing Thar Yar(Hlaing Thar Yar),"437, Kyaung St., Ward (26),",Yangon Region
"tel: 09-420062124,tel: 09-450051350",Kyal Sin Moe,Stainless Steel Wares,South Dagon(South Dagon),"648, Maung Makan Kan Thar Rd., Ward (17),",Yangon Region
tel: 01-661647,Aung Kyaw Moe Family,Soya Bean Sauces [Manu/Dist],Mayangone(Mayangone),"521/A, Chan Thar St., Ward (8),",Yangon Region
tel: 09-421038085,Kyaw Ni [Ko],Stainless Steel Wares,South Dagon(South Dagon),"684, Inya St., Industrial Zone (2),",Yangon Region
"tel: 09-795598696,tel: 09-5004781,tel: 09-73004028",Yangon Universities Boat Club,Sports Clubs & Associations,Kamayut(Kamayut),"132/B, Inya Rd., Ward (9),",Yangon Region
tel: 09-43064269,Happy Day,Tailors,Tarmwe(Tarmwe),"33,7th Flr,135th St.,Ma U Gone Ward",Yangon Region
"tel: 09-31406466,tel: 09-252680121",Han Tin [U],Tailors,Hlaing Thar Yar(Hlaing Thar Yar),"407, Shwe Ou Daung St., Ward (1),",Yangon Region
tel: 09-73074525,Heavy Emperor,Tailors,North Okkalapa (North Okkalapa ),"534, Khay Mar Thi Rd., Ga Gyi Ward,",Yangon Region
tel: 09-253185438,Hay Thi Nyein,Tailors,Hlaing Thar Yar(Hlaing Thar Yar),"1020/A, Shwe Yin Aye Kyaung St., Infront Of B.E.H.S (3), Ward (18),",Yangon Region
tel: 09-73069406,Hein Thiha,Tailors,Hlaing Thar Yar(Hlaing Thar Yar),"8, Ta Pin Shwe Htee St., Ward (1),",Yangon Region
"tel: 09-420766826,tel: 09-796318474",Hein Style,Tailors,South Dagon(South Dagon),"1484,Hlaw Gar Rd.,Ward (106)",Yangon Region
"tel: 09-250680040,tel: 09-259067974",Harmony,Tailors,Pazundaung(Pazundaung),"213, 6th Flr, Botahtaung Pagoda St., Upper Middle Block,",Yangon Region
"tel: 01-644608,tel: 09-420010566,tel: 09-73093071",Mahar Tun,Stainless Steel Wares,Insein(Insein),"Ma/480, Hlaing River Rd., Kannar (Mid) Ward,",Yangon Region
"tel: 09-792052518,tel: 09-797120097,tel: 09-782052518",M21,,,"C-4, 30 St., Between 66 St. and 67 St.,",Chan Aye Thar Zan
tel: 09-43052662,Han Ni Tun,Tailors,Thingangyun(Thingangyun),"297, Thakhin Phoe Hla Gyi St., Sanpya Ward,",Yangon Region
"tel: 01-695383,tel: 09-43073593,tel: 09-5009615",SYP [Sin Yeik Phon] Pure Table Vinegar,Soya Bean Sauces [Manu/Dist],North Okkalapa (North Okkalapa ),"183/184, Thazin St., Shwe Pauk Kan Industrial Zone,",Yangon Region
"tel: 09-5009783,tel: 09-5039449,tel: 01-9695411",Sein Hla [U],Soya Bean Sauces [Manu/Dist],North Okkalapa (North Okkalapa ),"185, Thazin St., Shwe Pauk Kan Industrial Zone,",Yangon Region
"tel: 01-592301,tel: 01-592302",Kyaw Thar,Stainless Steel Wares,Dagon Seikkan(Dagon Seikkan),"198/2,Thamardi Lane 1st St.,Industrial Zone",Yangon Region
"tel: 09-73112946,tel: 09-5032420",Lucky Sky,Stainless Steel Wares,Thingangyun(Thingangyun),"Rm 19, Than Thu Mar Rd., Near B.E.M.S (6), Thut Waing Gyee Ward,",Yangon Region
"tel: 01-594231,tel: 09-421021792,tel: 09-5132901,tel: 09-5191792",Lincoin,Stainless Steel Wares,South Dagon(South Dagon),"195, Inntaw St., Industrial Zone (2),",Yangon Region
"tel: 01-200747 Ext.7954,tel: 01-206341,tel: 09-5105194,tel: 09-73028416,tel: 09-73009685","Lion Co.,Ltd. [Sales Center]",Stainless Steel Wares,Tarmwe(Tarmwe),"Bldg 10,Rm 9,Yuzana St.,Yuzana Mingalar City Housing",Yangon Region
tel: 09-262170106,Han Thit Thit,Tailors,North Dagon(North Dagon),"897, Nant Thar Myaing St., Ward (50),",Yangon Region
tel: 09-785378700,Lwin,Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 215/216, 4th Flr, Shwe Mingalar Market, Car Parking (2),",Yangon Region
"tel: 01-377215,tel: 09-5129137",Arrkasar Padethar (Winner),,,"262, Bo Min Yaung Rd.,Corner of U Phoe Kyar St.,   Padamyar Condo,",Mingalar Taung Nyunt
"tel: 09-73152549,tel: 09-260666441",STAR (Sports Centre),,,"405, Bogyoke Aung San Rd., Between 27th St. and 28th St.,",Pabedan
"tel: 09-73157560,tel: 09-250007727,tel: 01-242775 Ext.2365",Laxmi,Stainless Steel Wares,Latha(Latha),"D Shed, Rm C/160~2/176~7, G Flr, Thein Gyi Market,",Yangon Region
tel: 09-972393692,Lin Man,Stainless Steel Wares,Shwe Pyi Thar(Shwe Pyi Thar),"253/B, Bayint Naung Rd., Ward (6),",Yangon Region
"tel: 01-376927,tel: 01-378985,tel: 01-372989",Arkasar Kabar (Sports World),Sports Goods Shops,Kyauktada(Kyauktada),"315/317/319, Bogyoke Aung San Rd., Corner of Maha Bandoola Garden St.,",Yangon Region
tel: 09-31064234,Hla Htate Tin,Tailors,Mayangone(Mayangone),"111, Thamaing Butar Yon 8th St., Ward (1),",Yangon Region
tel: 09-2004381,KK Power,,အမွတ္ Ya-၁/၄၂၊ ျမဝတီမင္းႀကီးလမ္း၊ ကဲြ်ဆည္ကန္၊ Lane (၃)၊,"Ya-1/42, Mya Waddi Min Gyi St., Kywesekan, Lane (3),",Pyigyi Tagon
tel: 09-253671776,Hla Hla Wai,Tailors,South Dagon(South Dagon),"663, Rm 10, Zeya Myaing St., Corner of Bagan St.,Co.op Shop, Ward (54),",Yangon Region
tel: 09-261698417,Hla Hla Sein [Ma],Tailors,Insein(Insein),"1045, Aung Theiddi St., Phawh Kan Ward,",Yangon Region
"tel: 09-253060213,tel: 01-2348630",Hla Hla Oo [Daw],Tailors,South Dagon(South Dagon),"325, Pinn Ya St., Ward (54),",Yangon Region
"tel: 09-250139832,tel: 09-252482003",Hla Hla Myo [Ma],Tailors,North Dagon(North Dagon),"142, Sel Myaung St., Ward (45),",Yangon Region
"tel: 09-256218830,tel: 09-451258327",Lin Myat,Stainless Steel Wares,Shwe Pyi Thar(Shwe Pyi Thar),"193/A, Bogyoke Aung San Rd., Near Car Lay Gate Bus Stop, Ward (5),",Yangon Region
"tel: 09-73248202,tel: 09-73248212,tel: 01-212066 Ext.234/399,tel: 09-73248212",Mike Mike,Stainless Steel Wares,Latha(Latha),"Rm 134/135,G Flr,Iron Market",Yangon Region
tel: 09-421081905,Miba Myittar,Stainless Steel Wares,South Dagon(South Dagon),"12, Hlaw Gar Rd., Ward (20),",Yangon Region
"tel: 02-36842,tel: 09-259000131",Maung Htun,,,"100,Bet; 27 St and 28 St. & Bet; 83 St. and 84 St.,   Near Zay Cho Hotel",Chan Aye Thar Zan
"tel: 01-8100670,tel: 09-5051633",Mega Steel [Peninsula Enterprises Ltd.],Stainless Steel Wares,South Dagon(South Dagon),"9, Rm 4/A, Bayint Naung St., Mya Yamon Housing,",Yangon Region
tel: 09-420073632,Min Min [Ko],Stainless Steel Wares,East Dagon(East Dagon),"950/A,Tapin Shwe Htee St.,Ward (7)",Yangon Region
tel: 09-421046649,Metal World,Stainless Steel Wares,South Dagon(South Dagon),"257, Pan Laung 1st St., Industrial Zone (2),",Yangon Region
tel: 09-31051552,Maung Nge [Ko],Stainless Steel Wares,South Dagon(South Dagon),"D/126, Kyauk Pahtoe 6th St., Industrial Zone (3),",Yangon Region
,Maung Sein [U],Stainless Steel Wares,Latha(Latha),"D Shed, Rm F/426, G Flr, Thein Gyi Market,",Yangon Region
"tel: 01-371800 Ext.327,tel: 09-73051239,tel: 09-73051240",Maung Maung Lwin [Ko],Stainless Steel Wares,Pabedan(Pabedan),"Bldg 1, C Shed, Rm 5, G Flr, Thein Gyi Market,",Yangon Region
"tel: 09-799199199,tel: 01-704896",YONEX,Sports Goods Shops,East Dagon(East Dagon),"131, Pade Wun U Shwe Bin St.,  East Dagon Industrial Zone,",Yangon Region
"tel: 09-5024906,tel: 09-785024906,tel: 09-250679331,tel: 09-49231936,tel: 01-205866",Lay Myint [Ko]+Khin Than Myint [Ma],Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 163/164/165, Underground, Mingalar Mon Market,",Yangon Region
"tel: 09-73112946,tel: 09-43033520",Lucky Sky,Stainless Steel Wares,Thingangyun(Thingangyun),"261/A, Than Thu Mar Rd., Kyee Pwar Yay Ward,",Yangon Region
"tel: 09-5114193,tel: 01-655594",Forward,,,"74, 11th St.,",Lanmadaw
"tel: 09-5004476,tel: 01-517198,tel: 01-526671,tel: 01-539418",Myat Neikban,Thingans & Monk's Utensils,Kyeemyin Daing(Kyeemyin Daing),"21, Shwe Hlaing St., Ma Gyee Dan (South-West) Ward,",Yangon Region
tel: 09-73234747,Grand Sport,,,"2,Rm 014,G Flr, Waizayantar Housing, (Za-Gwe/South) Ward",Thingangyun
"tel: 09-448023234,tel: 09-778403634",Myat Neikban,Thingans & Monk's Utensils,Thaketa(Thaketa),"Rm 10/11, Thalar Waddy St., 108 Taung Pagoda Shop Room, Ward (10-South),",Yangon Region
"tel: 01-380865,tel: 01-371979,tel: 09-5103759",Myat Mon Yadanar,Thingans & Monk's Utensils,Bahan(Bahan),"49/53, Oak St. (Kyar Taw Ya ), Shwe Dagon Pagoda (East Entrance), Shwe Nanthar Ward,",Yangon Region
"tel: 09-73048136,tel: 09-250024718",Moon Star,Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 676, 3rd Flr, Mingalar Market,",Yangon Region
"tel: 09-780087438,tel: 09-788614914",Moe Myanmar,Stainless Steel Wares,North Okkalapa (North Okkalapa ),"848, Thudhamar Rd., Ta Ta Lin Cheik Ward,",Yangon Region
tel: 09-5144062,Moe Myint Aung [U],Stainless Steel Wares,South Dagon(South Dagon),"1554, Latha St., Industrial Zone (2),",Yangon Region
"tel: 09-73124940,tel: 09-8502212",Myint Myat Aung,Thingans & Monk's Utensils,Mingalardon(Mingalardon),"Rm 28, 14th St., Mingalardon Zay Ward,",Yangon Region
"tel: 09-421089554,tel: 09-420135043",Myat Yadanar,Thingans & Monk's Utensils,North Dagon(North Dagon),"428,Bayint Naung Rd.,Ward (32)",Yangon Region
"tel: 09-5190750,tel: 09-5127196",Maung Ni Tun [U],Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 658/659,3rd Flr,Mingalar Market",Yangon Region
"tel: 09-49571127,tel: 09-799771755","International Integrated Services Co.,Ltd. [Geol Landmark Co.,Ltd.]",Soil Test Services,Hlaing Thar Yar(Hlaing Thar Yar),"35, Aung Zeya St., Industrial Zone (7),",Yangon Region
"tel: 09-31225547,tel: 09-450540075","Asia Time Co.,Ltd.",Solar Energy,Thingangyun(Thingangyun),"Bldg 3/C, Rm 101/102, Than Thu Mar Rd., Thuwunna Housing, Thuwana/24 Ward,",Yangon Region
"tel: 01-561892~9 Ext.120,tel: 09-31225547","Asia Time Co.,Ltd.",Export & Import Companies,Thingangyun(Thingangyun),"Bldg D, Rm 2, 1st Flr, Waiza Yan Tar Rd., Shwe Ingyin Yeik Mon Housing,",Yangon Region
"tel: 09-5001129,tel: 09-73192840",Moon Planet [Diamond],Stainless Steel Wares,Mayangone(Mayangone),"395, Yangon-Insein Rd., Corner of Kyauk Pyar Set St.,Ward (2),",Yangon Region
tel: 09-43132814,Sann Sint Kyaw,Solar Panels,Tarmwe(Tarmwe),"1143, Marlar Nwe St., Myittar Nyunt Ward,",Yangon Region
"tel: 09-31872593,tel: 09-795543947,tel: 09-795572620",Myat Yadanar,Thingans & Monk's Utensils,Hlaing(Hlaing),"4, Butar Yon St., Infront Of B.E.H.S (1), Ward (6),",Yangon Region
"tel: 09-5132187,tel: 09-49341591,tel: 09-49662084","Green Arrow Co.,Ltd.",Soft Drink & Beverage Production Training Centres,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"38, 124th St., Tha Pyay Gone Ward,",Yangon Region
"tel: 01-572281,tel: 01-571321,tel: 01-571877,tel: 01-560378,tel: 01-573629,tel: 01-571288","Maple Engineering & Fabrication Co.,Ltd.",Stainless Steel Wares,Thingangyun(Thingangyun),"Bldg 1, Rm 5/6/7, Waiza Yan Tar Rd., Thiri Yadanar Housing,",Yangon Region
"tel: 09-73243366,tel: 01-2585217,tel: 01-2585430","Myint Family Aung Tha Pyay Co., Ltd.",,အမွတ္ ၂၆၊ တြင္းသင္းတိုက္ဝန္ဦးထြန္းညိဳလမ္း၊ ဒဂံုအေ႐ွပိုင္းစက္မႈဇံု၊,"26, Twin Thin Tike Wun U Tun Nyo St., East Dagon Industrial Zone,",East Dagon
"tel: 09-421037243,tel: 09-250015571",Myint Moh Oo,Thingans & Monk's Utensils,North Okkalapa (North Okkalapa ),"87, Wai Hin St., Wai Bar Gi Ward (4),",Yangon Region
"tel: 01-205013,tel: 09-5010338",Mone Ywar,Stainless Steel Wares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 494/473,3rd Flr,Mingalar Market",Yangon Region
"tel: 09-91010179,tel: 09-30138986",KT,,,"9, 14 St., Between 86 St. and 87 St.,",Aung Myay Thar Zan
"tel: 01-2348683,tel: 01-253704,tel: 09-5067942",Boon & Company,,,"122, 20th St.,",Latha
"tel: 09-5263087,tel: 09-977917681","TWO DRAGON Co.,Ltd",,ေအး႐ွားေဝါလ္းတိုးဂိတ္ အနီး၊ ၁၆ Miles၊ ေက်ာက္ေခ်ာ႐ြာ၊,"Near Aisa Wall Tools Gate, 16 Miles, Kyauk Chaw Village,",Patheingyi
"tel: 09-30998331,tel: 09-30998332,tel: 09-30998333",Dagon Fresh Lemon Sparkling,Soft Drinks/Juices & Beverages,Mayangone(Mayangone),"Pyay Rd., 9 Mile,",Yangon Region
"tel: 09-5056664,tel: 09-421151010",San Swe Thahar,Solar Panels,Latha(Latha),"43, 1st Flr, Anawrahta Rd.,",Yangon Region
