contact,name,category,township,street,state
" 01525591, 01504441, 01527821",Dollar,Soft Drinks/Juices & Beverages,Sanchaung,"50, Kyun Taw Rd., Kyun Taw (South) Ward,",Yangon Region
" 095126177, 09965126177, 0930003082",Sann Oo Than,Television Sales & Services,Latha,"53/55/Q, Anawrahta Rd.,",Yangon Region
" 01298028, 019000778",De Mart,Soft Drinks/Juices & Beverages,Pazundaung,"26, U Shwe Goon St.,",Yangon Region
" 09423724816, 09425345308",Sein Win,Television Sales & Services,Latha,"131, 22nd St., Upper Block,",Yangon Region
" 01552640, 01552641",Toy Counter,Toy Shops,Hlaing,"Rm A/3/18/19, 3rd Flr, Sein Gay Har Parami Centre,",Yangon Region
 09250065786,Tin Tin Win [Daw],Toy Shops,Hlaing Thar Yar,"121/A, Sein Pan Myaing 3rd St., Ward (7),",Yangon Region
 09420073982,Sann Lin Naing,Television Sales & Services,Hlaing Thar Yar,"30/B, Anawrahta Rd., Ward (18),",Yangon Region
" 01382557, 095174848",Tin Tun [U],Toy Shops,Latha,"89, 24th St., Upper Block,",Yangon Region
" 09977802509, 09977802541",TPR Myanmar Ltd.,Telecommunication Suppliers & Equipment,Insein,"74,Lan Thit Rd.,Nant Thar Gone Ward",Yangon Region
" 09796107576, 09253819828",Sann Thit,Television Sales & Services,Mayangone,"62, U Ba Han Lane, Ward (2),",Yangon Region
" 0943098253, 095120057, 01240600 Ext.4280",Thurein,Toy Shops,Latha,"D Shed, Rm F/402, G Flr, Thein Gyi Market,",Yangon Region
" 09450061933, 095005539, 01639455 Ext.225",Toe Si,Telecommunication Suppliers & Equipment,Mingalardon,"Ta Ta Lin Cheik Shed, Rm B/5/6/7, Dagon St., Aung Mingalar High-Way Bus Terminal,",Yangon Region
" 095169196, 095148057",Family,Soft Drinks/Juices & Beverages,Kyeemyin Daing,"103, Htee Dan St., Htee Dan Ward,",Yangon Region
 09260401313,Every Day,Soft Drinks/Juices & Beverages,South Okkalapa ,"Rm 1,Thu Mingalar Rd.,Hotel & Tourism Compound,Ward (5)",Yangon Region
 09450030686,Family,Soft Drinks/Juices & Beverages,Thingangyun,"1/B, Than Thu Mar Rd., (Ga-Nge) Ward,",Yangon Region
" 01240600 Ext.4851, 095083992",Tin Aung [U],Toy Shops,Pabedan,"B Shed, Rm 392, Thein Gyi Market,",Yangon Region
 019000887,Fair One,Soft Drinks/Juices & Beverages,Mingalar Taung Nyunt,"Rm 13, 3rd Flr, Mingalar Market,",Yangon Region
 018550348,"TMH Telecom Public Co.,Ltd.",Telecommunication Suppliers & Equipment,Thingangyun,"54, 4th Flr, Lay Daunt Kan Rd., Bo Kan Nyunt Ward,",Yangon Region
" 019664493, 019664120",F & N Foods Myanmar Pte Ltd.,Soft Drinks/Juices & Beverages,Mayangone,"9, Nagar Yon Pagoda St., Ward (5),",Yangon Region
 01618207,"Europe & Asia Commercial Co.,Ltd.",Soft Drinks/Juices & Beverages,Shwe Pyi Thar,"66/67,Kanaung Min Thar Gyi St.,Industrial Zone (4)",Yangon Region
" 09459169998, 09428349248, 09453395962","TSM Co.,Ltd.",Toy Shops,North Okkalapa ,"Bldg I, Rm 23, Thiri Yadanar Retail/Wholesale Market,",Yangon Region
 09798382899,Toys M21,Toy Shops,North Okkalapa ,"Rm 1F-09, 1st Flr, Kan Tharyar Recreation Centre,",Yangon Region
 09250010630,Sann Yin,Television Sales & Services,North Okkalapa ,"Bldg 2, Rm 6, Khay Mar Thi Rd., Construction Compound, Sa Lein Ward,",Yangon Region
" 01205581, 095021425, 095035328",Toys Universe,Toy Shops,Mingalar Taung Nyunt,"Rm 335/313/312/280/279,2nd Flr,Mingalar Market",Yangon Region
" 0933610748, 09450003968",Toy Zone,Toy Shops,Kamayut,"Rm 04,2nd Flr,Hledan Centre",Yangon Region
" 01389058, 09421064420",Toy's World [Tun Thit San],Toy Shops,Pabedan,"364, Shwe Bon Tha St.,",Yangon Region
 0973055735,Toy M 21,Toy Shops,Kamayut,"2nd Flr, Gamone Pwint Shopping Mall,",Yangon Region
 09779726882,Toy M 21,Toy Shops,Kamayut,"3rd Flr, Gamone Pwint Shopping Mall,",Yangon Region
" 09459169998, 09428349248, 09453395962","TSM Co.,Ltd.",Toy Shops,North Okkalapa ,"Bldg G, Rm 12, Thiri Yadanar Retail/Wholesale Market,",Yangon Region
" 01685365, 01685364, 0973101896",Deco-Land Company Limited.,,,"145, De Pe` Yinn Wun Htauk U Mye` St.,  Industrial Zone (4),",Hlaing Thar Yar
" 09265652826, 09265652827","Swe Tha Har Myanmar Co.,Ltd(Golden Horse Tape)",,,"53/B, Lanmadaw (2)st,",Lanmadaw
 0931803971,Soe Win [Ko],Television Sales & Services,Kyauktada,"173, 33rd St., Upper Block,",Yangon Region
" 0973101896, 09965133668","Deco-Land Co., Ltd.",Tapes,,(),
,Tun,Toy Shops,Thingangyun,"85,Kyaikkasan Pagoda St.,(Sa-Lein/Ka) Ward",Yangon
 0931930656,Soe Tint [U],Television Sales & Services,Mayangone,"9, Bawga Theiddi St., Ward (2),",Yangon Region
" 09422538284, 09790142292, 09422551623, 09790170963",Shwe Tharaphu,Television Sales & Services,Shwe Pyi Thar,"10/B, Bayint Naung Rd., Ward (5),",Yangon Region
 09798465786,Sky,Television Sales & Services,Tarmwe,"43, Ni Gyaw Da St., Kyarr Kwet Thit Ward,",Yangon Region
 09400469670,Sky,Television Sales & Services,East Dagon,"1162, Sat San Htun St., Ward (4),",Yangon Region
" 01655232, 09400300008, 09260414636","Douglas Project Management & Engineering Consultant Co.,Ltd.",Construction Services,Mayangone,"Bldg B/8,Rm 001,G Flr,Min Dhama Rd.,Shwe Kabar Housing",Yangon Region
 09263486115,Sit Naing Oo,Television Sales & Services,Dagon Seikkan,"789, Dagon Thiri St., Corner of Yin Mar Pin St., Ward (90),",Yangon Region
 09791996957,Sithu,Television Sales & Services,Shwe Pyi Thar,"306/B, Htwar Paing St., Ward (11),",Yangon Region
" 09799226890, 095197672, 09421165648",Toy M21,Toy Shops,Bahan,"Rm 211-K, 2nd Flr, Myanmar Plaza,",Yangon Region
" 09261977082, 095115876","Crystal Future Venture Myanmar Co.,Ltd.",Logistics Services,South Okkalapa ,"Bldg SH, Rm 001, G Flr, Thitsar Rd., Thitsar Garden Housing,",Yangon Region
 09799775584,Soe Myanmar,Television Sales & Services,Insein,"783/B, Lower Mingalardon Rd., Aung San Ward,",Yangon Region
 09420296369,Shwe Myint Moh,Television Sales & Services,Hlaing Thar Yar,"Saya San St.,Ward (20)",Yangon Region
" 0931277627, 0943173797",Win Mar [Ma],Toy Shops,North Okkalapa ,"214, Ayeyar St., Corner of Ayeyar 7th St.,Nya Ward,",Yangon Region
" 095132715, 0973198314, 095089068",Golden Key,Soft Drinks/Juices & Beverages,South Dagon,"695, Sittaung St., Industrial Zone (2),",Yangon Region
" 01571973, 09450031613",Greatest,Soft Drinks/Juices & Beverages,Thingangyun,"136/8, Yae Nant Thar St., Thuwana/24 Ward,",Yangon Region
" 012300565~8, 012301341",Ayeyarwaddy Group of Companies,Beans & Pulses,Lanmadaw,"151,Rm 701/B,7th Flr,War Dan St.,Myawaddy Luxury Complex",Yangon Region
" 01684635, 01687887","Food House Product Co.,Ltd.",Soft Drinks/Juices & Beverages,Hlaing Thar Yar,"3/67, Min Theiddi Kyaw Swar St., Industrial Zone (3),",Yangon Region
" 01610456, 01610259, 01612754, 01610813, 01612756","Green Circle Co.,Ltd.",Soft Drinks/Juices & Beverages,Shwe Pyi Thar,"116/A/2, Kanaung Min Thar Gyi St., Industrial Zone (1),",Yangon Region
" 01503793, 01516566",Great Star,Soft Drinks/Juices & Beverages,Sanchaung,"54, Dhamar Yon St., Myae Ni Gone (South) Ward,",Yangon Region
" 0973059213, 09797922644, 0931146554, 09256130677",T.M.O,Television Sales & Services,Hlaing,"15, Yadanar Mon St., Ward (2),",Yangon Region
" 09254057354, 09448044692, 0973180321",System [2],Television Sales & Services,Hlaing Thar Yar,"Bldg 49, Rm 006, Kyan Sit Thar St., Kyan Sit Thar Housing,",Yangon Region
 09421060962,Swan Arr,Television Sales & Services,North Dagon,"1126, Bo La Yaung St., Corner of Kha Yae St.,Ward (38),",Yangon Region
" 09420061951, 09798470459",Golden Elephant,Soft Drinks/Juices & Beverages,Tarmwe,"26, 146th St., Ah Yoe Gone Ward,",Yangon Region
 0931297747,Super Twice,Television Sales & Services,Insein,"729, Lower Mingalardon Rd., Near Mingalar Thiha Monestry, Sint Ngu Ward,",Yangon Region
" 09420115843, 0943179234",Family,Soft Drinks/Juices & Beverages,North Dagon,"614/616, Tha Khin Ba Sein St.  , Ward (28),",Yangon Region
 09421031314,Su Htet,Television Sales & Services,Shwe Pyi Thar,"1042, Maha Bandoola St., Ward (16),",Yangon Region
 09425301262,Star,Television Sales & Services,Hlaing Thar Yar,"466/A, Khaing Shwe Wah St., Corner of Bo Aung Kyaw St.,Ward (7),",Yangon Region
" 01294053, 01295869, 01293330","Green Circle Co.,Ltd.",Soft Drinks/Juices & Beverages,Mingalar Taung Nyunt,"112, 123th St., Tha Pyay Gone Ward,",Yangon Region
 09421098300,Super Top,Television Sales & Services,Thaketa,"895, Htuparyon St., Corner of Htuparyon 13th St.,Htu Par Yon Ward (1),",Yangon Region
" 09792445032, 018100577",Wah [Daw],Toy Shops,South Dagon,"92/A, Sein Yadanar St., Ward (56),",Yangon Region
 09421024578,Formulla,Soft Drinks/Juices & Beverages,East Dagon,"90, Yarza Thin Gyan St., Ward (1),",Yangon Region
" 01379567, 0973237079",Star Light,Television Sales & Services,Kyauktada,"164, 34th St., Upper Block,",Yangon Region
" 095300870, 01292662, 01290403",Tun Toys World,Toy Shops,Mingalar Taung Nyunt,"129, Banyar Dala Rd., Near Mingalar Market, Tha Pyay Gone Ward,",Yangon Region
 01510488,Hla Htay [Ko],Soft Drinks/Juices & Beverages,Hlaing,"1/A, Melzi Gone St., Corner of Baho Rd.,Ward (7),",Yangon Region
" 01710195, 0973117802, 09420041774",Super Win Electronic,Television Sales & Services,Hlaing,"69/A/1, Rm 9, Yangon-Insein Rd., Near Thukha Bus Stop, Ward (9),",Yangon Region
" 0973170619, 0973100049",Twinkle,Toy Shops,Sanchaung,"10, Tha Pyay St., Wai Lu Wun (North) Ward,",Yangon Region
" 01700857, 019691671",Golden Princess,Soft Drinks/Juices & Beverages,North Okkalapa ,"861, Eindar Dhamar Yon St., Ta Ta Lin Cheik Ward,",Yangon Region
 0973040079,Hla Hla Yee [Daw],Soft Drinks/Juices & Beverages,Insein,"637/C, Bayint Naung Rd., Ywar Ma (West) Ward,",Yangon Region
" 09428020409, 01544248",Hein,Soft Drinks/Juices & Beverages,Thaketa,"1, Yan Pyay St., Corner of Yan Pyay 21st St.,Yan Pyae Ward (3),",Yangon Region
" 09420161885, 0931261966",Hinthar Oo,Soft Drinks/Juices & Beverages,South Okkalapa ,"202, Innwa St., Ward (6),",Yangon Region
" 095048322, 0973208046",SPT,Television Sales & Services,Pabedan,"155, 28th St., Upper Block,",Yangon Region
 019410016,Han Soe [U],Soft Drinks/Juices & Beverages,Thaketa,"1200, Khaing Shwe Wah St., Ward (10-South),",Yangon Region
" 09421180387, 09420176184",Hein Yarzar,Soft Drinks/Juices & Beverages,North Okkalapa ,"37,Wai Bar Gi St.,Nya Ward",Yangon Region
" 01205542, 01203043 [Res], 0973235691",Tun Toys World,Toy Shops,Mingalar Taung Nyunt,"Rm 360/361,2nd Flr,Mingalar Market",Yangon Region
" 09257809991, 095013847, 01591030, 01591112","Happy Myanmar Int'l Co.,Ltd.",Soft Drinks/Juices & Beverages,South Dagon,"197,Muse St.,Industrial Zone (1)",Yangon Region
" 01240600 Ext.4191, 09250684889",Tun Thein [U],Toy Shops,Pabedan,"Bldg 4, C Shed, Rm 62/63, 1st Flr, Thein Gyi Market,",Yangon Region
" 01292662, 095300870, 095410858, 01290403",Tun Sabei,Toy Shops,Pazundaung,"67, Yae Kyaw St.,",Yangon Region
" 09448010937, 09421067929",Han Thein [U],Soft Drinks/Juices & Beverages,Insein,"473, Bayint Naung Rd., Ywar Ma (West) Ward,",Yangon Region
 01536180,"ASIG-AETHER Co.,Ltd.",Construction Services,Bahan,"41/18/A, Shwe Taung Gone Yeik Thar St., Shwe Taung Gyar Ward (2),",Yangon Region
 0949662099,Tun Phay [U],Toy Shops,Hlaing,"14, Thiri Myaing St., Ward (13),",Yangon Region
 01577803,Han Win [Ko],Soft Drinks/Juices & Beverages,Thingangyun,"Rm 21, Kauk Lyin St., Thuwana/29 Ward,",Yangon Region
" 01249558, 01387234",Thein Maung Enterprise Ltd.,Television Sales & Services,Kyauktada,"151/155, Anawrahta Rd.,",Yangon Region
" 09253098819, 09254203343, 0943072411",Tun Latt Lin,Toy Shops,Latha,"D Shed, Rm E/393/394, Underground, Thein Gyi Market,",Yangon Region
" 01205592, 0973235691",Tun Toy,Toy Shops,Mingalar Taung Nyunt,"97, Banyar Dala Rd., Tha Pyay Gone Ward,",Yangon Region
" 01240600 Ext.4870, 09254128323, 095413774",Hla Aye [Ko] & Brothers [Mingalar],Soft Drinks/Juices & Beverages,Pabedan,"A Shed, Rm 301, Thein Gyi Market,",Yangon Region
" 09421110107, 09250167226",Hna Phat Hla,Soft Drinks/Juices & Beverages,Mingalardon,"125, Anawrahta St., Near Mingalardon Air Force, A Nan Pin Ward,",Yangon Region
 09261925257,Thein Han [U],Television Sales & Services,Thaketa,"1273, Aung Thukha 26th St., Ward (6-East),",Yangon Region
 09250369375,Yc Corner,Toy Shops,Bahan,"Rm K-208, 2nd Flr, Myanmar Plaza,",Yangon Region
 0932448674,Thant Zaw,Television Sales & Services,Hlaing Thar Yar,"Kyan Sit Thar St.,Near Bridge,Ward (23)",Yangon Region
 095117545,The First,Television Sales & Services,Kyauktada,"278/300, 1st Flr, Maha Bandoola Garden St., Zezawar Condo,",Yangon Region
 01383157~59,"ZTE Myanmar Co.,Ltd.",Telecommunication Suppliers & Equipment,Mingalar Taung Nyunt,"166, 7th Flr, Upper Pansoedan Rd., MMB Tower, Kan Daw Kalay (North) Ward,",Yangon Region
 09420137493,Yae Nuu [Daw],Toy Shops,Thingangyun,"23, Pyi Daw Thar St., (Kha) Ward,",Yangon Region
 0943162286,Thant [Kaung],Television Sales & Services,Kamayut,"Bldg 1, Rm 006, Bayint Naung Rd., Hanthar Yeik Mon Housing,",Yangon Region
 09798469410,Win Win Maw [Daw],Toy Shops,Tarmwe,"84, Dhama Wi Ha Ra St., Pathein Nyunt Ward,",Yangon Region
 0943193351,Than Shwe [Ko],Television Sales & Services,Tarmwe,"206, Thadi Pahtan St., Corner of Kyaikkasan Rd.,Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
" 09979164983, 019190150",Yan Aung,Toy Shops,Thaketa,"30, Yan Pyay St., Corner of Yan Aung St.,Yan Pyae Ward (3),",Yangon Region
" 01512844, 0931066872",Win Naing [U],Toy Shops,Hlaing,"Bldg 9,Rm 1,11th St.,Yadanar Mon Housing",Yangon
" 09790727889, 09253486688, 09790727886",Xu Hong,Toy Shops,Tarmwe,"Bldg B/1,Rm 005,Banyar Dala Rd.,Yuzana Mingalar City Housing",Yangon Region
 01559377 Ext.622,"Ayar Zayar Co.,Ltd.",Construction Services,Bahan,"Rm 0224, 2nd Flr, Excel Shopping Mall,",Yangon Region
 0973247619,Than Ko Oo,Television Sales & Services,Insein,"170,Myo Patt St.,Ywar Ma (West) Ward",Yangon Region
 09421751911,Tet Nay Lin,Television Sales & Services,Thaketa,"772, Aung Thitsar St., Corner of Aung Thitsar 6th St.,Ward (4-South),",Yangon Region
 095503680,Yamin Yupar,Toy Shops,Mingalar Taung Nyunt,"Rm D-12A/14, 3rd Flr, Yuzana Plaza,",Yangon Region
 09796288494,Hline Thit,Soft Drinks/Juices & Beverages,Thaketa,"1134, Man Pyay St., Corner of Thumana St.,Ward (2-South),",Yangon Region
 09974341989,Win [Daw],Toy Shops,Hlaing,"515, Marlar Yone St., Ward (12),",Yangon Region
 01521360,Hlaing,Soft Drinks/Juices & Beverages,Hlaing,"40/A, Yangon-Insein Rd., Near Butar Yone Bus Stop, Ward (9),",Yangon Region
 0930349069,Than Lwin [U],Television Sales & Services,Kyeemyin Daing,"19, Kun Ywe Dan St., Zay Gyi (West) Ward,",Yangon Region
" 01245381, 01398458, 098590919",Hmwe Hmwe [Daw],Soft Drinks/Juices & Beverages,Kyauktada,"179/153, 40th St., Upper Middle Block,",Yangon Region
" 01522991, 01522992",Hlaing Soft Drink Factory,Soft Drinks/Juices & Beverages,Hlaing,"19, Oakkyin Butar Yon St., Ward (13),",Yangon Region
" 01450123, 01547411",Hla Win [U],Soft Drinks/Juices & Beverages,Thaketa,"37, Anawmar St., Corner of Ayeyar Wun Rd.,Ah Naw Mar Ward (1),",Yangon Region
" 09254006642, 09795448755",Win Myint [U],Toy Shops,Latha,"D Shed, Rm F/442/443, G Flr, Thein Gyi Market,",Yangon Region
" 09250271206, 0932323884",Hlaing,Soft Drinks/Juices & Beverages,North Okkalapa ,"19/A, Thitsar Pan St., Hta Wun Bae Ward,",Yangon Region
" 098613556, 0943161076",Hla Htike Thu,Soft Drinks/Juices & Beverages,Insein,"463, Bayint Naung Rd., Ywar Ma (West) Ward,",Yangon Region
" 09791239728, 09799133996, 0931963397","Winly Adhesive Products Co.,Ltd",,  / -  ,"2/144-486, Set Hmu 6th St., Top of Set Hmu 8th St.,",South Dagon
" 01703483, 09790143704",Hla Htay [Ko],Soft Drinks/Juices & Beverages,North Dagon,"Bldg 3, Rm 1, Bayint Naung Rd., Saung Hay Man Housing,",Yangon Region
 01505782,Win Thiri,Toy Shops,Sanchaung,"20, Mya Thida St., Kyun Taw (North) Ward,",Yangon Region
" 0973043893, 0973190260",Hla [Mg],Soft Drinks/Juices & Beverages,South Dagon,"18, Pyi Htaung Su Rd., Near Tax Free Market, Ward (26),",Yangon Region
 01543700,Leadcom Integrated Solutions Ltd.,Construction Services,Bahan,"New University Avenue Rd., University Avenue Housing,",Yangon Region
" 09250141324, 09264634906, 09970716046",Goodwill Tape,,,"13, G Flr, 22nd St.,",Latha
" 095503594, 0931455572","Grand Season Co.,Ltd.",Interior Decoration Materials & Services,Thingangyun,"Bldg A/3, Rm 005, Thu Mingalar Rd., Zar Li Taung Housing,",Yangon Region
" 09402642555, 09402637666","Golden Heir Trading Co., Ltd.",,,"93, Thardu Kan St., Thar Du Kan Industrial Zone,",Shwe Pyi Thar
" 095133475, 01591193, 01709747, 0973026732, 098650518","KME Engineering Group Co.,Ltd.",Machinery & Spare Parts Dealers,Mayangone,"8, Parami Rd., Ward (10),",Yangon Region
" 012333518, 09977891437",Ho Brother Holding Ltd.,Filling Stations,Thingangyun,"145, Sabei St., Thuwana/29 Ward,",Yangon Region
" 09972214685, 0973127126",Ah Lin Yaung,Tea Centres,Thingangyun,"5, Kyoe Set Yon St., (Kha) Ward,",Yangon Region
" 012305250~57, 0943112187","Fortune Int'l Co.,Ltd.",Animal Feeds,Hlaing,"Bldg 12, MICT Park,",Yangon Region
 09420076523,TL,Television Sales & Services,Hlaing,"27, Thiri Myaing St., Ward (13),",Yangon Region
" 09420056915, 09791640680",Top,Television Sales & Services,Kamayut,"190/B, Baho Rd., Ward (1),",Yangon Region
" 0932048293, 09795431850",Tin Ngwe [U],Television Sales & Services,Thingangyun,"43, Thazin Pan St., (Ka) Ward,",Yangon Region
" 09420078390, 09254320489",Tin Tun [U],Television Sales & Services,Pazundaung,"24, U Shwe Goon St.,",Yangon Region
" 01650546, 011223333","King Royal Technologies Co.,Ltd.",Construction Services,Mayangone,"4, G Flr, Min Dhama Rd., Shwe Kabar Housing,",Yangon Region
" 0949329935, 09254253221",Tin Aung Min [U],Television Sales & Services,Kyeemyin Daing,"47, 3rd Flr, Bo Thura St., Corner of Kyaung Gyi St.,Zay Gyi (West) Ward,",Yangon Region
" 01508011, 01508012, 01508017","Future Construction Co.,Ltd.",Construction Services,Kyeemyin Daing,"Rm 803/805, 8th Flr, Lower Kyee Myin Daing Rd., Ye Ta Khon Tower,",Yangon Region
 09420178136,Thurein [Ko],Television Sales & Services,Bahan,"25, Bayint Naung St., Saya San (North-East) Ward,",Yangon Region
" 09250658170, 09250364702",Thiha Hein Thit,Television Sales & Services,East Dagon,"169/B, Bo Zaw Gyi St., Ward (7),",Yangon Region
" 01381491, 01373241, 01395754, 01637679, 0973152237","FM Co.,Ltd.",Tapes,Mingalardon,"263, 6th St., Yangon Industrial Zone,",Yangon Region
" 0973101896, 095133667","Deco-Land Co.,Ltd.",Tapes,Ahlone,"Bldg S/B,Rm 7/8,Strand Rd.,Corner of Ahlone Rd.,Sin Min Ward",Yangon Region
" 09253151041, 09972221676","Sylffon Synergy Co.,Ltd.",Electricians & Electrical Contractors,Mayangone,"37, Kaba Aye Pagoda Rd., Inya Lake Hotel, Ward (10),",Yangon Region
" 01200309, 01200310, 01297380, 01297827","Shwe Than Lwin Construction Co.,Ltd.",Construction Services,Botahtaung,"Bldg 269, Lower Pazundaung Rd., Yarzardiyit Housing,",Yangon Region
,Htay Htay Mar [Ko],Soft Drinks/Juices & Beverages,Mingalar Taung Nyunt,"Rm 146,3rd Flr,Mingalar Market",Yangon Region
" 0973004727, 09250664680",Htay Htay [Ma],Soft Drinks/Juices & Beverages,Thingangyun,"49, Lay Daunt Kan Rd., Lay Daunt Kan Ward,",Yangon Region
" 0973056552, 0973204412",Top,Television Sales & Services,Thingangyun,"15, Aung Mingalar St., (Kha) Ward,",Yangon Region
" 01246914, 0931337444, 09250705554","Mega Prime Myanmar Co.,Ltd.",Construction Services,Pabedan,"81,30th St.,Lower Middle Block",Yangon Region
" 095006367, 098617185","Mahar Ngwe Taung Co.,Ltd.",Construction Services,North Dagon,"977, Bo Cho St., Corner of Bo Cho 1st St.,Ward (45),",Yangon Region
" 01223622, 09978067899, 0973183856, 0941008026",Myanmar Blue Sky,Construction Services,Lanmadaw,"51/A,4th St.",Yangon Region
" 01552152, 095157640","Myanmar Ingin Thazin Co.,Ltd.",Construction Services,Tarmwe,"78, 3rd Flr, Aung Mingalar St., Bolein Aung Mingalar Ward,",Yangon Region
" 01546445, 01546446","Myantelco Solutions Co.,Ltd.",Construction Services,Bahan,"Bldg C, Rm 103, 1st Flr, New University Avenue Rd., University Avenue Housing,",Yangon Region
 09780042539,Htate Tan,Soft Drinks/Juices & Beverages,Dawbon,"216, Ah Lin Yaung St., Infront Of B.E.P.S (3), Say Set Ward,",Yangon Region
 01537980,Hnin Taung,Soft Drinks/Juices & Beverages,Hlaing,"9/A, Butar Yon St., Ward (6),",Yangon Region
" 01612667, 095155780",Hnin Pwint Akari,Soft Drinks/Juices & Beverages,Shwe Pyi Thar,"1304, Pearl St., Ward (10),",Yangon Region
" 095003951, 01200747 Ext.7396/7352, 019000262 [Res]",Hnin Pwint,Soft Drinks/Juices & Beverages,Mingalar Taung Nyunt,"Bldg 24, Rm 002, Aung Thapyay St., Yuzana Mingalar City Housing,",Yangon Region
 01571891,Honey Myo,Soft Drinks/Juices & Beverages,South Okkalapa ,"429, Thuta St., Corner of Thuta 3rd St.,Ward (4),",Yangon Region
" 01225682, 0943105360, 09250500682","Vigorous Engineer Group Co.,Ltd.",Construction Services,Lanmadaw,"80, 1st Flr, 12th St., Middle Block,",Yangon Region
