name,category,street,contact,state,township
Aung Myint [U],Warehouses [Vegetable],"Kha Shed, Rm 32/33/34/35, Thiri Mingalar Market,"," 019688536, 0973122477, 0949268985",Yangon Region,Hlaing
Aung Min Thu,Warehouses [Vegetable],"Ga Nge Shed, Rm 248/249, Thiri Mingalar Market,"," 019688515, 095145987",Yangon Region,Hlaing
Lin Technical Service,Refrigerators & Freezers Sales & Services,"90, Saya San Rd., Saya San (North-West) Ward,"," 01543054, 0973225775, 0973033299",Yangon Region,Bahan
Aung,Warehouses [Vegetable],"Ga Nge Shed, Rm 157, Thiri Mingalar Market,", 0943136967,Yangon Region,Hlaing
Shwe Hnin Si,Warehouses [Vermicelli],"G/50, Padauk St., Bayint Naung Warehouses,"," 01680080, 01680234",Yangon Region,Mayangone
Lion King,Refrigerators & Freezers Sales & Services,"Bldg 15, Rm D/1, Thar Yar Yae Yone St., Mahar Myaing Housing,"," 09421016714, 0936127870, 09252634815",Yangon Region,North Dagon
Thaharya,Warehouses [Virginia Leaf],"33/35, 14th St., Lower Block,"," 01212560, 01226228, 0943027305, 0943164836",Yangon Region,Lanmadaw
Mingalar,Wooden Products & Hardwood Shops,"841, Eindar Dhamar Yon St., Corner of Thudhamar Rd.,Ta Ta Lin Cheik Ward,"," 0973240055, 09254113322",Yangon Region,North Okkalapa 
27,Warehouses [Vegetable],"Nga Shed, Rm 66/67, Thiri Mingalar Market,", 09402594571,Yangon Region,Hlaing
Aung Myanmar,Warehouses [Vegetable],"Ga Nge Shed, Rm 199/200, Thiri Mingalar Market,", 095507043,Yangon Region,Hlaing
Akari Moe,Warehouses [Vegetable],"Ga Nge Shed, Rm 5/6/7/8/9/10, Thiri Mingalar Market,"," 095030378, 095417756",Yangon Region,Hlaing
Miba Myittar [1],Wooden Products & Hardwood Shops,"115/116, Set Hmu 2nd St., Industrial Zone,"," 01572105, 01578712, 018550400",Yangon Region,South Okkalapa 
Min Lwin [Ko],Wooden Products & Hardwood Shops,"324, Mya Lay St., Corner of Thakhin Phoe Hla Gyi St.,Dhamar Yone Compound, Ward (14/1),"," 0973186962, 098614037",Yangon Region,South Okkalapa 
Miba Myittar,Wooden Products & Hardwood Shops,"232/233, Thamaing Butar Yon Rd., Ward (2),", 095080340,Yangon Region,Mayangone
Aung Myo Khaing,Warehouses [Vegetable],"Ga Nge Shed, Rm 81, Thiri Mingalar Market,", 0943055411,Yangon Region,Hlaing
Miba Myittar,Wooden Products & Hardwood Shops,"1543, Kyan Sit Thar St., Ward (19),", 0931122174,Yangon Region,Hlaing Thar Yar
Maung Maung Lwin & Brothers,Wooden Products & Hardwood Shops,"488, Wai Bar Gi St., Hta Wun Bae Ward,"," 09421030998, 095114189",Yangon Region,North Okkalapa 
Marga,Wooden Products & Hardwood Shops,"370, Wai Bar Gi St., Hta Wun Bae Ward,"," 0949277218, 019691357",Yangon Region,North Okkalapa 
Mya Kyi  [Daw],Warehouses [Virginia Leaf],"40, 14th St., Lower Block,", 01224594,Yangon Region,Lanmadaw
Aung Htet Htet,Warehouses [Vegetable],"Kha Shed, Rm 106, Thiri Mingalar Market,"," 09422549457, 09420295651",Yangon Region,Hlaing
Min Mahar Mon,Wooden Products & Hardwood Shops,"87/B, Aung See Gone Pagoda St., Kyaung Gyi Ward,"," 0973183918, 0931299128",Yangon Region,Mingalardon
Miba Myittar,Wooden Products & Hardwood Shops,"377, Gant Gaw Yeikthar St., 16/3 Ward,"," 0973023698, 09254190901",Yangon Region,Thingangyun
Hla Tagon,Warehouses [Vegetable],"Ga Nge Shed, Rm 31, Thiri Mingalar Market,"," 01699962, 095181214",Yangon Region,Hlaing
Sein Family,Warehouses [Virginia Leaf],"Rm B/298, Underground, Nyaung Pin Lay Plaza,", 01228748,Yangon Region,Lanmadaw
Chit Ko Naing [Ko],Warehouses [Vegetable],"Ga Nge Shed, Rm 266, Thiri Mingalar Market,", 09251062929,Yangon Region,Hlaing
Chan Myae,Warehouses [Vegetable],"Ga Nge Shed, Rm 103/104/105/106, Thiri Mingalar Market,"," 095034446, 0973125957",Yangon Region,Hlaing
Hein Ayeyar,Warehouses [Vegetable],"Kha Shed, Rm 54, Thiri Mingalar Market,"," 095115656, 09421148077",Yangon Region,Hlaing
Aye Moe,Warehouses [Vegetable],"Ga Nge Shed, Rm 195/196, Thiri Mingalar Market,", 09425324474,Yangon Region,Hlaing
Ba Hlaing,Warehouses [Vegetable],"Kha Shed, Rm 43, Thiri Mingalar Market,", 09425326794,Yangon Region,Hlaing
Bo Bo Min,Warehouses [Vegetable],"GaNge Shed, Rm 51/52/53, Thiri Mingalar Market,", 09428019935,Yangon Region,Hlaing
Kyan Khinn,Warehouses [Virginia Leaf],"38, 14th St., Lower Block,"," 01224583, 01224586, 095108260, 095108261",Yangon Region,Lanmadaw
Hla Win [U] + Kyi [Daw],Warehouses [Virginia Leaf],"39, 14th St., Lower Block,"," 01224596, 095165254",Yangon Region,Lanmadaw
Sanay Bo,Warehouses [Virginia Leaf],"Rm B/422/423, Underground, Nyaung Pin Lay Plaza,", 01211233 Ext.462,Yangon Region,Lanmadaw
Aye,Warehouses [Virginia Leaf],"G/19-B, Sein Pan St., Bayint Naung Warehouses,"," 01682072, 095177179",Yangon Region,Mayangone
Aye Ko [U],Warehouses [Vegetable],"Ga Nge Shed, Rm 116/117, Thiri Mingalar Market,", 0936130597,Yangon Region,Hlaing
Golden Fish,Warehouses [Virginia Leaf],"C/30, Kha Yae St., Bayint Naung Warehouses,"," 01680720, 01683458, 01528834, 0973032020",Yangon Region,Mayangone
Myeik Toe Pwar,Wooden Products & Hardwood Shops,"31/32,Seikkanthar St.,Industrial Zone (2)"," 095106973, 098761241",Yangon Region,Shwe Pyi Thar
Kyan Khinn,Warehouses [Virginia Leaf],"E/1, Yae Tamar St., Bayint Naung Warehouses,"," 01681231, 095108260",Yangon Region,Mayangone
Aung Thitsar,Warehouses [Vegetable],"Ga Nge Shed, Rm 171/172/173, Thiri Mingalar Market,"," 095038587, 095410155",Yangon Region,Hlaing
"Mya Win [U], Than Aye [Daw]",Wooden Products & Hardwood Shops,"8/C, Thu Mate Tar 4th St., Ward (1),"," 01656276, 09420726895, 095165703",Yangon Region,North Okkalapa 
Muditar,Wooden Products & Hardwood Shops,"50, Pyay Rd., Htauk Kyant (South) Ward,"," 0930032643, 0931314041",Yangon Region,Mingalardon
Mula Miba Gone Shein,Wooden Products & Hardwood Shops,"1510, Hlaw Gar Rd., Corner of Pyi Htaung Su Rd.,Ward (24),"," 095124383, 095031657, 0949580593, 095096179, 01591338",Yangon Region,South Dagon
Kaung Thant,Warehouses [Vegetable],"Ga Nge Shed, Rm 359/360/321/322, Thiri Mingalar Market,"," 095053161, 0973003763",Yangon Region,Hlaing
Khaing Thitsar,Warehouses [Vegetable],"Ga Nge Shed, Rm 37/38/39, Thiri Mingalar Market,"," 09250066894, 095179172",Yangon Region,Hlaing
Htet Win,Warehouses [Vegetable],"Ga Nge Shed, Rm 391, Thiri Mingalar Market,"," 09795555602, 09260157055, 09421719497, 0973026340",Yangon Region,Hlaing
Kyi [Daw],Warehouses [Virginia Leaf],"19, 14th St., Lower Block,"," 01224596, 095165254",Yangon Region,Lanmadaw
Htay [Family],Warehouses [Vegetable],"Ga Nge Shed, Rm 107/108, Thiri Mingalar Market,"," 095401315, 095433668",Yangon Region,Hlaing
Hlaing,Warehouses [Vegetable],"Kha Shed, Rm 43/49, Thiri Mingalar Market,"," 019688508, 095030769",Yangon Region,Hlaing
Khayay,Warehouses [Vegetable],"Ga Nge Shed, Rm 193/194, Thiri Mingalar Market,", 095117370,Yangon Region,Hlaing
Hlaing,Warehouses [Vegetable],"Ga Nge Shed, Rm 176, Thiri Mingalar Market,", 09252597223,Yangon Region,Hlaing
Myat Lin,Wooden Products & Hardwood Shops,"532, No.(3) Main Rd., Pearl Myoe Thit Ward (3),"," 0943204276, 098629248",Yangon Region,Mingalardon
Htoo,Warehouses [Vegetable],"Kha Shed, Rm 44, Thiri Mingalar Market,"," 095096445, 0973174862",Yangon Region,Hlaing
Htate Tan,Warehouses [Vegetable],"Nga Shed, Rm 1~5, Thiri Mingalar Market,"," 019688516, 019688529, 095071360",Yangon Region,Hlaing
Moe Sann,Wooden Products & Hardwood Shops,"957, Maha Bandoola St., Corner of Moe San St.,Ward (15),"," 01610908, 09421011992",Yangon Region,Shwe Pyi Thar
Moe Pyan,Wooden Products & Hardwood Shops,"74/3, Yarza Di Yit Rd., Ward (9),"," 0943105356, 09450536714",Yangon Region,East Dagon
Htein Lin,Warehouses [Vegetable],"Ga Nge Shed, Rm 75/77, Thiri Mingalar Market,", 0973132327,Yangon Region,Hlaing
Mingalar,Wooden Products & Hardwood Shops,"28/B, Zay Gyi St., Zay Gyi (West) Ward,"," 095121377, 019317201, 01500384",Yangon Region,Kyeemyin Daing
Mon Nar,Wooden Products & Hardwood Shops,"195, Aung Mingalar St., (Kha) Ward,", 0943168868,Yangon Region,Thingangyun
"Chit Swe [U, Family]",Warehouses [Vermicelli],"C/58, Aung Tha Pyay St., Bayint Naung Warehouses,"," 01681138, 095106761, 01641726 [Res], 09421126313, 096819138",Yangon Region,Mayangone
Great Diamond,Warehouses [Vermicelli],"C/32-B, Kha Yae St., Bayint Naung Warehouses,"," 01686511, 09255882885, 095502504",Yangon Region,Mayangone
Lay Pyay Thin,Warehouses [Vermicelli],"E/55-B, Ngu War St., Bayint Naung Warehouses,"," 0973150485, 095017136, 0973036093",Yangon Region,Mayangone
Aung Myin Thu,Warehouses [Vermicelli],"I/24, Khattar St., Bayint Naung Warehouses,"," 01686290, 01682782, 09977239881, 09977239882",Yangon Region,Mayangone
Htay Naing [Ko],Warehouses [Vegetable],"Ga Nge Shed, Rm 272/273, Thiri Mingalar Market,", 095088384,Yangon Region,Hlaing
"Soe Naing [Ko], Min Khaing [Ko]",Electrical Goods Sales,"323/A, Lower Mingalardon Rd., Ywar Ma (East) Ward,"," 09260023543, 09799797978, 09402668744",Yangon Region,Insein
Soe San,Electrical Goods Sales,"627,Min Ye Kyaw Swar Rd.,Ward (44)", 095416351,Yangon Region,North Dagon
Mya Win [U],Wooden Products & Hardwood Shops,"184, Tu Thi Tar St., Corner of May Yu St.,Ka Ward,"," 0949278308, 098612714",Yangon Region,North Okkalapa 
Naing Family,Wooden Products & Hardwood Shops,"3/4, Hlaw Gar Rd., Ward (55),"," 09450033320, 09786533320",Yangon Region,South Dagon
Lamin,Warehouses [Vegetable],"Ga Nge Shed, Rm 44/45/46, Thiri Mingalar Market,", 0943051800,Yangon Region,Hlaing
Kyi Lwin,Warehouses [Vegetable],"Ga Nge Shed, Rm 230, Thiri Mingalar Market,"," 095183382, 0973133061",Yangon Region,Hlaing
Aung Yadanar,Warehouses [Vermicelli],"F/52-A/B, Sein Pan St., Bayint Naung Warehouses,"," 01680256, 0973033324, 01680139, 01686521",Yangon Region,Mayangone
Pearl Perbo Benefit Foodstuffs Industry LTD.,Warehouses [Vermicelli],"D/18, Aung Tha Pyay St., Bayint Naung Warehouses,"," 01680794, 095118196, 01680004, 01247490, 01683045, 095003291, 095127868",Yangon Region,Mayangone
Nge Lay [Ko],Wooden Products & Hardwood Shops,"61, Hnin Si Gone St., (Ka) Ward,"," 095075438, 09450048069",Yangon Region,Thingangyun
Kyaw Khaing Win [Ko],Warehouses [Vegetable],"Ga Nge Shed, Rm 350, Thiri Mingalar Market,"," 095183131, 095213131",Yangon Region,Hlaing
Soe Myint [Ko],Ropes & Hawsers,"73, Rm 5, Anawrahta Rd.,", 0949260879,Yangon Region,Pazundaung
Soe Moe Aung,Car Engine Oil & Lubricants,"705/708, Lower Mingalardon Rd., Sint Ngu Ward,"," 01645884, 095008331, 0949210799",Yangon Region,Insein
Kyaw Tun Aung,Warehouses [Vegetable],"Ga Nge Shed, Rm 150, Thiri Mingalar Market,"," 095115989, 09795678046",Yangon Region,Hlaing
Khin Win [U],Warehouses [Vegetable],"Ga Nge Shed, Rm 20, Thiri Mingalar Market,", 0943030645,Yangon Region,Hlaing
Kyee Myint [U],Warehouses [Vegetable],"Ga Nge Shed, Rm 99/100, Thiri Mingalar Market,"," 0949573420, 09253364474",Yangon Region,Hlaing
Ko Ko Tun,Warehouses [Vegetable],"Ga Nge Shed, Rm 160, Thiri Mingalar Market,", 095095834,Yangon Region,Hlaing
Kyee Tan [Ma],Warehouses [Vegetable],"Ga Nge Shed, Rm 210/205/206, Thiri Mingalar Market,"," 0973133886, 0943064781",Yangon Region,Hlaing
Myittar Moe,Wooden Products & Hardwood Shops,"55, Bayint Naung Rd., Ward (51),"," 09250806500, 09428193380",Yangon Region,North Dagon
Myo [Ko],Wooden Products & Hardwood Shops,"661, Zaw Gyi St., Industrial Zone (2),"," 09972482854, 09421077331",Yangon Region,South Dagon
Kyaw,Warehouses [Vegetable],"Ga Nge Shed, Rm 251/252/253/254, Thiri Mingalar Market,"," 095034289, 095414192, 0943115844",Yangon Region,Hlaing
Than Myint [Daw],Warehouses [Vermicelli],"F/18-B, Ngu War St., Bayint Naung Warehouses,"," 01680808, 0973136661, 0973076699, 095199660",Yangon Region,Mayangone
KM & Sons,Warehouses [Vegetable],"Ga Nge Shed, Rm 5/7, Thiri Mingalar Market,"," 095407833, 09785076420, 09965407833",Yangon Region,Hlaing
Myint,Wooden Products & Hardwood Shops,"2736,Pyi Htaung Su Rd.,Industrial Zone (2)", 0943141875,Yangon Region,South Dagon
Myint Maung,Wooden Products & Hardwood Shops,"237, Maung Makan Kan Thar Rd., Near (39) Bus Stop, Ward (20),"," 0973019459, 09420275807",Yangon Region,South Dagon
Myin Moh,Wooden Products & Hardwood Shops,"15,Baho Rd. (Lower),Ward (2)"," 09420003009, 0943032572, 0973017198",Yangon Region,Mayangone
Myat,Warehouses [Vegetable],"Ga Nge Shed, Rm 123/124, Thiri Mingalar Market,"," 09450012242, 09450043564",Yangon Region,Hlaing
Mya Than [U] + Mi Cho [Daw],Warehouses [Vegetable],"Kha Shed, Thiri Mingalar Market,"," 0973175297, 09421720181",Yangon Region,Hlaing
Mya Nyunt [Daw],Warehouses [Vegetable],"Ga Nge Shed, Rm 12/13, Thiri Mingalar Market,", 09402677483,Yangon Region,Hlaing
Mya Myint Moh,Warehouses [Vegetable],"Ga Nge Shed, Rm 270, Thiri Mingalar Market,", 0931112422,Yangon Region,Hlaing
Than Tun Lin [U],Warehouses [Virginia Leaf],"43, 14th St., Lower Block,", 01224512,Yangon Region,Lanmadaw
Myoma,Wooden Products & Hardwood Shops,"510, Shwe Li St., Industrial Zone (2),"," 0943097557, 095400489, 09978885063",Yangon Region,South Dagon
Myint Myint Kyi [Ma] [Family],Wooden Products & Hardwood Shops,"771, Sagaing St., Ward (5),", 09793220407,Yangon Region,South Okkalapa 
Min Lwin Oo,Warehouses [Vegetable],"Ga Nge Shed, Rm 274, Thiri Mingalar Market,", 09420200768,Yangon Region,Hlaing
Moe,Warehouses [Vegetable],"Ga Nge Shed, Rm 1/2, Thiri Mingalar Market,"," 095038724, 095109890",Yangon Region,Hlaing
Tin Aye [Daw] [Kyaik Latt Pwae Yone],Warehouses [Virginia Leaf],"41/42, 14th St., Lower Block,"," 01224666, 01226262",Yangon Region,Lanmadaw
Myint Lwin,Wooden Products & Hardwood Shops,"702, Kyan Sit Thar Rd., Ward (108),"," 095155499, 0973131568",Yangon Region,East Dagon
Mar Ga,Warehouses [Vegetable],"Ga Nge Shed, Rm 351/352, Thiri Mingalar Market,"," 095166938, 09450016326",Yangon Region,Hlaing
Soe Family,Electrical Goods Sales,"43, Thudhamar Rd., Ward (2),", 095415559,Yangon Region,North Okkalapa 
Lin,Warehouses [Vegetable],"Ga Nge Shed, Rm 51, Thiri Mingalar Market,", 09425002812,Yangon Region,Hlaing
Min Khaing [Ko],Warehouses [Vegetable],"Kha Shed, Rm 40, Thiri Mingalar Market,", 095061824,Yangon Region,Hlaing
Sabei Phoo Ngone,Wooden Products & Hardwood Shops,"19/20, Hlaw Gar Rd., Ward (56),"," 095034085, 095088994, 01591970, 0973728284, 098619991",Yangon Region,South Dagon
"Sm Engineering Co.,Ltd.",Export & Import Companies,"Bldg SH/B/1, Rm 7, Yadanar Rd., Malikha Garden Housing,"," 01566515, 01566534",Yangon Region,Thingangyun
Soe Family,Electrical Goods Sales,"1110, Man Pyay St., Corner of Man Pyay 5th St.,Ward (2-South),"," 09420033147, 09975274433, 019190053",Yangon Region,Thaketa
Phoe Lone,Wooden Products & Hardwood Shops,"25, No.(4) Main Rd., Near Myin Hlae Gate, Zee Kone Ward,"," 01612502, 095130908",Yangon Region,Shwe Pyi Thar
Pyae Sone,Wooden Products & Hardwood Shops,"1024, Myin Taw Thar Rd., Ward (2-South),"," 095187906, 01559660",Yangon Region,Thaketa
Soe,Plumbers & Pipe Fitting Services,"32, Yangon-Insein Rd., Near Thamaing Junction, Ward (2),"," 01653200, 095112921, 0943032258 [Res], 0973066214 [Res]",Yangon Region,Mayangone
Pearl,Wooden Products & Hardwood Shops,"Thu Mate Tar St.,Corner of Thu Mate Tar 5th St.,Ward (1)", 09451571468,Yangon Region,North Okkalapa 
Nan Taw Win,Warehouses [Vegetable],"Ga Nge Shed, Rm 331, Thiri Mingalar Market,", 09783136005,Yangon Region,Hlaing
Pyae Sone Aung,Wooden Products & Hardwood Shops,"225, Banyar Dala Rd., Ma U Gone Ward,"," 0973170141, 09975370046",Yangon Region,Tarmwe
Par [U],Wooden Products & Hardwood Shops,"18, Pyay Rd., Near Popa Bus Stop, Htauk Kyant (South) Ward,"," 01600153, 095173179, 01600347",Yangon Region,Mingalardon
Miba Gone,Warehouses [Vegetable],"Ga Nge Shed, Rm 213/214, Thiri Mingalar Market,", 095167440,Yangon Region,Hlaing
Naing Phyo,Warehouses [Vegetable],"Ga Nge Shed, Rm 83/84, Thiri Mingalar Market,", 0973115102,Yangon Region,Hlaing
Nay La,Warehouses [Vegetable],"Ga Nge Shed, Thiri Mingalar Market,"," 0943118621, 09420051113",Yangon Region,Hlaing
Super Star,Electrical Goods Sales,"34, 12th St., Middle Block,", 01211381,Yangon Region,Lanmadaw
LG Hkon Myat,Refrigerators & Freezers Sales & Services,"144, Wanna Kyaw Swar St., Ward (14),"," 09450246278, 09400408230, 0931467959",Yangon Region,North Okkalapa 
Steel Dragon,Steel Pipes & Accessories,"1497, Pyi Htaung Su Rd., Ward (24),"," 018100009, 018100010, 018100269, 018100270, 095139193",Yangon Region,South Dagon
Soe & Brother,Electrical Goods Sales,"63, Thida St., Kyauk Myaung Gyi Ward,"," 09794820499, 09798470611",Yangon Region,Tarmwe
Su Latt Mon,Cement,"1546/B, Kyan Sit Thar St., Ward (19),"," 09421051075, 09421051076",Yangon Region,Hlaing Thar Yar
Myo Min Thu,Warehouses [Vegetable],"Ga Nge Shed, Rm 234/235, Thiri Mingalar Market,", 095080894,Yangon Region,Hlaing
Myo Win [U],Warehouses [Vegetable],"Ga Nge Shed, Rm 231, Thiri Mingalar Market,", 0973086268,Yangon Region,Hlaing
Myint Myat,Warehouses [Vegetable],"Ka Gyi Shed, Rm 90/96, Thiri Mingalar Market,"," 095172739, 095505449, 01224100",Yangon Region,Hlaing
Myo Mhan Hein,Warehouses [Vegetable],"Ga Nge Shed, Rm 112/113, Thiri Mingalar Market,", 09794794509,Yangon Region,Hlaing
Su Bway Tan,Brick/Lime/Sand/Gravel & Other Aggregates,"1174, Pin Lon Rd., Ward (35),"," 01584499, 0973005550, 095086099",Yangon Region,North Dagon
Myittar Shin,Warehouses [Vegetable],"Ga Nge Shed, Rm 215/216/217, Thiri Mingalar Market,"," 0943108683, 0930259857",Yangon Region,Hlaing
Super One,Building Materials,"Rm 22/23, Upper Pazundaung Rd., Railways Staff Welfare Shop Room, Kyi Taw Ward,"," 09777638677, 01706401",Yangon Region,Mingalar Taung Nyunt
One Ko Ko,Wooden Products & Hardwood Shops,"601, Ta Pin Shwe Htee St., Ward (1),", 0973008106,Yangon Region,Hlaing Thar Yar
Myat Mi Khin,Warehouses [Vegetable],"Ga Nge Shed, Rm 302, Thiri Mingalar Market,", 0973087628,Yangon Region,Hlaing
Thamee Taw,Building Materials,"Rm 7, Wireless St., Pyi Daw Thar Ward,"," 09254138765, 0973045356, 09421083675",Yangon Region,Mingalardon
Nagar Nyi Naung,Warehouses [Vegetable],"Ga Nge Shed, Rm 289/290, Thiri Mingalar Market,", 095407686,Yangon Region,Hlaing
Swan Arr,Bathroom & Toilet Accessories,"3 Shed, Rm 7/8, Pearl 6th St., Sawbwargyi Gone Warehouses,"," 01642621, 019660331, 098616386",Yangon Region,Insein
Nyar Thar [U],Wooden Products & Hardwood Shops,"5, Bldg 14, Thitsar Pan St., Hta Wun Bae Ward,"," 0931554387, 09420775824",Yangon Region,North Okkalapa 
Taw Win,Brick/Lime/Sand/Gravel & Other Aggregates,"12/94, Lower Mingalardon Rd., Da Nyin Gone Ward,"," 01643871, 095100367, 09420293292",Yangon Region,Insein
Tet Nay Wun,Bronze & Iron Wares,"787, Bayint Naung Rd., Ward (11),"," 095094130, 01611380",Yangon Region,Shwe Pyi Thar
Swel Sone,Tools,"E Shed, Rm 78, 1st Flr, Thein Gyi Market,"," 01240600 Ext.4262, 09786227879",Yangon Region,Latha
Swel Sone,Bathroom & Toilet Accessories,"33/A, 27th St., Lower Middle Block,"," 0973217584, 098618259",Yangon Region,Pabedan
Swan Yee Toe,Electrical Goods Sales,"30, Kan St., Near Hlaing Myint Moh Housing, Ward (9),"," 0931068499, 0973117260, 0931560420",Yangon Region,Hlaing
Sein Myo Myat,Wooden Products & Hardwood Shops,"208, Sein Pan Myaing St., Ward (7),"," 09250055298, 09420269421, 0949284719",Yangon Region,Hlaing Thar Yar
Taw Win Tun,Electrical Goods Sales,"21, No.(4) Main Rd., Near Myin Hlae Gate, Zee Kone Ward,"," 0943158987, 0943191079, 09975477018",Yangon Region,Shwe Pyi Thar
Ngwe Moe Set,Wooden Products & Hardwood Shops,"30 Shed, Rm 8, Padamyar 6th St., Sawbwargyi Gone Warehouses,"," 01646588, 095087632, 0943083364, 09799887782, 09799887780, 09799887783, 0973235784",Yangon Region,Insein
Sein Pann Khaing,Wooden Products & Hardwood Shops,"218, Thumana St., Man Pyay Ward (3),"," 01542623, 095127426",Yangon Region,Thaketa
Phoe Htaung,Warehouses [Vegetable],"Ga Nge Shed, Rm 50, Thiri Mingalar Market,", 0943110985,Yangon Region,Hlaing
One One Moe,Warehouses [Vegetable],"Ga Nge Shed, Rm 141/142, Thiri Mingalar Market,", 09450045095,Yangon Region,Hlaing
One,Warehouses [Vegetable],"Ga Nge Shed, Rm 314, Thiri Mingalar Market,"," 0931848786, 095126379",Yangon Region,Hlaing
Ohn Than [Daw],Warehouses [Vegetable],"Rm 102, Thiri Mingalar Market,", 0943033244,Yangon Region,Hlaing
Parami,Warehouses [Vegetable],"Nga Shed, Rm 86, Thiri Mingalar Market,", 095414337,Yangon Region,Hlaing
Padamyar,Warehouses [Vegetable],"Ka Gyi Shed, Thiri Mingalar Market,", 095115655,Yangon Region,Hlaing
