name,street,category,township,contact,state
Ellipia,"Bldg F, Rm 001, G Flr, Thu Mingalar Rd., Thazin Min Yeik Thar,",LED Display Sales & Services,Thingangyun(Thingangyun),"tel: 09-261598004,tel: 09-8760377,tel: 09-261645173",Yangon Region
May Nu [Daw],"1085, Yarza Thura St., Ward (7),",Kitchenwares,South Okkalapa (South Okkalapa ),"tel: 09-43042286,tel: 01-571195",Yangon Region
Elan Logistics Pte Ltd.,"Rm 7/E, 7th Flr, Merchant Rd., Bo Son Patt Tower,",Logistics Services,Pabedan(Pabedan),"tel: 01-377946~7,tel: 01-377986,tel: 01-378164~5",Yangon Region
Maung Nge [Ko],"Rm 192/449, 4th Flr, Shwe Mingalar Market, Car Parking (2),",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-5048513,tel: 09-974075786",Yangon Region
"Eaton Logistic Co.,Ltd.","434, 1st Flr, Strand Rd.,",Logistics Services,Botahtaung(Botahtaung),"tel: 09-73140499,tel: 09-5130415,tel: 09-421158592,tel: 09-31316437",Yangon Region
"ECL Myanmar Co.,Ltd. [Myanmar Eastern Car Liner Co.,Ltd.]","222/226,6th Flr,Bo Myat Tun St.,Bo Myat Tun Tower",Logistics Services,Botahtaung(Botahtaung),"tel: 01-291113,tel: 01-297069,tel: 01-9010361,tel: 01-9010451",Yangon Region
"E.F.R Global Logistics Co.,Ltd.","Bldg C, Rm 803, 8th Flr, Maha Bandoola Rd., Maha Bandoola Housing Complex,",Logistics Services,Pazundaung(Pazundaung),"tel: 01-397960,tel: 01-203399",Yangon Region
"Eagles Global Logistics Co.,Ltd.","1st Flr, Thiri Mingalar Old Market,",Logistics Services,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-5004224,tel: 09-253048228,tel: 09-43089901,tel: 09-450008066",Yangon Region
Mee Mee [Ma],"Rm 29/30,G Flr,Iron Market",Kitchenwares,Latha(Latha),"tel: 09-428211118,tel: 01-212066 Ext.302,tel: 01-395856 [Res]",Yangon Region
E Lan Logistics Ltd.,"G Flr, Botahtaung Zay St., MPA-Allied Inland Container Depot, Ye Yeikthar Ward,",Logistics Services,Seik Kan(Seik Kan),"tel: 01-9010574,tel: 01-9010573,tel: 01-9010572,tel: 01-9010582",Yangon Region
Elan Logistics Solution Ltd.,"5/6, Yan Naing Swe 2nd St., Industrial Zone,",Logistics Services,Thaketa(Thaketa),"tel: 09-73013069,tel: 09-421008021,tel: 01-547215",Yangon Region
Elan Logistics Solutions Ltd.,"Rm 9/E, 9th Flr, Merchant Rd., Bo Son Patt Tower,",Logistics Services,Pabedan(Pabedan),"tel: 09-377946~7,tel: 09-73166675",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm GBS-02, G Flr, Kan Tharyar Recreation Centre,",Lotteries,North Okkalapa (North Okkalapa ),"tel: 09-450587195,tel: 09-799521679",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"863, Nyaung Oo Phee St., Ward (1),",Lotteries,East Dagon(East Dagon),tel: 09-402594296,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"62, Ayeyar St., Corner of Ayeyar 7th St.,Nya Ward,",Lotteries,North Okkalapa (North Okkalapa ),"tel: 09-250391752,tel: 09-974000727",Yangon Region
Mya Family,"205/206, Tay Oo Yin 3rd St., Ward (7),",Kitchenwares,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-73046486,tel: 09-73242874",Yangon Region
"Double-s Project Management Co.,Ltd.","Bldg C, Rm 405, 4th Flr, Kaba Aye Pagoda Rd., Pearl Condo,",Logistics Services,Bahan(Bahan),tel: 01-559537,Yangon Region
Hyundai,"14, Rm 2, G Flr,  MICT Park,",Lifts & Escalators,Hlaing(Hlaing),"tel: 01-2305336,tel: 09-400444598",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"1419, Bayint Naung Rd., Ward (49),",Lotteries,North Dagon(North Dagon),"tel: 09-793211363,tel: 09-796828117",Yangon Region
"Doora Logistics Co.,Ltd.","295, Khay Mar Thi Rd., Ga Gyi Ward,",Logistics Services,North Okkalapa (North Okkalapa ),"tel: 01-9699460,tel: 09-73218782,tel: 09-73166017,tel: 09-5418798",Yangon Region
Myo Win [U],"Rm 184/185, G Flr, Iron Market,",Kitchenwares,Latha(Latha),tel: 09-421071280,Yangon Region
Myint Swe [U],"19/20, Shwe Hinthar St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Kitchenwares,Tarmwe(Tarmwe),"tel: 09-421133351,tel: 09-254106798",Yangon Region
"Myanmar Happy Cook Co.,Ltd.","39, No.(3) Main Rd., Pyinmabin Industrial Zone,",Kitchenwares,Mingalardon(Mingalardon),"tel: 01-638310,tel: 01-638324,tel: 09-73126408,tel: 09-73203449",Yangon Region
"Green Power Elevator Co., Ltd.","22, G Flr, Maubin Street,",,အမွတ္ ၂၂၊ ေျမညီထပ္၊ Maubin Street၊,tel: 01-526919,Sanchaung
Myint Aye [Ma],"Rm 77, Taw Win Plaza,",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),tel: 09-5193524,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"878, Layar Shwe Myay St., Myittar Nyunt Ward,",Lotteries,Tarmwe(Tarmwe),tel: 01-554976,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Nawaday St., Corner of Min Ye Kyaw Swar Rd.,Ward (125),",Lotteries,East Dagon(East Dagon),tel: 09-971587562,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm 1, Kyaikkasan Pagoda St., Kyaikkasan Pagoda(West Entrance), (Sa-Lein/Kha) Ward,",Lotteries,Thingangyun(Thingangyun),"tel: 09-420021372,tel: 09-795652920",Yangon Region
Myint Han Tun,"Rm 506/507/518/519,3rd Flr,Mingalar Market",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 01-290422,tel: 09-5192422",Yangon Region
Myat Thu [Ko],"17, Pyi Daw Thar 6th St., Pyi Daw Thar Ward,",Kitchenwares,Mingalardon(Mingalardon),tel: 09-253352575,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"58, Lay Daunt Kan Rd., Infront Of B.E.H.S (1), U San Phay Ward,",Lotteries,Thingangyun(Thingangyun),tel: 09-43052350,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm B/1, Myin Taw Thar Rd., Near Mya Yadana Cinema Shop Room, Ward (5),",Lotteries,Thaketa(Thaketa),tel: 09-73032969,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"205, Mya Yadanar St., Kha Ward,",Lotteries,North Okkalapa (North Okkalapa ),tel: 09-254377076,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm 3, Kyaikkasan Pagoda St., Kyaikkasan Pagoda(West Entrance), (Sa-Lein/Kha) Ward,",Lotteries,Thingangyun(Thingangyun),tel: 09-47205094,Yangon Region
"Hitachi Elevator (Myanmar) Co.,Ltd","10, Min Dhama Rd.,  Shwe Kabar Housing,",,,"tel: 09-455121501-03,tel: 01-664927",Mayangone
Moe Yan Shwe Lamin & Myat Su Kaday,"Aung See Gone Pagoda St.,Near Aung See Gon Pagoda,Kyaung Gyi Ward",Lotteries,Mingalardon(Mingalardon),"tel: 09-259023778,tel: 09-799512677",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"196, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),tel: 09-73251181,Yangon Region
"Shine Box Co.,Ltd.","1250, Chin Dwin St., Industrial Zone (2),",LED Display Sales & Services,South Dagon(South Dagon),"tel: 01-594315,tel: 09-5132604",Yangon Region
Zinbo,"195, 33rd St., Upper Block,",LED Display Sales & Services,Kyauktada(Kyauktada),"tel: 01-383761,tel: 09-73207746",Yangon Region
"Future Engineering & Gold Mining Co.,Ltd.","Rm 805, 8th Flr, Lower Kyee Myin Daing Rd., Ye Ta Khon Tower,",Logistics Services,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-508011,tel: 01-508012,tel: 01-508017",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"160, Saya San Rd., Saya San (North-East) Ward,",Lotteries,Bahan(Bahan),tel: 09-31061728,Yangon Region
"Future Freight Logistics Co.,Ltd.","148, 1st Flr, 47th St., Upper Block,",Logistics Services,Botahtaung(Botahtaung),"tel: 01-8610667,tel: 01-8610668,tel: 09-421108636,tel: 09-420055443",Yangon Region
Flix Int'l Yangon Ltd.,"44/A, Bo Soon Pat St., Lower Middle Block,",Logistics Services,Pabedan(Pabedan),"tel: 01-253749,tel: 01-371575,tel: 01-371609,tel: 01-224021",Yangon Region
First Greenhill Logistic Ltd.,"608, Rm 5/D, 5th Flr, Merchant Rd., Bo Son Patt Tower,",Logistics Services,Pabedan(Pabedan),tel: 01-372559,Yangon Region
"Sl Light Led & Lighting Accessory Co.,Ltd.","38, Lan Thit St., Lower Block,",LED Display Sales & Services,Lanmadaw(Lanmadaw),"tel: 09-787966608,tel: 09-259966608",Yangon Region
Exploration Logistics Private Ltd.,"57, Rm 2/B, 2nd Flr, Kyaik Waing Pagoda Rd., Dana Thiri Tower, Ward (4),",Logistics Services,Mayangone(Mayangone),"tel: 09-8617726,tel: 09-254409090",Yangon Region
"Fast Forward Shipping & Logistic Services Co.,Ltd.","245, Rm 6/B, 5th Flr, Bo Myat Tun St., Shine Tower,",Logistics Services,Botahtaung(Botahtaung),,Yangon
"Energy Logistics Myanmar Co.,Ltd.","295, Rm 5/F/G, G Flr, Myoma Kyaung Rd., Myoma Condominium, Pyay (East) Ward,",Logistics Services,Dagon(Dagon),"tel: 09-421006509,tel: 09-420148902",Yangon Region
Myan Myan Lay,"69, 134th St., Ponnar Gone Ward,",Kitchenwares,Tarmwe(Tarmwe),"tel: 01-200325,tel: 09-250155715",Yangon Region
"First Freight Service Co.,Ltd.","245, Rm 6/B, 5th Flr, Bo Myat Tun St., Shine Tower,",Logistics Services,Botahtaung(Botahtaung),"tel: 01-397323,tel: 01-297466,tel: 09-5130448",Yangon Region
Mya Mya Aye & Sisters,"Rm 713/714/775/776, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-5193524,tel: 09-250645691",Yangon Region
Myaing Kyi Phyo,"Bldg 40, Rm 003, Mahaw Gani St., Kyan Sit Thar Housing,",Kitchenwares,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-254258597,tel: 09-421031322",Yangon Region
"FC Standard Logistics [Myanmar] Co.,Ltd.","628/638, Rm 602, 6th Flr, Merchant Rd., Royal River View Condo,",Logistics Services,Pabedan(Pabedan),tel: 09-423741149,Yangon Region
"Star Neon Co.,Ltd. [Neon Sign & Service]","7, Thit Yar St., Corner of Yin Tike St.,Thida Ward,",LED Display Sales & Services,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-700500,tel: 01-212700,tel: 09-49278105,tel: 09-73003913",Yangon Region
"East Asia United Co., Ltd.","267/C, G Flr, Bo Myat Tun St.,",Lifts & Escalators,Botahtaung(Botahtaung),"tel: 09-5122889,tel: 09-783922889",Yangon Region
Flix Int'l [Yangon] Ltd.,"110, Hledan St., Upper Block,",Logistics Services,Lanmadaw(Lanmadaw),"tel: 09-250353701,tel: 09-250353702",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday [Main - 3],"286, Anawrahta Rd.,",Lotteries,Pabedan(Pabedan),"tel: 01-375262,tel: 01-382390,tel: 09-421048353,tel: 09-73087951",Yangon Region
"Golden Seahorse Warehouse & Cargo Freight Sation [Maritime & Logistic Services Co.,Ltd.]","M1/M2, Upper Pazundaung Rd., Ka Toh Seik Ward,",Logistics Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-73173411,tel: 09-261981298",Yangon Region
"SYS Cube Co.,Ltd.","Bldg K, Rm 4, Thiri Yadanar Retail/Wholesale Market,",LED Display Sales & Services,North Okkalapa (North Okkalapa ),"tel: 09-788014551,tel: 09-788014552,tel: 09-260017954",Yangon Region
"Golden Mermaid Logistics Co.,Ltd.","125, 1st Flr, 40th St., Lower Middle Block,",Logistics Services,Kyauktada(Kyauktada),"tel: 01-254099,tel: 09-5124836,tel: 09-73072441,tel: 09-73026634,tel: 09-73104335,tel: 09-73093361,tel: 09-5043874",Yangon Region
Fuji,"11/12, 4th Flr, Bogyoke Aung San Rd., Bahosi Housing,",,,tel: 01-211392~4,Lanmadaw
"Gracious Dealings Int'l Co.,Ltd.","Bldg 8/6, Rm 14, Yan Aye St., Yan Aye Housing,",Logistics Services,Yankin(Yankin),"tel: 09-8617726,tel: 09-252393008,tel: 09-795251922",Yangon Region
Golden Days Maritime Services Ltd.,"420, Rm 302, 3rd Flr, Strand Rd.,",Logistics Services,Botahtaung(Botahtaung),"tel: 01-203097,tel: 09-5020532,tel: 01-9010087",Yangon Region
Mya Mya Aye [Ma],"Rm 142/143/145,3rd Flr,Mingalar Market",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 01-293918,tel: 09-5193524",Yangon Region
Golden Land Express Ltd.,"Rm 14/C, 14th Flr, Dagon Centre II,",Logistics Services,Sanchaung(Sanchaung),"tel: 01-2305542,tel: 01-2306027,tel: 01-2306028,tel: 09-5035797",Yangon Region
"Global Sea Hawk Co.,Ltd.","8/4, Kha Yae Myaing St., Thuwana/23 (Su Paung) Ward,",Logistics Services,Thingangyun(Thingangyun),"tel: 01-577416,tel: 01-2333824",Yangon Region
"Glory Rays Co.,Ltd.","111, Baho Rd., Kayin Chan Ward,",Logistics Services,Ahlone(Ahlone),"tel: 01-2301658,tel: 01-2301296,tel: 01-2301657",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday [Main],"401/411, Bogyoke Aung San Rd.,",Lotteries,Pabedan(Pabedan),"tel: 01-250155,tel: 01-380145,tel: 01-253379,tel: 01-387830,tel: 01-379619",Yangon Region
Golden Future Linkage Company Limited,"22/A, G Flr, Padauk Pin St., Zay Gyi (West) Ward,",Logistics Services,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-9317087,tel: 09-783996526,tel: 09-775151500",Yangon Region
"Glory Ocean Int'l Logistics Co.,Ltd.","26, 4th Flr, Than Tadar St., Than Tadar Ward,",Logistics Services,Sanchaung(Sanchaung),"tel: 09-5091348,tel: 01-2304648,tel: 09-785091348",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday [Main - 2],"206, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-243426,tel: 01-376824",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday [99],"186, Anawrahta Rd.,",Lotteries,Lanmadaw(Lanmadaw),tel: 09-33764915,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"77, Pyay Rd., Htauk Kyant Lan Sone Pine Ward,",Lotteries,Mingalardon(Mingalardon),tel: 09-31289805,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday [111],"Maha Bandoola Rd.,San Pya Co-operative Shop Room",Lotteries,Lanmadaw(Lanmadaw),tel: 09-420007991,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm B/073, Underground, Taw Win Centre,",Lotteries,Dagon(Dagon),tel: 09-73113643,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday [117],"831, Maha Bandoola Rd.,",Lotteries,Lanmadaw(Lanmadaw),tel: 09-31695959,Yangon Region
"Global Mars Shipping & Logistics Services Co.,Ltd.","63, 1st Flr, Bogalay Zay St., Lower Block,",Logistics Services,Botahtaung(Botahtaung),"tel: 09-73237376,tel: 09-254261216,tel: 09-254280090",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm 50, Mingalardon Zay St., Mingalardon Zay Ward,",Lotteries,Mingalardon(Mingalardon),tel: 09-420038974,Yangon Region
Nyunt Win [Ko],"Rm 25/18,G Flr,Iron Market",Kitchenwares,Latha(Latha),"tel: 01-217011,tel: 09-49571385",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"30, Kan St., Near Hlaing Myint Moh Housing, Ward (9),",Lotteries,Hlaing(Hlaing),tel: 01-521414,Yangon Region
Nilar [Daw],"9/B, Yadanar Mon St., Ward (2),",Kitchenwares,Hlaing(Hlaing),tel: 01-530437,Yangon Region
Nyo Nyo Than [Ma],"Kyan Sit Thar St.,Ward (26)",Kitchenwares,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-420220860,Yangon Region
"Octagon Automobile & Machinery Services Co.,Ltd","106 / 108, Hnin Si Gone St., Corner of Baho Rd.,",,,"tel: 09-8631438,tel: 01-222225",Ahlone
New World Mart,"172/174, Lanmadaw St.,",Kitchenwares,Latha(Latha),"tel: 01-251072,tel: 01-251054,tel: 01-251617,tel: 01-251045,tel: 01-220081,tel: 09-797005241,tel: 09-797005234~39",Yangon Region
"Okusanno Marketing Co.,Ltd.","16, Manaw Hara St., Ma Hlwa Gone Htay Kywe Ward,",Kitchenwares,Tarmwe(Tarmwe),"tel: 09-789236858,tel: 09-787007054",Yangon Region
Nay Linn Tun [U],"780, Ayeyar 18th St., Nya Ward,",Kitchenwares,North Okkalapa (North Okkalapa ),tel: 09-421030696,Yangon Region
"New World Mart Co.,Ltd.","Rm P-5, 5th Flr, Yuzana Plaza,",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 01-200747 Ext.5558,tel: 09-797005229",Yangon Region
Nge [Mg],"Rm 694/695,3rd Flr,Mingalar Market",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-5048513,tel: 09-73017770,tel: 09-420054544",Yangon Region
"SEIN MYO MYAT CO., LTD.","531 (C/1-A), Rm 2-A, Marlar Myaing Yeikthar St., Marlar Myaing Condo,",,,"tel: 09-5122957,tel: 09-972721377,tel: 09-780530688",Kamayut
"Htet Ayar Min Logistics Co.,Ltd.","608, Rm 8/D, 8th Flr, Merchant Rd., Bo Son Patt Tower,",Logistics Services,Pabedan(Pabedan),tel: 09-43188182,Yangon Region
Horizon Agency,"26, 7th Flr, 109th St., Mingalar Taung Nyunt Ward,",Logistics Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-5115654,tel: 09-6560759,tel: 09-785115654",Yangon Region
OK 20,"99, Myanma Gone Yee St., Kan Daw Kalay (North) Ward,",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-73049882,tel: 09-423719719",Yangon Region
"Shade Engineering Co., Ltd.","40, Myaung Mya St., Kyun Taw (Mid) Ward,",,,"tel: 01-537656,tel: 09-5009635,tel: 09-799668462",Sanchaung
"Htin Thiha Int'l Co.,Ltd.","254,Rm 71,8th Flr,Seikkanthar St.,Upper Block",Logistics Services,Kyauktada(Kyauktada),"tel: 01-392757,tel: 01-392759,tel: 01-384479,tel: 01-398023,tel: 01-398024,tel: 09-5069604,tel: 09-785069604",Yangon Region
Nwe May [Daw],"Yae Nant Thar St., Thuwana/24 Ward,",Lotteries,Thingangyun(Thingangyun),tel: 09-43166682,Yangon Region
"HM Group Logistics Co.,Ltd.","Bldg 4/6,Rm 903,9th Flr,Kyaikkasan Rd.,Kan Taw Gyi Tower",Logistics Services,Tarmwe(Tarmwe),"tel: 01-8619230,tel: 01-8619231",Yangon Region
Pu [Daw],"108, Cherry St., Shwe Pauk Kan Industrial Zone,",Kitchenwares,North Okkalapa (North Okkalapa ),"tel: 09-31055260,tel: 09-32168876",Yangon Region
"Products Solutions Co.,Ltd.","31/A, Pon Nya Wuttana St., Nat Chaung Ward,",Kitchenwares,Tarmwe(Tarmwe),tel: 01-381217,Yangon Region
Japan Sanyo Elevator,"23 / B (2), Thukha Waddy St., Ward (6),",Lifts & Escalators,Yankin(Yankin),"tel: 09-5153266,tel: 09-5010872",Yangon Region
Myo [Ko] Family,"86, Tharaphi St., Hta Wun Bae Ward,",Kitchenwares,North Okkalapa (North Okkalapa ),"tel: 09-450065003,tel: 09-73018196,tel: 01-9691065",Yangon Region
Nyaung Pin,"180, Bayint Naung Rd., Corner of Ka 3th St.,Myo Thit (Ka/Kha) Ward,",Lotteries,Insein(Insein),"tel: 01-642862,tel: 09-420093223",Yangon Region
"Premium Distribution Co.,Ltd.","3rd Flr, Parkson FMI Centre,",Kitchenwares,Pabedan(Pabedan),tel: 01-249122 [Office],Yangon Region
Paung Mote [Ko],"441, Thuta 2nd St., Ward (4),",Kitchenwares,South Okkalapa (South Okkalapa ),tel: 09-795633037,Yangon Region
Pyone Pyone Kyi,"Rm 636/637,3rd Flr,Mingalar Market",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),tel: 09-5039207,Yangon Region
Pann Ei San,"1, Zabu Date St., U San Phay Ward,",Kitchenwares,Thingangyun(Thingangyun),"tel: 09-5410037,tel: 09-420067384",Yangon Region
Pann Thitsar,"78, Thitsar Pan St., Hta Wun Bae Ward,",Kitchenwares,North Okkalapa (North Okkalapa ),"tel: 09-450036934,tel: 09-73064277",Yangon Region
Phoe Phyu [Ko] & Siblings,"Rm 73,3rd Flr,Mingalar Market",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-5168221,tel: 09-73028791,tel: 09-30244136",Yangon Region
Ngwe Kyar Myaing,"53, Aung See Gone Pagoda St., Kyaung Gyi Ward,",Lotteries,Mingalardon(Mingalardon),"tel: 09-261219150,tel: 09-73149505",Yangon Region
Nu Nu Win [Ma],"7, Rm 2, Pauk Kan St., Shwe Paukkan Ward (21),",Lotteries,North Okkalapa (North Okkalapa ),tel: 09-425297815,Yangon Region
Myat Su Mon,"24, Thitsar Pan St., Corner of Kha Yae St.,Hta Wun Bae Ward,",Lotteries,North Okkalapa (North Okkalapa ),"tel: 09-799689566,tel: 09-43096628",Yangon Region
"Mya Tagon, Aung Su Htoo Paing, Nine Star","Rm 32, Yankin Rd., Corner of Saya San Rd.,Construction Shop Room, Ward (1),",Lotteries,Yankin(Yankin),tel: 09-5162100,Yangon Region
Myat Theinkha,"218, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 09-5109339,tel: 09-5162924",Yangon Region
Moe Yan Shwe Lamin & Myat Su Katay,"2, Oak Zanar St., Za Gwel Ward,",Lotteries,North Okkalapa (North Okkalapa ),"tel: 09-256142239,tel: 09-799468516",Yangon Region
Hein Htut Khaung,"8, Rm A, 5th Flr, Htee Dan 2nd St., Htee Dan Ward,",Logistics Services,Kyeemyin Daing(Kyeemyin Daing),tel: 09-262680487,Yangon Region
"Hankyu Hanshin Express [Myanmar] Co.,Ltd.","294/3, Rm 6/B, 5th Flr, Shwe Gon Daing Rd., Infront Of Ngar Htat Gyi Pagoda, Shwe Gon Daing (Mid) Ward,",Logistics Services,Bahan(Bahan),tel: 01-8603240,Yangon Region
"Green Line Dragon Co.,Ltd.","Bldg 276, Rm 22, Yankin Rd., Ward (2),",Logistics Services,Yankin(Yankin),tel: 09-5078463,Yangon Region
Mya Tagon & Aung Than Su,"826, Maha Bandoola Rd.,",Lotteries,Lanmadaw(Lanmadaw),tel: 09-254355566,Yangon Region
Mya Tagon & Aung Than Su,"214, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-389646,tel: 09-43133269",Yangon Region
"Hanjin Global Logistics Myanmar Co.,Ltd.","48/A, Rm 201, Kaba Aye Pagoda Rd., Ward (10),",Logistics Services,Mayangone(Mayangone),tel: 01-657741,Yangon Region
Sann Sann Win,"5, Pan Chan Kyaung St., Ward (13),",Kitchenwares,Hlaing(Hlaing),tel: 09-31068230,Yangon Region
Sakura Kitchen Life,"Bldg K, Rm 53/54, Thiri Yadanar Retail/Wholesale Market,",Kitchenwares,North Okkalapa (North Okkalapa ),tel: 09-450051357,Yangon Region
See Sein  Shin,"191, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-252075,tel: 01-381942,tel: 09-5046472,tel: 09-5113238",Yangon Region
"Grand Sunshine Int'l Co.,Ltd.","429/437, Rm 7/C, 7th Flr, Merchant Rd., Yadana Myaing Condo,",Logistics Services,Botahtaung(Botahtaung),"tel: 01-376134,tel: 01-398500,tel: 09-73017203,tel: 09-5158589",Yangon Region
Sann Yee [Daw],"911/B, Han Lin St., Ward (133),",Lotteries,East Dagon(East Dagon),"tel: 09-420103316,tel: 09-254070527",Yangon Region
"Sankido Myanmar Co.,Ltd.","63, Shwe Hlaing St., Ma Gyee Dan (South-East) Ward,",Kitchenwares,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-526168,tel: 09-254132626",Yangon Region
Pyae Sone,"1, Kyun Taw Rd., Corner of Yadanar Theinkha St.,Mont Let Saung Gone (North) Ward,",Lotteries,Sanchaung(Sanchaung),tel: 01-523472,Yangon Region
Pyone [Daw],"Kyaikkasan Pagoda St., Kyaikkasan Pagoda(West Entrance), (Sa-Lein/Kha) Ward,",Lotteries,Thingangyun(Thingangyun),,Yangon
Pyae Theiddi,"191, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-383631,tel: 09-5113252,tel: 09-5179663",Yangon Region
Sann Myint [Daw],"830, Shukhin Thar Rd., Corner of Dhamar Yon St.,Ward (10-South),",Lotteries,Thaketa(Thaketa),tel: 09-254062496,Yangon Region
Phan Nan Taw,"Rm 10/19/22/23, G Flr, Iron Market,",Kitchenwares,Latha(Latha),"tel: 09-5118426,tel: 09-5160826,tel: 01-212066 Ext.243/362/319,tel: 09-5136656,tel: 01-542032 [Res]",Yangon Region
"Nyein Chan Yae & Kabar Kyaw, Pyi Lone Chan Thar, Thar Htoo Aung [Main] [Shwe Myanmar]","168/188, Rm 3/4, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-249013,tel: 01-248088,tel: 01-249014",Yangon Region
"Iti Logistic [Myanmar] Co.,Ltd.","693/701, Rm 9/E, 9th Flr, Merchant Rd., Classic Strand Condominium,",Logistics Services,Pabedan(Pabedan),"tel: 01-243428,tel: 09-979843276",Yangon Region
Phone Myat Htoo,"442, May Darwi Rd., Za Myin Zwel Ward,",Kitchenwares,North Okkalapa (North Okkalapa ),tel: 09-8628232,Yangon Region
"ITES [International Transportation Express Services Co.,Ltd.]","561,Rm 702,7th Flr,Merchant Rd.,MAC Tower",Logistics Services,Kyauktada(Kyauktada),"tel: 01-248103,tel: 01-256260,tel: 01-375207",Yangon Region
