state,township,category,name,contact,street
Yangon Region,Bahan,Jades,"Pannbayin Myanmar Co.,Ltd."," 01541881, 01558405, 01709621, 095103082, 0973135439, 09250027700","133/B,Shwe Gon Daing Rd.,Infront Of Yuzana Hotel,Shwe Gon Daing (West) Ward"
Yangon Region,Hlaing Thar Yar,Gold Shops/Goldsmiths,Aung," 09262775753, 09785439192","13, Tay Oo Yin 3rd St., Ward (7),"
Yangon Region,South Dagon,Guest Houses,Thazin Myaing," 09420057509, 09254455523","409/410, Tadar Phyu St., Ward (26),"
Yangon Region,Insein,Guest Houses,Thinzarli," 01665093, 095098930","118, Pyay Rd., 10 Mile, Saw Bwar Gyi Gone Ward,"
Yangon Region,Mingalardon,Guest Houses,The Nature, 0936008918,"Aung Thapyae St.,Htauk Kyant (North) Ward"
Yangon Region,Mayangone,Guest Houses,Thidar Yay Sin, 01683361,"20, 1st Flr, Bayint Naung Rd., Ward (1),"
Yangon Region,Pabedan,Gems,Thu," 09261616196, 01381120","102, Shwe Bon Tha St.,"
Yangon Region,North Dagon,Guest Houses,Thapyay Yeik, 09253037511,"1524/1525, Pyi Htaung Su Rd., Near 46 Junction, Ward (46),"
Yangon Region,Mayangone,Gems,Thein Than," 095141024, 095161700, 01705124 [Res]","Rm Counter 29, G Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Mayangone,Gems,Top Top," 09250010022, 09421133324","Rm Counter 11, 1st Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Hlaing,Guest Houses,Thidar Chan Myae," 0973076092, 01531121","76/B, 1st Flr, Bayint Naung Rd., Ward (2),"
Yangon Region,Kyauktada,Gems,Thida Gems, 01705420,"221, Rm 108, 1st Flr, Sule Pagoda Rd., Sule Square,"
Yangon Region,Mayangone,Gems,Treasure Gems," 09796141409, 09428143116","Rm A/1, G Flr, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Bahan,Gems,The Lady," 01546107, 09977838111, 09977838222, 09977838333, 01542668","103/7, Aung Myay Thar Lane, Shwe Taung Gyar Ward (1),"
Yangon Region,Ahlone,Handicraft Materials,Nandawun," 01221271, 01212409, 01214708, 0973015993, 0973147732","55, Baho Rd., Corner of Ahlone Rd.,Kayin Chan Ward,"
Yangon Region,Pazundaung,Handicraft Materials,Myat Thwe," 0932313125, 09253676415","242, 49th St., Upper Block,"
Yangon Region,Mayangone,Gold Shops/Goldsmiths,Aung Kaung Kyaw," 09450044508, 09250434213","153, Bogyoke St., Ward (3),"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Khin [Ko]," 01378592, 09250508156","85, 29th St., Lower Middle Block,"
Yangon Region,Hlaing,Gold Shops/Goldsmiths,Aung Kaung, 09250433649,"97, Marlar Myaing 3rd St., Ward (16),"
Yangon Region,Latha,Guest Houses,The Rising Sun [Tet Nay Wun]," 0973240088, 0931065999","40, 1st Flr, 21st St., Lower Block,"
Yangon Region,Thingangyun,Guest Houses,Thin Thiri, 09250282709,"40, Waiza Yan Tar Rd., Thiri Gon Housing, Ward (16/2),"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Chan Thar," 01383764, 09798320158, 095025816, 0931347759, 09250641794","71, 29th St., Lower Middle Block,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Hoseki," 095012306, 09795012306, 0930331420","West D Shed,Rm 94/106,Bogyoke Aung San Market"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Chan Thar," 01641940, 095017537","B Shed, Rm 48, Insein Market,"
Yangon Region,Sanchaung,Photocopying & Duplicating Services,Naing Lin,,"21,Kyun Taw Rd.,Kyun Taw (South) Ward"
Yangon Region,Hlaing Thar Yar,Guest Houses,Thukha San Yar," 09250088762, 09250088764, 01689700, 01689701","Bldg 11, Rm 3/4, Yangon-Pathein Rd., Nawaday Shop House,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Chan Thar," 095099220, 095147955, 09421023335","218,2nd Flr,31st St.,Upper Block"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Kabar, 09253466734,"B Shed, Rm 63, 1st Flr, Insein Market,"
Yangon Region,Mingalar Taung Nyunt,Fancy Stores,Three O Three [303]," 01297911, 095197314","Bldg 4, Rm 004, Sabei St., Yuzana Mingalar City Housing,"
Yangon Region,Dagon,Glass Mosaic & Gold Leaf Gilding Services,Tun Khaing [U] [Mawlamyaing Store]," 01375768, 01384241, 09420106267, 095078549, 095076913","Rm 79/81/83/92/100, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Mayangone,Gold Shops/Goldsmiths,Aung Chan Thar, 01686620,"188,Thamaing Butar Yon 12th St.,Ward (1)"
Yangon Region,Insein,Fancy Stores,Soe Gyi, 09799242591,"Rm 5,Lower Mingalardon Rd.,B.E.H.S (3) Shop Room,Aung San Ward"
Yangon Region,Mingalar Taung Nyunt,Consumer Products,Shwe Myaing," 0973160361, 09795346493","Rm 263, 4th Flr, Mingalar Market,"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Htoo," 0949777555, 0949777444, 095155565","1 Shed, Rm 3, Insein Market,"
Yangon Region,Pabedan,Fancy Stores,Shwe Lin Yone," 01577030, 095021470, 01252709","Rm 14, Kon Zay Dan St., Maha Thein Daw Gyi,"
Yangon Region,Pabedan,Diamonds,Ei Shwe Yee [ESY]," 095181546, 09260879651","West A Shed, Rm 267/300/301, Bogyoke Aung San Market,"
Yangon Region,Bahan,Towels,Songwol Towel [Myanmar Namin]," 09420722168, 09795918390, 09420023739","Rm K-201, 2nd Flr, Myanmar Plaza,"
Yangon Region,Mayangone,Gems,Yoma, 095019315,"Rm E/6, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Lanmadaw,Flowers & Shrubs [Artificial],She's Elegant," 0931689688, 0936173228, 0931280071","71, Lan Thit St., Lower Block,"
Yangon Region,Insein,Fancy Stores,Shwe Sin Ngwe Sin, 0932438835,"47, Rm A/1, Mingalar St., Mingalar Chan Compound, Phawh Kan Ward,"
Yangon Region,Mayangone,Gems,Yadanar Theingi," 09250088306, 09254828458, 095154420, 09796150655","Rm D/2, G Flr, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Mayangone,Gems,Won Won, 095006317,"Rm Counter 1, G Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Mingalar Taung Nyunt,Gems,"Yadanar Si Gems Co.,Ltd.", 01205068,"Bldg 12, Rm 008, Sabei St., Yuzana Mingalar City Housing,"
Yangon Region,South Dagon,Guest Houses,Thukha Myaing, 0973044752,"6, Aung Zeya St., Ward (18),"
Yangon Region,Mayangone,Gems,Yu Sun," 01653453, 098637158","169/D, Pyay Rd., Corner of Yadanar Lane., 9 Mile, Ward (5),"
Yangon Region,Mayangone,Gems,Yinn Myit Myaing Wun," 095199723, 09421091375","Rm C/9, G Flr, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Dagon,Dyeing & Printing Textiles,Shwe Sin Min," 0930256429, 09421071290","Rm 25, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Thingangyun,Flowers & Shrubs [Artificial],Vase [G & A Pro-Audio],,"1st Flr,Waiza Yan Tar Rd."
Yangon Region,Dagon,Flowers & Shrubs [Artificial],Sandy's Floral Service & Gift Centre," 01211888 Ext.1216, 01211966 Ext.1216","350, Rm 3, Ahlone Rd., Corner of Pyay Rd.,Summit Parkview Hotel, Pyay (East) Ward,"
Yangon Region,Yankin,Gems,Zanas," 01705581, 095107028, 095170581","Rm F/15, 1st Flr, Yankin Center,"
Yangon Region,Pabedan,Guest Houses,Thiri Yeik Mon," 01376846, 0973051320","109, 1st Flr, Bo Soon Pat St., Lower Middle Block,"
Yangon Region,Mingalardon,Guest Houses,Thiri San," 09963781696, 09264678376, 0973237724","Hta Wun Bae Shed, Set Hmu St., Aung Mingalar High-Way Bus Terminal,"
Yangon Region,Pabedan,Jades,Wang Brother's Gems & Souvenir Shop," 01243731, 01395288 [Res], 01240966 Ext.755, 098606886","Face Wing Shed, Rm 29, Bogyoke Aung San Market,"
Yangon Region,Sanchaung,Jades,"Ruby Dragon Gems & Jewellery Co.,Ltd."," 01500158, 012306297, 012306298, 012306300","287/289, U Wisara Rd., Myae Ni Gone (North) Ward,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Ruby House [RH]," 095009015, 0973040263","Central Hall Shed, Rm 10, Bogyoke Aung San Market,"
Yangon Region,North Dagon,Guest Houses,Three Seasons," 0973106000, 0973108000, 0973107000","3/A/B, Pin Lon Rd., Ward (29),"
Yangon Region,Pabedan,Fancy Stores,Yee Mon Aung [Ma], 0943049800,"West D Shed, Rm 64, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Gift Shops,Romantic," 095065035, 096537390","Rm A/4, G Flr, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,South Okkalapa ,Gold Shops/Goldsmiths,Aung Myat Zaw [U], 09421748250,"1184/A, Yathawaddy 18th St., Ward (13),"
Yangon Region,Thingangyun,Gold Shops/Goldsmiths,Aung Myint Kyi," 095145816, 0949342819","Rm 125~128, G Flr, Thingangyun Market,"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Kyaw Tun, 0943032289,"B Shed, Rm 55, 1st Flr, Insein Market,"
Yangon Region,Thingangyun,Gold Shops/Goldsmiths,Aung Kyaw Moe, 09256453435,"Rm 467, 1st Flr, San Pya Market,"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Kyaw Kyaw," 01647474, 01540476, 09250045528","2 Shed, Rm 33, Insein Market,"
Yangon Region,North Okkalapa ,Guest Houses,Thue Dhamar," 0973007310, 09428127590, 0973158639, 09254163712","315, Thudhamar Rd., Near KBZ Bank, Ga Gyi Ward,"
Yangon Region,Thaketa,Gold Shops/Goldsmiths,Aung Kyaw Kyaw," 09450996919, 09794818220","280, Zingama Rd., Ward (6-West),"
Yangon Region,Dagon,Gold Shops/Goldsmiths,May Myanmar, 0973111451,"58, Taw Win St., Corner of Manaw Hari St.,Pyay (West) Ward,"
Yangon Region,Yankin,Gold Shops/Goldsmiths,Aung Kyaw Si, 095012753,"Bldg 40, Rm 2, G Flr, Yan Shin St., Palm Village,"
Yangon Region,Hlaing,Jades,"Oak Gems Co.,Ltd. [Saint Sann Yee Group Co.,Ltd.]"," 01514527, 01507344 Ext.120","51, Rm 402, 4th Flr, Pyay Rd., Shwe Hin Thar Tower A, Ward (11),"
Yangon Region,Tarmwe,Gold Shops/Goldsmiths,Aung Moe Khin [Ko]," 095142464, 09260249411, 09798426175","13, 2nd Flr, Kyauk Taw St., Kyarr Kwet Thit Ward,"
Yangon Region,Hlaing,Gold Shops/Goldsmiths,Aung Kyaw Than [Ko], 0943094921,"7, Upper Baho St., Ward (16),"
Yangon Region,Yankin,Gold Shops/Goldsmiths,Kham Le," 018605223, 018605224","22, Thukha Waddy St., Ward (6),"
Yangon Region,Thaketa,Interior Decoration Materials & Services,K.L.C Group of Companies," 01547416, 0943069672, 095005661","51, Nawarat St., Shwe Thapyay Yeik Mon (2),"
Yangon Region,Tarmwe,Guest Houses,Thiri Myaing," 018603660, 01545962","2nd Flr,Thamain Bayan Rd.,Tamwe Plaza,Tarmway Gyee (Kha) Ward"
Yangon Region,Thaketa,Guest Houses,Thukha Myaing," 01551181, 09799844785, 09252292803","9/10, Shukhin Thar Rd., Near Kamar Kyi Bridge, Ward (8),"
Yangon Region,Mayangone,Jades,Golden Eagle," 095055057, 0943045325, 01665169, 01585054","Rm Counter 30, G Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Pabedan,Art & Craft Materials,Magoke Yadanar," 095133430, 09420002080","West A Shed, Rm 437, Bogyoke Aung San Market,"
Yangon Region,Insein,Guest Houses,Thiri Mingalar, 09793343201,"110/G, Lower Mingalardon Rd., Near Aung San Market, Aung San Ward,"
Yangon Region,Mayangone,Guest Houses,Thiri Mingalar," 0973034341, 09795502234, 01710032","2/6, Thamaing Butar Yon Rd., Near Thamaing Junction, Ward (2),"
Yangon Region,Thingangyun,Gold Shops/Goldsmiths,Aung Nan Taw, 095092377,"Rm 274 ~ 276, 1st Flr, San Pya Market,"
Yangon Region,Thaketa,Gold Shops/Goldsmiths,Aung Nan Thit," 09420220047, 09421004605","165, Rm 3/C, 3rd Flr, Zingama Rd., Corner of Myin Taw Thar Rd.,Ward (2-North),"
Yangon Region,Mingalar Taung Nyunt,Gold Shops/Goldsmiths,Aung Namate," 01394641, 0973162985","36, Daw Thein Tin St., Kan Daw Kalay (North) Ward,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Moe [Ko]," 01240971, 09250155466, 01373300, 098612334","117, 1st Flr, Shwe Bon Tha St., Lower Middle Block,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Naing Myint [U]," 01705941, 095126130, 0973241898","129, 29th St., Upper Middle Block,"
Yangon Region,Sanchaung,Silverwares,Treasure Land," 01526286, 01539241","11, Ma Kyee Kyee St., Kyun Taw (North) Ward,"
Yangon Region,Sanchaung,Diamonds,The Rich Gems," 01536272, 01500060","303, U Wisara Rd., Corner of Ma Po St.,Myae Ni Gone (North) Ward,"
Yangon Region,Hlaing,Construction Services,"Than Htike Lu Gems, Mineral & Construction Co.,Ltd."," 09448013472, 09250526803, 01519782","196, Maha Swe St., Ward (13),"
Yangon Region,Bahan,Gold Shops/Goldsmiths,Shwe Nan Taw [Golden Palace]," 09450021758, 09265399966, 09265399977, 09265399988","Rm G05A, G Flr, Myanmar Plaza,"
Yangon Region,Sanchaung,Mining Companies,"Lone Sein Gems & Mining Co.,Ltd."," 095105220, 0973133468","4, Kyaung Kone St., Linn Loon (North) Ward,"
Yangon Region,Latha,Gold Shops/Goldsmiths,Shwe Nan Daw [Golden Palace]," 01211728, 01226977, 01228751, 095127142, 095127145","701/703, Maha Bandoola Rd.,"
Yangon Region,Tarmwe,Gold Shops/Goldsmiths,Aung Myittar," 09260306500, 09262129922~33","257, Kyaikkasan Rd., Byine Ywar Ma Ward,"
Yangon Region,Latha,Gold Shops/Goldsmiths,Shwe Nan Daw [Golden Palace]," 01229409, 01210572, 01227212, 095127145, 095127142","743, Maha Bandoola Rd.,"
Yangon Region,Pabedan,Diamonds,Shwe Man," 01382957, 0973044460, 09253884454","62/68, Rm 9/A, 9th Flr, Shwe Bon Tha St., Lower Block,"
Yangon Region,Yankin,Gold Shops/Goldsmiths,Aung Myo Thu [Ko]," 09250356953, 0930080525","63, Kanbei Butar Yon Rd., Ward (12),"
Yangon Region,Pabedan,Diamonds,Shwe Man Gems," 01382957, 09253884454","Super World 1 Shed, Rm C/4, Bogyoke Aung San Market,"
Yangon Region,Latha,Gold Shops/Goldsmiths,Shwe Nan Daw [Golden Palace]," 01211728, 01226977, 095127142, 095127145","685, Maha Bandoola Rd.,"
Yangon Region,Thingangyun,Gold Shops/Goldsmiths,Aung Nan Htike, 09254013820,"Rm 452, 1st Flr, San Pya Market,"
Yangon Region,Latha,Gold Shops/Goldsmiths,Top Sein," 096571191, 092302429, 092301490","735, Maha Bandoola Rd.,"
Yangon Region,Pazundaung,Gold Shops/Goldsmiths,Aung Myint Myat," 09425269152, 0931272223","6, Sut Tha Phu St.,"
Yangon Region,Mingalar Taung Nyunt,Gold Shops/Goldsmiths,Aung Nan Taw," 01382569, 09401599611, 095184060","113, 93th St., Kan Daw Kalay (East) Ward,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Shwe Myint Moh," 09450049784, 09450543983","130, 4th Flr, 29th St.,  Middle Block,"
Yangon Region,Dagon Seikkan,Gold Shops/Goldsmiths,Aung Myittar, 09250109470,"Bldg 28,Rm 003,6th St.,Yuzana Garden City Housing, B Block"
Yangon Region,Dagon Seikkan,Gold Shops/Goldsmiths,Sein Lin Latt," 09785155674, 095155674, 09975155674","Rm 004, Bldg 17, 1st St.,  Yuzana Garden City Housing, A Block,  Ward (94),"
Yangon Region,Thaketa,Gold Shops/Goldsmiths,San Thaw Tar," 09421017612, 09258912402","726/ka, Zingama Rd., Htu Par Yon Ward (1),"
Yangon Region,Tarmwe,Gold Shops/Goldsmiths,San Hmi," 095059929, 09250528060","5, Innwa St., Kyauk Myaung Gyi Ward,"
Yangon Region,South Okkalapa ,Gold Shops/Goldsmiths,Shwe Pyae Sone," 0973035983, 0943144395","692, Bagan 27th St., Ward (5),"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Thapyay," 01644974, 095501340","3 Shed, Rm 19, Insein Market,"
Yangon Region,Dagon Seikkan,Gold Shops/Goldsmiths,Shwe Htike Aung," 09250266853, 0973121018","Rm 004, Bldg 15, G Flr, 6th St.,  Yuzana Garden City Housing, A Block,  Ward (94),"
Yangon Region,Hlaing,Jades,"Zwe Thiha Gems & Jewellery Co.,Ltd. [ZTH]"," 01514527, 01507344 Ext.120","51,Rm 402,4th Flr,Pyay Rd.,Shwe Hin Thar Tower A,Ward (11)"
Yangon Region,East Dagon,Gold Shops/Goldsmiths,Pyone Shwin," 01583291, 01583184","122/A, Yarza Di Yit Rd.,"
Yangon Region,Pabedan,Pearls,Vervain," 095019238, 0973163041","Face Wing Shed, Rm 43, Bogyoke Aung San Market,"
Yangon Region,Tarmwe,Gold Shops/Goldsmiths,San Taw," 095142464, 09260249411","13, 2nd Flr, Kyauk Taw St.,  Kyauk Myaung,  Kyarr Kwet Thit Ward,"
Yangon Region,Hlaing,Jades,"Yadanar Oak Soe Khant Gems Co.,Ltd. [YOSK]"," 01514527, 01507344 Ext.120","51, Rm 402, 4th Flr, Pyay Rd., Shwe Hin Thar Tower A, Ward (11),"
Yangon Region,Mingalardon,Guest Houses,Winner Residence," 095119754, 09250385337, 09963100295, 09784363696","134,Kha Yae 4th St.,Mingalar Garden City"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Thamardi, 01375839,"80, Shwe Bon Tha St.,"
Yangon Region,North Okkalapa ,Gold Shops/Goldsmiths,Shwe Myint Moh," 095109554, 095109553","934, Thudhamar Rd.,  Ayeyar Bus Stop,  Za Myin Zwel Ward,"
Yangon Region,Lanmadaw,Guest Houses,Win," 01226279, 012300044","20, Shwe Taung Dan St., Lower Block,"
Yangon Region,Hlaing,Gold Shops/Goldsmiths,Aung Thapyay," 01521187, 095127010","3, Butar Yon St., Ward (1),"
Yangon Region,South Dagon,Gold Shops/Goldsmiths,Shwe Pyae Hlyan," 09422549491, 09791456355","Ma/118, Bayint Naung St., Near Lay Daunt Kan Market,"
Yangon Region,Kamayut,Guest Houses,White Lotus, 01510885,"34, Khaing Shwe Wah St., Ward (1),"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Thamardi," 01389922, 01374488","48/53/55,29th St.,Lower Middle Block"
Yangon Region,Shwe Pyi Thar,Guest Houses,Thukha See Sein," 0949574327, 095009012","7/1, No.(4) Main Rd., Near Oak Pho Bus Stop, Bone Shay Gone Village,"
Yangon Region,Kamayut,Guest Houses,Tun," 01503806, 0973075782","69, 1st Flr, Hledan Rd., Ward (8),"
Yangon Region,Latha,Guest Houses,Wayfarer's Rest, 09779922075,"640, 2nd Flr, Maha Bandoola Rd.,"
Yangon Region,Hlaing,Gold Shops/Goldsmiths,Aung Si, 09794273276,"24, Thiri Myaing St., Ward (13),"
Yangon Region,Lanmadaw,Guest Houses,West End, 01223425,"788/E/F, 2nd Flr, Bogyoke Aung San Rd.,"
Yangon Region,South Okkalapa ,Gold Shops/Goldsmiths,Aung Say Thu, 0973001320,"960, Thila St., Ward (4),"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Nilar [Myeik], 095143585,"Super World 1 Shed, Rm A/5/6/7, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Guest Houses,United," 095138927, 0930090604, 09420235655","116, U Yay Khae St., Corner of Ayeyar St.,Ward (2),"
Yangon Region,Thingangyun,Generators & Transformers Sales/Services & Rental,Seamaster Co.Ltd., 09452188883,"A/1, Than Thu Mar Rd., Thuwana/24 Ward,"
Yangon Region,Mayangone,,Ar Mahn Trading Company Limited," 095003881, 01682200","A-19, Thiri Mon St.,  Thirimon Plaza,  Bayint Naung Junction,"
Yangon Region,South Dagon,,Myanmar Power Generator Group," 095013784, 095016765, 095041699","245, Kyaing Ton St.,  Industrial Zone (1),  Ward (23),"
Yangon Region,Dagon,,"Max Well Trading Co., Ltd.", 09263216663,"123, Alanpya Pagoda Rd.,"
Yangon Region,Thaketa,Generators & Transformers Sales/Services & Rental,Myan Shwe Pyi Tractors Ltd.," 01547140, 01547307","16, Mya Malar St.,  Industrial Zone,"
Yangon Region,Shwe Pyi Thar,Guest Houses,Yin Mon [2], 01612665,"27, No.(4) Main Rd., Near Myin Hlae Gate, Zee Kone Ward,"
Yangon Region,Insein,Gold Shops/Goldsmiths,Aung Tagon," 09450005843, 0973120162","1204, Mingalar St., Phawh Kan Ward,"
Yangon Region,Botahtaung,Guest Houses,Tokyo, 01386828,"200, 1st Flr, Bo Aung Kyaw St., Lower Middle Block,"
Yangon Region,Kyauktada,Guest Houses,Tun Tauk Nay," 01389358, 09252252334","198, 1st Flr, Pansoedan St., Middle Block,"
Yangon Region,South Okkalapa ,Gold Shops/Goldsmiths,Aung Sint [Ko]," 0943184012, 09250607473","Bldg B, Rm 174, 1st Flr, Mya Lay St., Ward (14/1),"
Yangon Region,Pabedan,Guest Houses,Yangon," 01252420, 01252632","317/323, 1st Flr, Bo Soon Pat St., Upper Block,"
Yangon Region,Bahan,Guest Houses,Yuzana," 01544710, 01544708, 01544709","50, Nat Mauk St., Bo Cho Ward (2),"
Yangon Region,Kyauktada,Guest Houses,Yadanar Shwe Mann," 01373939, 09252649871, 09261478020","122, 3rd Flr, Maha Bandoola Garden St., Lower Block,"
Yangon Region,Botahtaung,Guest Houses,Yangon YMCA," 01294128, 01294109, 01203027","263,45th St.,Lower Middle Block"
Yangon Region,Mayangone,Guest Houses,Yaung Chi Thit, 01680274,"B/131, 1st Flr, Kyun Shwe Wah St., Bayint Naung Warehouses,"
Yangon Region,North Dagon,,"Linear Power International Co., Ltd."," 0973030073, 01801076","A-1, Bayint Naung Rd.,  Shwe Pin Lon Housing,"
Yangon Region,Lanmadaw,Guest Houses,Y  Mon," 0973195071, 095153728","104, 2nd Flr, 12th St., Upper Block,"
Yangon Region,Mayangone,Guest Houses,Yadanar Oo, 01682851,"14, 1st Flr, Bayint Naung Rd., Ward (1),"
Yangon Region,Kyeemyin Daing,Gold Shops/Goldsmiths,Aung Nay Lin," 01526801, 01511528, 01511479","14/B, Pan Pin Gyi St., Ma Gyee Dan (South-West) Ward,"
Yangon Region,Dagon,Glass Mosaic & Gold Leaf Gilding Services,Aung Tagon, 09425306287,"Rm 49, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Tarmwe,Generators & Transformers Sales/Services & Rental,"I.E.M Co., Ltd. (KOHLER)"," 018604425~29, 01540673, 0943176364","15/28, East Race Course Rd., WAW Building,"
Yangon Region,Hlaing Thar Yar,Guest Houses,Yar Su Thit, 09261121425,"419, Magwe St., Ward (9),"
Yangon Region,Kamayut,,"Hein Lwin Enterprise Co., Ltd."," 01531484, 09421047773","82, Than Lwin St.,"
Yangon Region,North Okkalapa ,Guest Houses,Yadanar," 09794311521, 09794734671","82/B, Thudhamar Rd., Ward (2),"
Yangon Region,Dagon,Glass Mosaic & Gold Leaf Gilding Services,Aung Myanmar [Sandal Wood & Others]," 0973016347, 09254845192","Rm 24, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Dagon,Glass Mosaic & Gold Leaf Gilding Services,Aung Chan Thar," 0973227154, 09250027545","Rm 44, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Dagon,Glass Mosaic & Gold Leaf Gilding Services,Aung Pyae Sone," 0931128459, 09254347008","Zay Taw Shed, Rm 29, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Latha,Gold Shops/Goldsmiths,Aung Thitsar," 095018092, 01380982, 01383542, 095102580","629, Maha Bandoola Rd.,"
Yangon Region,Maha Aung Myay,,Shwe Nue War," 092015354, 092036679","100, 77 St., Between 36 St. and 37 St., Myat Par Yat,"
Yangon Region,Insein,Guest Houses,Zone," 01642752, 0973188335","70, U Maung Gyi Lane, Nant Thar Gone Ward,"
Yangon Region,Thingangyun,Guest Houses,Zone [3], 0973188335,"380,Waiza Yan Tar Rd.,(Za-Gwe/South) Ward"
Yangon Region,Mayangone,,Sunshine," 092508628610, 09250386767","40,Thiri Mon St., Thiri Mon Plaza,"
Yangon Region,Kamayut,,Olympic Generator," 01538454, 09977700022, 01681227","F /S -17, Bayint Naung Rd.,  Shwe Sabei Yeikmon,"
Yangon Region,Tarmwe,,"Family Business Group Engineering Co., Ltd."," 018604740, 018604741","63/A, Phoe Sein Rd., Grand Phoe Sein Condo,"
Yangon Region,Thaketa,,"Sonnenberg Co., Ltd.", 095006520,"12, Ayeyar Wun Rd.,  Ayeyar Wun Yeikthar,  Ah Naw Mar Ward (1),"
Yangon Region,Maha Aung Myay,,Aung Theikdi & Phone Aung Toe, 092035841,"A-3/Myazuesaung, 38 St., Between 78 St. and 79 St.,"
Yangon Region,Mingalar Taung Nyunt,,Yoma Nadi Company Ltd," 095127790, 0973225388","109, 93th St.,"
