state,township,category,name,contact,street
Yangon Region,Pabedan(Pabedan),Jades,A Seven,tel: 09-5108033,"West A Shed, Rm 7, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,"Ayawaddy [Mandalay] Gems, Jade & Jewellery Co-operative Ltd. [Showroom]","tel: 09-5149536,tel: 09-777606080,tel: 01-665032,tel: 09-421100211,tel: 09-450040066,tel: 09-250426014","330, Kaba Aye Pagoda Rd., Ward (9),"
Mandalay Region,Chan Aye Thar Zan(Chan Aye Thar Zan),Gold Shops/Goldsmiths,U Sin,"tel: 02-39647,tel: 09-2005840","105, 29 St., Between 81 St. and 82 St.,"
Yangon Region,Pabedan(Pabedan),Gold Shops/Goldsmiths,U San Thein,"tel: 01-377211,tel: 01-389535","133, Shwe Bon Tha St.,  Lower Block,"
Yangon Region,Kamayut(Kamayut),Gift Shops,D-Mate,"tel: 01-511967,tel: 01-524101","1, Rm 4/5, Yangon-Insein Rd., Near Hledan Junction, Ward (3),"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Gold Shops/Goldsmiths,Tun Tun Naing,"tel: 09-73172908,tel: 09-799611060","Rm 202, Bldg 12, 2nd Flr, 6th St.,  Yuzana Garden City Housing, A Block,  Ward (94),"
Yangon Region,Pazundaung(Pazundaung),Gift Shops,Blessings,"tel: 09-970788189,tel: 09-5132037","Rm 103, Maha Bandoola Rd., Ocean Super Center,"
Yangon Region,Kamayut(Kamayut),Gold Shops/Goldsmiths,Zabu Tun,"tel: 01-700260,tel: 01-500535","70, Hledan Rd., Ward (3),"
Yangon Region,Ahlone(Ahlone),Gift Shops,Creation,"tel: 09-31294673,tel: 09-250359583,tel: 09-250642583","121, Ahlone Rd., Kayin Chan Compound, Kayin Chan Ward,"
Yangon Region,Dagon(Dagon),Gift Shops,Aung Weikzar,tel: 09-254348401,"Rm 141, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Dagon(Dagon),Gift Shops,Dar Doh Yoe Yar,"tel: 09-260119255,tel: 09-5126623,tel: 09-420183912","Rm 38, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Mayangone(Mayangone),Gift Shops,Authentic,"tel: 01-650538,tel: 09-5036169,tel: 09-250817706","Na Nge/7/8, Swel Taw Myat St., Swel Taw Pagoda Compound, Ward (5),"
Yangon Region,Bahan(Bahan),Gift Shops,Blessings,"tel: 01-401369,tel: 09-73225260,tel: 09-73058274","11, Maha Bawga St., Saya San (North-East) Ward,"
Yangon Region,Dagon(Dagon),Gift Shops,Atalantar,tel: 09-420237622,"Rm B/86, Underground, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Yangon Region,Pabedan(Pabedan),Gift Shops,Bagan,tel: 01-385894,"Face Wing Shed, Rm 15/90, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Sapphires,Empress,"tel: 09-5341758,tel: 09-73206431,tel: 09-254042004","Diamond Empire Hall Shed, Rm D/9/10, Bogyoke Aung San Market,"
Yangon Region,Dagon(Dagon),Gift Shops,Aung Chan Thar,"tel: 09-31369220,tel: 09-30330031","Rm 105, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Pabedan(Pabedan),Gems Testing,Asia Glory Gemmological Laboratory of Myanmar [AGGL],"tel: 09-30235958,tel: 09-5177531","Super World 2 Shed, Rm 2, 1st Flr, Bogyoke Aung San Market,"
Yangon,Bahan(Bahan),Gemstone Pictures,Shwe Yati May,"tel: 09-5038061,tel: 09-798162661","Rm 12,1st Flr,Saya San Rd.,Co-operative Business Centre"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Gemstone Pictures,Phoe Htaung,"tel: 09-73177681,tel: 09-799606706","Bldg 34, Rm 003, Ngu War St., Yuzana Garden City Housing, C Block,"
Yangon Region,Pabedan(Pabedan),Gemstone Pictures,Red Dragon,"tel: 09-5010358,tel: 09-5107367","West D Shed, Rm 27, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Gemstone Pictures,Sein Setkyar,"tel: 09-5055705,tel: 09-31950477","West D Shed, Rm 37, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,Myanmar Style,"tel: 09-5002353,tel: 09-5188523,tel: 01-503441","Rm Counter 6, 2nd Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Gemstone Pictures,Moon,tel: 09-421004011,"Bldg 16,Rm 002,1st St.,Yuzana Garden City Housing, A Block"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,Myanmar Souvenir,"tel: 09-43087567,tel: 01-533030,tel: 01-660161 [Res]","Rm Counter 33, 2nd Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Botahtaung(Botahtaung),Gift Shops,Hero Handmade,"tel: 09-420063270,tel: 09-73009907","153, G Flr, 47th St., Upper Block,"
Yangon Region,Pabedan(Pabedan),Gemstone Pictures,Mogoke Prince,"tel: 09-49273202,tel: 09-795420436","East C Shed, Rm 80, Bogyoke Aung San Market,"
Yangon Region,Mingalardon(Mingalardon),Gemstone Pictures,Nine Gems,"tel: 09-73236265,tel: 01-534811 [Res]","Rm Counter 3, 1st Flr, Airport Rd., Yangon Int'l Airport (Departure Lounge), A Nan Pin Ward,"
Yangon Region,Pabedan(Pabedan),Gemstone Pictures,Shwe Mahar,"tel: 09-73243513,tel: 09-262440897,tel: 09-792570410","West A Shed, Rm 381, Bogyoke Aung San Market,"
Yangon,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Gift Shops,Ha Ha,,"Rm D-24/25,3rd Flr,Yuzana Plaza"
Yangon Region,Pabedan(Pabedan),Gift Shops,Golden Bell,tel: 01-245075,"Face Wing Shed, Rm 36, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gift Shops,Glory,"tel: 09-799236787,tel: 09-263221187","G Flr, Gandamar Wholesales Center,"
Yangon Region,Kamayut(Kamayut),Gift Shops,Elegance,"tel: 01-536779,tel: 09-31293046","37/A, Baho Rd., Ward (3),"
Yangon Region,Insein(Insein),Gift Shops,Duobaoge,tel: 09-445107068,"145, Pyay Rd., 10 Mile, Saw Bwar Gyi Gone Ward,"
Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar),Gift Shops,"Dream Seed Co.,Ltd.","tel: 01-612739,tel: 09-73165087,tel: 09-795976613","42/251, Ingyin Myaing St., Industrial Zone (1),"
Pabedan,,,Stal Wart,tel: 09-421138287,"Rm 1, 1st Flr, Bogyoke Aung San Market,   North Wing,"
Yangon Region,Hlaing(Hlaing),Gemstone Pictures,Zenith,"tel: 09-43108611,tel: 09-73157501,tel: 09-790553549","17/A, Parami Rd., Infront Of Sein Gay Har Shopping Centre, Ward (16),"
Yangon Region,Kyauktada(Kyauktada),Gift Shops,Gift Shop,tel: 01-242828,"223, Sule Pagoda Rd., Sule Shangri-La Yangon,"
Yangon Region,Bahan(Bahan),Gemstone Pictures,Toe Toe Win,"tel: 09-5030383,tel: 09-5032450","Rm 7/8/9, 1st Flr, Saya San Rd., Co-operative Business Centre,"
Yangon Region,Mayangone(Mayangone),Gift Shops,Elephant House,tel: 01-9662866 Ext.1713,"37, Rm 003, G Flr, Kaba Aye Pagoda Rd., Inya Lake Hotel,"
Yangon,Bahan(Bahan),Gift Shops,Jade House Gems & Jewellery,"tel: 09-5030383,tel: 09-73096322,tel: 09-73105220","Rm 34, 1st Flr, New University Avenue Rd., Corner of Saya San Rd., Co-operative Business Centre, Saya San Ward,"
Yangon Region,Kamayut(Kamayut),Gift Shops,Just 4 U,"tel: 09-30094061,tel: 09-972393366","G Flr, Hledan Centre,"
Yangon Region,Hlaing(Hlaing),Gift Shops,Inya,"tel: 09-73208526,tel: 09-976992756","Rm 12, G Flr, Marketplace By City Mart,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Gift Shops,Green World,"tel: 01-206206 Ext.3048,tel: 09-5030872","Rm C/48/49,2nd Flr,Shwe Pyae Sone Market"
Yangon Region,Sanchaung(Sanchaung),Gift Shops,Inya,"tel: 09-5013635,tel: 09-73208526,tel: 09-976992756","80, Kyun Taw Rd., Kyun Taw (South) Ward,"
Yangon Region,Pabedan(Pabedan),Jades,ACT,"tel: 09-5099220,tel: 09-5147955","Super World 2 Shed, Rm 22, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Dagon(Dagon),Gift Shops,"I Love Myanmar Co.,Ltd.","tel: 01-511887,tel: 09-8610342","Rm B/78, Underground, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Gift Shops,Htet Nay Wun,"tel: 01-200747 Ext.1887/7086,tel: 09-5095688,tel: 01-203524,tel: 09-43193430,tel: 09-73199032","Rm N-5, G Flr, Yuzana Plaza,"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,Thwe Ni,"tel: 01-652960~3 Ext.132,tel: 09-795750358","Rm 30, G Flr, North Point Shopping Centre,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Gift Shops,Hlyan Hlyan Tauk,tel: 01-200105,"Rm 733/734, 3rd Flr, Shwe Mingalar Market, Car Parking (1),"
Yangon Region,Bahan(Bahan),Gift Shops,Island Flowers,"tel: 09-5109466,tel: 09-31255135,tel: 09-5172559,tel: 09-250383942","35/B, Ou Yin St., Saya San Ward,"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Gemstone Pictures,Thabarwa Kyauk Pann Chi,tel: 09-428125088,"Bldg 33, Rm 002, Ngu War St., Yuzana Garden City Housing, C Block,"
Yangon Region,Kyauktada(Kyauktada),Gift Shops,Hla Day,tel: 09-420061928,"81, 1st Flr, Pansoedan St., Lower Middle Block,"
Yangon Region,Latha(Latha),Gift Shops,Htike,"tel: 09-73046129,tel: 01-240600 Ext.4347,tel: 09-73041713","D Shed, Rm F/528/529, Underground, Thein Gyi Market,"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,SP Gems & Jewellery,"tel: 01-666053,tel: 01-660397,tel: 01-666052,tel: 01-654399","30/A, Pyay Rd., Corner of Kone Myint Yeikthar St.,7 Mile, Ward (6),"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,Soe Soe,"tel: 09-31345494,tel: 09-420022052,tel: 01-665816","Rm Counter 31/29, 1st Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Kyauktada(Kyauktada),Gemstone Pictures,Thwe Ni,"tel: 01-398246 Ext.408,tel: 09-795750359","Rm 408, 3rd Flr, Ruby Mart,"
Yangon Region,Lanmadaw(Lanmadaw),Gift Shops,Little Pumpkin,"tel: 09-261779974,tel: 09-257378173","69, War Dan St.,"
Yangon Region,Dagon(Dagon),Gift Shops,Kyaw Khaing Soe [Ko] + Nilar Win [Ma],"tel: 09-43071074,tel: 09-49310954","Rm 34/50/119, Shwe Dagon Pagoda (East Entrance),"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,Thiri,"tel: 01-665812,tel: 09-421053049","Rm Counter 26, 2nd Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Sanchaung(Sanchaung),Gift Shops,Kelly J Trading Ltd.,"tel: 09-421121324,tel: 01-2304822","131, Bldg C, Rm 011, 1st Flr, Shwe Pyi Aye St., Shwe Pyi Aye Yeik Mon,"
Yangon Region,Dawbon(Dawbon),Gift Shops,Life,tel: 09-73078881,"1st Flr, Capital Hypermarket,"
Yangon Region,Pabedan(Pabedan),Gift Shops,Khit,"tel: 01-254477,tel: 09-73005657","East C Shed, Rm 170/171, Bogyoke Aung San Market,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Gift Shops,Kaung Kin,"tel: 09-781438075,tel: 09-782061635","Bldg 25, Rm 001, Aung Thapyay St., Yuzana Mingalar City Housing,"
Yangon Region,Dagon(Dagon),Gift Shops,Kan Htoo Aung,"tel: 09-250204849,tel: 09-451567798","Rm 125/127, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Bahan(Bahan),Gift Shops,Just 4U,"tel: 09-30094061,tel: 01-8603869 Ext.109","Underground,Ocean Super Center"
Yangon Region,Pabedan(Pabedan),Gems Testing,AGGL,"tel: 09-5177531,tel: 09-30235958","Rm 2, 1st Flr, Bogyoke Aung San Market,   super World Jewellery Hall (2),"
Mayangone,,,Myanmar Gems & Jewellery Entrepreneurs Association,"tel: 01-658148,tel: 01-658149","68, Kaba Aye Pagoda Rd.,"
Yangon Region,Latha(Latha),Gift Shops,Kaung Myat San,"tel: 09-420033673,tel: 09-32003773,tel: 01-240600 Ext.4606","D Shed, Rm F/468, G Flr, Thein Gyi Market,"
Yangon Region,Pabedan(Pabedan),Gems,Aung Ruby,"tel: 09-73206274,tel: 09-5165843","Nawarat Hall Shed, Rm 33/34, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gems,"Aquamarine Gems & Jewellery, Crystals & Rare Stones","tel: 09-5665812,tel: 01-665812,tel: 01-220932,tel: 09-260182865","Rm Counter 25, 2nd Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Mayangone(Mayangone),Gems,Banner [2],"tel: 09-31061124,tel: 09-250279900,tel: 01-665169,tel: 01-240239,tel: 01-250118 [Res]","Rm Counter 20/B/C, G Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Bahan(Bahan),Gems,5 & 6,"tel: 09-5041255,tel: 09-785041255","Bldg B, Rm G/C, G Flr, Kaba Aye Pagoda Rd., Pearl Condo,"
Yangon Region,Pabedan(Pabedan),Sapphires,Give Away,"tel: 09-5105743,tel: 09-5154779","Central Hall Shed, Rm 100, Bogyoke Aung San Market,"
Yangon Region,Kamayut(Kamayut),Gift Shops,Just 4 U,"tel: 09-972393366,tel: 09-973105366","Rm Tr/137, 1st Flr, Junction Square,"
Yangon Region,Pabedan(Pabedan),Gems Testing,MACLE,"tel: 01-240400,tel: 01-246788,tel: 01-240376 (Ext: 1431)","380, Rm 31, Level 4, Bogyoke Aung San Rd., FMI Center,"
Yangon Region,Pabedan(Pabedan),Gems Testing,Sein Htay,"tel: 09-31368958,tel: 09-73179219,tel: 09-73179031","New East A Shed, Rm 18, Bogyoke Aung San Market,"
Yangon Region,Bahan(Bahan),Gems Testing,Queen Elizabeth,"tel: 01-512826,tel: 09-250649094,tel: 09-73191223","61/C, Shwe Taung Gyar St., Shwe Taung Gyar Ward (2),"
Yangon Region,Pabedan(Pabedan),Gems Testing,Precious Gem Testing Laboratory,tel: 09-5033715,"36, 1st Flr, 29th St., Lower Middle Block,"
Yangon Region,North Dagon(North Dagon),Gems Testing,Oo Saung Thu,tel: 09-73491405,"134, Yuzana St., Ward (41),"
Yangon Region,Mayangone(Mayangone),Gemstone Pictures,Snow White & Mandalar,"tel: 09-5056289,tel: 09-5156410","Rm Counter 20/21/23, 1st Flr, Kaba Aye Pagoda Rd., Myanma Gems Museum,"
Yangon Region,Lanmadaw(Lanmadaw),Gift Shops,Myanmar Baptist Convention,"tel: 01-223096,tel: 01-223231,tel: 09-796303619","143, Baho Rd.,"
Yangon Region,Mayangone(Mayangone),Gems,Golden Treasure,"tel: 09-5177151,tel: 09-973006027","Rm 6/B, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Dagon(Dagon),Gems Testing,"Myanmar Mighty Star Gems Co.,Ltd.",tel: 01-243731,"295, Rm 3/C, Myoma Kyaung Rd., Myoma Condominium, Pyay (East) Ward,"
Yangon Region,Dagon(Dagon),Gift Shops,Moe,"tel: 09-49247351,tel: 09-5053998","Rm 56/58, Shwe Dagon Pagoda (East Entrance),"
Yangon Region,Pabedan(Pabedan),Jades,Ever One,"tel: 09-31018966,tel: 09-250799577","West B Shed, Rm 53, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gems,A & K,"tel: 09-5040805,tel: 09-965040805,tel: 09-73127742","Rm C/7, G Flr, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Pabedan(Pabedan),Ka Nu Ka Mar,Diamond Arrow,"tel: 09-8612948,tel: 01-690495 [Res]","West C Shed, Rm 41, Bogyoke Aung San Market,"
Yangon Region,Sanchaung(Sanchaung),Gift Shops,Marry Me,"tel: 09-450041634,tel: 09-970280367","20/A, 1st Flr, Baho Rd., Near Asia Royal General Hospital, Aung Chan Thar Ward,"
Yangon Region,Pabedan(Pabedan),Gift Shops,Lucky Star,"tel: 09-5180350,tel: 09-250649146","West D Shed, Rm 63, Bogyoke Aung San Market,"
Yangon Region,Insein(Insein),Gift Shops,Mar Mar Thein [Ma],tel: 09-250164602,"348/B, Ingyin St., Myo Thit (Ga-Nge) Ward,"
Yangon Region,North Dagon(North Dagon),Gift Shops,Moon Creatives,"tel: 09-31035029,tel: 09-799489599","647/648, Pyi Htaung Su Rd., A Aye Sai Bus Stop, Ward (46),"
Yangon Region,Pabedan(Pabedan),Gems Testing,Myanmar Gemology Laboratory,"tel: 01-378063,tel: 01-224056","238, Shwe Bon Tha St., Upper Middle Block,"
Yangon,Sanchaung(Sanchaung),Gift Shops,MTC,,"56,Pathein St.,Kyun Taw (Mid) Ward"
Yangon Region,Pabedan(Pabedan),Gems Testing,Kaung Pwint,"tel: 01-385621,tel: 09-31074161,tel: 01-385621","503, 1st Flr, Maha Bandoola Rd.,"
Yangon Region,Pabedan(Pabedan),Gems Testing,GSC [Gemmological Science Centre] [Golden Land Geological Co-op Ltd.],"tel: 09-5002581,tel: 09-420034983,tel: 01-571028","59, 3rd Flr, 27th St., Lower Middle Block,"
Yangon Region,Pabedan(Pabedan),Gems Testing,Macle,"tel: 09-73239205,tel: 09-421001924,tel: 09-49259249,tel: 01-240400,tel: 01-246788,tel: 01-240376 Ext.1431","Rm 31, 4th Flr, Parkson FMI Centre,"
Yangon Region,Pabedan(Pabedan),Gems Testing,Golden Noble & Gems,"tel: 09-5032606,tel: 09-420032794,tel: 09-250507739,tel: 01-554042","Diamond Empire Hall Shed,Rm C/6,Bogyoke Aung San Market"
Yangon Region,Seik Kan(Seik Kan),Gift Shops,May Thandar,"tel: 09-260866125,tel: 09-451304399","Rm C/13, Hinthar St., Botahtaung Pagoda Shop Room,"
Yangon Region,Kamayut(Kamayut),Gift Shops,My Page,"tel: 09-5089149,tel: 01-527242 Ext.3048","Rm C/234, 2nd Flr, Junction Square,"
Yangon Region,Pabedan(Pabedan),Gift Shops,"P.K & Cindy Packaging Co.,Ltd.","tel: 09-258609992,tel: 09-785177811,tel: 09-979666009","Nawarat Hall Shed, Rm 22, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Bahan(Bahan),Gift Shops,Nwet Tin [Daw],tel: 09-250497146,"48, Oak St. (Kyar Taw Ya ), Shwe Nanthar Ward,"
Yangon Region,Yankin(Yankin),Gift Shops,Noritake,"tel: 09-784410906,tel: 09-264485131,tel: 09-420049459","Rm 1003, Sedona Hotel (Sedona Business Suite),"
Yangon Region,Mayangone(Mayangone),Gems,Majesty,"tel: 09-5178189,tel: 01-293714,tel: 01-203267","Rm B/9, G Flr, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Ahlone(Ahlone),Gift Shops,NTG Trading,"tel: 09-795388773,tel: 09-795388774","19, Nwe Thar Gi St., Saw Yan Paing (West) Ward,"
Yangon Region,Bahan(Bahan),Silverwares,King Of Forest,"tel: 09-5154856,tel: 09-799880206","Rm 10, 1st Flr, Saya San Rd., Co-operative Business Centre,"
Yangon Region,Pabedan(Pabedan),Gold Shops/Goldsmiths,"Khit Sann Yadanar Gems & Jewellery Co.,Ltd.","tel: 01-385563,tel: 09-73201808,tel: 09-73216652","Central Hall Shed, Rm 1/2, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gift Shops,Ofrenda Flora,"tel: 09-5418422,tel: 09-253863929,tel: 09-797799309,tel: 09-799577974,tel: 09-450035988","45/B,Yangon-Insein Rd.,Ward (2)"
Yangon Region,Pabedan(Pabedan),Sapphires,N 3 [Mogoke],tel: 09-91054649,"West D Shed, Rm 20, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Sapphires,Marina,"tel: 09-972668448,tel: 09-786445560","West C Shed, Rm 14, Bogyoke Aung San Market,"
Yangon Region,Bahan(Bahan),Gift Shops,Maung Maung,"tel: 09-5029611,tel: 09-73096615,tel: 09-5012539","114, Rm 1, Kaba Aye Pagoda Rd., Near Kokine Bus Stop, Saya San Ward,"
Yangon Region,Pabedan(Pabedan),Jades,Sein Yadanar,"tel: 01-372467,tel: 09-254045844,tel: 09-421179153","Diamond Empire Hall Shed,Rm B/10,Bogyoke Aung San Market"
Yangon Region,Mayangone(Mayangone),Associations/Clubs & Societies,Myanmar Gems & Jewellery Entrepreneurs Association,"tel: 01-658148,tel: 01-658150,tel: 01-658149,tel: 09-8611239,tel: 09-8611285","2nd Flr,Kaba Aye Pagoda Rd.,Myanma Gems Trade Centre"
Yangon Region,Pabedan(Pabedan),Gems Testing,Stalwart,"tel: 09-73164532,tel: 09-421138287","UK Mark Shed, Rm 5, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Sapphires,Htoo Myat Yadanar,tel: 09-5191437,"Diamond Empire Hall Shed, Rm C/3, Bogyoke Aung San Market,"
Yangon Region,Tarmwe(Tarmwe),Gems Testing,Sun & Moon,tel: 01-544500 Ext.6672,"40, Nat Mauk Rd., Chatrium Hotel, Nat Mauk Ward,"
Yangon Region,Pabedan(Pabedan),Gold Shops/Goldsmiths,"Jupiter Co.,Ltd. [Jupiter]","tel: 01-700604,tel: 09-5116359,tel: 09-5153793","Central Hall Shed, Rm 22, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Gems Testing,Summit,"tel: 01-253508,tel: 09-5411596","Face Wing Shed, Rm 22/23, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Sapphires,"Lin Yaung Chi Jade, Gems Art & Jewellery Production Co.,Ltd.","tel: 01-388745,tel: 09-5117152,tel: 09-250186756","Face Wing Shed, Rm 6, Bogyoke Aung San Market,"
Yangon Region,Bahan(Bahan),Jades,"Imperial Jewellery House [2] [Yadanar Than Sin Co.,Ltd.]","tel: 01-549600 Ext.2001,tel: 09-420287508","130, Shwe Gon Daing Rd., Yuzana Hotel, Yae Tar Shay Ward,"
Yangon Region,Pabedan(Pabedan),Diamonds,King & Queen,"tel: 09-5385738,tel: 09-5197388","Super World 1 Shed, Rm B/2/3, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Fancy Stores,Htet,"tel: 09-5049892,tel: 09-5009219,tel: 01-203168 [Res]","Central Hall Shed, Rm 126, Bogyoke Aung San Market,"
Yangon Region,Mingalardon(Mingalardon),Gift Shops,Ngwe San Yar,"tel: 09-450019805,tel: 09-261100228,tel: 09-799935633,tel: 09-790134634","75/B, Aung See Gone Pagoda St., Kyaung Gyi Ward,"
Yangon Region,Bahan(Bahan),Gift Shops,Ngwe Kyal Sin,"tel: 01-382861,tel: 09-792595041","45/D, Oak St. (Kyar Taw Ya ), Shwe Dagon Pagoda (East Entrance), Shwe Nanthar Ward,"
Yangon Region,Pabedan(Pabedan),Jades,Jewel Queen,"tel: 09-5502854,tel: 09-5011046","Central Hall Shed, Rm 16, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Gift Shops,Myay Yadanar,"tel: 09-5119611,tel: 09-5119622,tel: 09-5119633","Min Dhama Rd.,Infront Of Shwe Kabar Housing,Ward (4)"
Yangon Region,Pabedan(Pabedan),Gift Shops,Myanmar Souvenir,tel: 09-421160462,"East A Shed, Rm 40, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Idea,"tel: 09-49267800,tel: 01-704973,tel: 09-73238427,tel: 09-420275016,tel: 09-5005115,tel: 09-5106889","West C Shed, Rm 21, Bogyoke Aung San Market,"
Mayangone,,,Sule Mogok,"tel: 09-421137518,tel: 09-421137517","D-003/64, Kaba Aye Pagoda Rd.,  Myanma Gems Trade Centre,"
Yangon Region,Pabedan(Pabedan),Diamonds,Shallom,tel: 09-5114465,"West D Shed, Rm 116, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Jades,Shwe Pon Yeik,"tel: 09-73132971,tel: 09-425339205","West D Shed, Rm 113, Bogyoke Aung San Market,"
Yangon Region,Pabedan(Pabedan),Sapphires,Than Win [U] + Ohnmar [Daw],"tel: 09-250279909,tel: 09-5052770,tel: 01-383863","94, Shwe Bon Tha St., Lower Middle Block,"
Yangon Region,Mayangone(Mayangone),Gems,Htay Paing,"tel: 09-254255338,tel: 01-660861,tel: 01-655630","47/H, Pyay Rd.,  7½ Mile,"
Yangon Region,Mayangone(Mayangone),Gift Shops,Royal Arts,"tel: 09-420230096,tel: 09-43201959","Rm 16,G Flr,Junction 8 Shopping Centre"
Sanchaung,,,"MK Gems (Myin Kong Gems Co., Ltd.)","tel: 01-504457,tel: 01-502887","333, Pyay Rd.,"
Yangon Region,Dagon(Dagon),Gift Shops,Rosana,"tel: 09-43143234,tel: 09-73180030,tel: 01-577387 [Res],tel: 09-425286948","75, Yaw Min Gyi St., Yaw Min Gyi Ward,"
Yangon Region,Bahan(Bahan),Gift Shops,Rosana,"tel: 09-43143234,tel: 09-425286948","173/B, Rm 5, Shwe Gon Daing Rd., Shwe Gon Daing (West) Ward,"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Gift Shops,Phyo Phyo,"tel: 09-421020352,tel: 09-261095050","85/A, Myaing St., Ward (9),"
Yangon Region,Pabedan(Pabedan),Sapphires,VHS,"tel: 09-5012549,tel: 01-387882 [Res]","Super World 1 Shed, Rm A/8/9, Bogyoke Aung San Market,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Gift Shops,Sar Pawt [Ma] & Sisters,"tel: 01-205217,tel: 01-228644 [Res],tel: 09-5174870,tel: 09-8633753","Rm 753/754/789,2nd Flr,Mingalar Market"
Yangon Region,Bahan(Bahan),Gift Shops,Party Studio,tel: 09-250274110,"Bldg B, Rm 25, G Flr, Pearl Condo,"
Yangon Region,Sanchaung(Sanchaung),Gift Shops,"Padauk Corporate & Gifts Supply Co.,Ltd.","tel: 09-262900185,tel: 09-450020862,tel: 09-259343445,tel: 09-421104885","62/B, 2nd Flr, Myay Ni Gone Zay St., Myae Ni Gone (North) Ward,"
Yangon Region,North Dagon(North Dagon),Gift Shops,Royal,tel: 09-420212801,"864, Pin Lon Rd., Ward (36),"
Yangon Region,Mayangone(Mayangone),Gift Shops,Nawaday Souvenir Corner,"tel: 09-43199898,tel: 09-450096882","27, Nawaday St., Near Post Office Bus Stop, Ward (7),"
