name,street,township,contact,state,Category
Hein,"Bogyoke Aung San St.,Ward (5)",Hlaing Thar Yar, 09975322211,Yangon Region,Apparel
Hla Min [U],"Bldg 1, C Shed, Rm 22, G Flr, Thein Gyi Market,",Pabedan," 09261992600, 09421099991 [Res], 09254178224",Yangon Region,Apparel
Highbury,"Rm 3016, 2nd Flr, Taw Win Centre,",Dagon," 095157510, 09253530854",Yangon Region,Apparel
Hein Htet,"Bogyoke Aung San St.,Ward (5)",Hlaing Thar Yar, 09795188098,Yangon Region,Apparel
High Boss Collection,"119, U Chit Maung Rd., Saya San (North-West) Ward,",Bahan," 01541563, 09254544635",Yangon Region,Apparel
HBT [Hazard],"Rm 101, G Flr, Junction Centre Maw Tin,",Lanmadaw, 09421129622,Yangon Region,Apparel
High Quality,"44, 1st Flr, Hman Yawai St., Saya San (North-East) Ward,",Bahan, 09965413272,Yangon Region,Apparel
Htwe [Daw],"298, Nwe Thar Gi St., Corner of Nwe Thar Gi 7th St.,Ka Ward,",North Okkalapa ," 09261158301, 0930327622, 0943190742",Yangon Region,Apparel
Htoo Kyaw,"Rm 361,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 01223802, 0973057978",Yangon Region,Apparel
I deal,"Rm L-32, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973232087, 095011157",Yangon Region,Apparel
Htet [Ko],"Rm C-23, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973135677, 09420747578",Yangon Region,Apparel
Htay [Saya],"Bldg 2, C Shed, Rm C/1, 1st Flr, Thein Gyi Market,",Pabedan," 01371800 Ext.306, 095116855",Yangon Region,Apparel
Honey,"181, Anawrahta Rd.,",Kyauktada, 0949300717,Yangon Region,Apparel
Htet Aung Lin,"Rm A-17/18, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095401249, 09420074735",Yangon Region,Apparel
Htay Win [Ko],"Rm 15, G Flr, Taw Win Plaza,",Mingalar Taung Nyunt," 0973179198, 09970785420, 09421006901",Yangon Region,Apparel
Htet [Ko],"1011,Yarza Di Yit Rd.,Ward (38)",North Dagon, 095080395,Yangon Region,Apparel
Image,"38/A, Ma Kyee Kyee St., Corner of Nyaung Tone St.,Mont Let Saung Gone (South) Ward,",Sanchaung," 09420054178, 095053138, 09420054179",Yangon Region,Apparel
Idol,"Rm I-10, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095416451, 09421001105",Yangon Region,Apparel
Jasco,"Rm 3074, 2nd Flr, Taw Win Centre,",Dagon," 095167459, 095167678, 0973011322",Yangon Region,Apparel
Icon,"Rm 25, G Flr, Junction 8 Shopping Centre,",Mayangone, 01650771 Ext.132,Yangon Region,Apparel
Idea,"Bldg 16, Rm F/1, Baho St., Mahar Myaing Housing,",North Dagon, 095043792,Yangon Region,Apparel
Immortal Fashion,"26, Oakkyin Butar Yon St., Ward (16),",Hlaing," 09420014036, 09798129682",Yangon Region,Apparel
i-MAX,"1st Flr,Gamone Pwint Shopping Mall",Botahtaung," 01298793, 019000649",Yangon Region,Apparel
Jazz Fashion,"Rm C-11, 1st Flr, Yuzana Plaza,",Mingalar Taung Nyunt, 0973209900,Yangon Region,Apparel
Icon,"52,Hlaw Gar Rd.,Ward (20)",South Dagon," 09974079117, 09974079118",Yangon Region,Apparel
Ice Point,"303/313, Anawrahta Rd.,",Pabedan, 0973195036,Yangon Region,Apparel
Just,"64, 133th St., Ma U Gone Ward,",Tarmwe," 01203055, 09965194446",Yangon Region,Apparel
Just One,"Rm 130, 1st Flr, Shwe Mingalar Market, Entrance (6),",Mingalar Taung Nyunt," 09790432732, 09779651262",Yangon Region,Apparel
John Hero,"Bldg 15, Rm 001, Yan Gyi Aung 1st St., Aung Zeya Housing,",South Dagon," 0973173263, 09450029165",Yangon Region,Apparel
Jobb/Austino [TM Fashion],"1st Flr,Gamone Pwint Shopping Mall",Botahtaung," 01205746 [Off], 01376360",Yangon Region,Apparel
JK-One,"56, Bogyoke Aung San St., Ward (2),",Hlaing Thar Yar," 09785537225, 09785537221",Yangon Region,Apparel
Jolly Bird,"Rm B/112, 1st Flr, Junction Square,",Kamayut, 01827242 Ext.2049,Yangon Region,Apparel
Jeans Brothers,"Rm 8/9, 3rd Flr, Dagon Centre II,",Sanchaung," 095021783, 09793321783, 09975467708",Yangon Region,Apparel
Juliet,"Rm B-2/C-3/4, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095175303, 0931108771, 09252926626",Yangon Region,Apparel
Joker,"Rm B/C-4, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt, 095350836,Yangon Region,Apparel
Joker,"Rm R-4, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095350836, 095093940",Yangon Region,Apparel
Kaung Kyaw [1],"Rm 17/18, Mingalardon Zay St., Mingalardon Zay Ward,",Mingalardon," 09250057402, 098626847",Yangon Region,Apparel
Kabar Kyaw,"Rm 90, 1st Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 09250360322, 09253346907",Yangon Region,Apparel
KA Fashion,"Rm K-21, 3rd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973058392, 09452333366",Yangon Region,Apparel
Kant Kaw Sein,"Rm P-44, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt, 095009801,Yangon Region,Apparel
Kabar Kyaw,"Rm 531,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 0973098380, 09250360322",Yangon Region,Apparel
K-T-W,"Rm I-26, 3rd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973177526, 0973202578, 0949235459",Yangon Region,Apparel
Juvenile,"Rm K-11, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200953, 095061229",Yangon Region,Apparel
K+ Plus,"Rm 40, Taw Win Plaza,",Mingalar Taung Nyunt," 09421092296, 09420756490",Yangon Region,Apparel
K2K,"1570,Hlaw Gar Rd.,Ward (57)",South Dagon," 09420044590, 09423723587",Yangon Region,Apparel
Kaung Khant,"Rm 20, Zingama Rd., No (1)Market Shop Room, Ah Naw Mar Ward (1),",Thaketa, 09786324256,Yangon Region,Apparel
Khin Khin,"22, Yarza Thin Gyan Rd., Ward (51),",North Dagon," 09420745717, 09252042658",Yangon Region,Apparel
Khin Hla [Daw],"B Shed, Rm 367, Thein Gyi Market,",Pabedan," 01370622 Ext.430, 01373850",Yangon Region,Apparel
Khant Nyar,"137, Zizawa 1st St., Ward (2),",North Okkalapa , 095017124,Yangon Region,Apparel
Khaing Myint Myat,"Rm 213,1st Flr,Mingalar Market",Mingalar Taung Nyunt, 095029198,Yangon Region,Apparel
Khant Htoo,"Rm 625, 4th Flr, Shwe Mingalar Market, Car Parking (2),",Mingalar Taung Nyunt," 095090541, 0973060245",Yangon Region,Apparel
Khaing Marlar,"B Shed, Rm 307, Thein Gyi Market,",Pabedan," 0973030762, 01370622 Ext.603, 01371822 Ext.603",Yangon Region,Apparel
Kaung Oo San,"Rm 656, Yar Yee Mingalar Market,",Mingalar Taung Nyunt, 095092846,Yangon Region,Apparel
Kaung Thet,"405/C, Sin Phyu Shin St., Ward (9),",Hlaing Thar Yar, 0943020519,Yangon Region,Apparel
Kaung Su San,"Rm J-32, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 09795270232, 09798162397, 095170905",Yangon Region,Apparel
Kay Thi Nwe [Ma],"355, Man Pyay St., Corner of Man Pyay 8th St.,Man Pyay Ward (3),",Thaketa, 019190332,Yangon Region,Apparel
Kiko 7,"Rm A/12, Thudhamar Rd., Plastic Factory Shop Room, Nga Ward,",North Okkalapa , 095053282,Yangon Region,Apparel
King Sky,"Rm 564,G Flr,Mingalar Market",Mingalar Taung Nyunt," 09254366793, 09450012922, 01565655 [Res]",Yangon Region,Apparel
KK-1,"B Shed, Rm 317, Thein Gyi Market,",Pabedan," 09448008723, 09420021175, 09254159473, 09260411432",Yangon Region,Apparel
KIKO 7,"301/A, Rm 3, Kaba Aye Pagoda Rd., Ward (9),",Mayangone, 095053283,Yangon Region,Apparel
Kiddo,"1st Flr, Gamone Pwint Shopping Mall,",Botahtaung, 01392031 Ext.208~210,Yangon Region,Apparel
King Dragon,"523, Thamaing Butar Yon 7th St., Ward (1),",Mayangone," 09420081445, 09784393793",Yangon Region,Apparel
Khin Sann Win [Daw],"B Shed, Rm 142, Thein Gyi Market,",Pabedan, 01370622 Ext.465,Yangon Region,Apparel
Khin Nan Htwe [Daw],"882/B, Barani 12th St., Ward (12),",South Okkalapa , 0930333255,Yangon Region,Apparel
Kings Men,"1st Flr, Myanmar Plaza,",Bahan," 09259033690, 09976110658",Yangon Region,Apparel
Khit Ah Hla Sone,"Rm 578,G Flr,Mingalar Market",Mingalar Taung Nyunt, 0973070414,Yangon Region,Apparel
Kyaung Saya,"Rm 83, 1st Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 0973084043, 09261581982",Yangon Region,Apparel
Kyaung Saya,"Rm 693/694,G Flr,Mingalar Market",Mingalar Taung Nyunt," 0973084043, 095040029, 01290671 [Res]",Yangon Region,Apparel
Kyaw,"Rm I-37, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0932143766, 0973056159, 09420283710",Yangon Region,Apparel
Koe Lay Lone,"Rm 313/312,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 095116447, 095126447, 0973072248",Yangon Region,Apparel
Korea Fashion,"492, Kyee Myin Daing Kannar Rd., Infront Of Thiri Mingalar Old Market, Thida Ward,",Kyeemyin Daing, 0949336283,Yangon Region,Apparel
Konica,"Bldg 7, Rm 4, G Flr, Yangon-Insein Rd., Corner of Kyaik Waing Pagoda Rd.,Ward (3),",Mayangone," 0973052378, 09786818929",Yangon Region,Apparel
KSL,"Rm 7, 2nd Flr, Dagon Centre II,",Sanchaung, 095148483,Yangon Region,Apparel
KLK [Ko Lwin Ko],"59, Yangon-Insein Rd., Near Hlaing Yadanar Market, Ward (12),",Hlaing," 0973017180, 095127348, 0931560343, 01704222",Yangon Region,Apparel
Kma,"Rm D-21, 3rd Flr, Yuzana Plaza,",Mingalar Taung Nyunt, 09975433511,Yangon Region,Apparel
KM,"905, Htuparyon St., Corner of Htuparyon 8th St.,Htu Par Yon Ward (1),",Thaketa, 09252233539,Yangon Region,Apparel
Kyaw [U],"325/A/B, Sin Phyu Shin St., Ward (10),",Hlaing Thar Yar," 09250260243, 0973902318",Yangon Region,Apparel
Kyaw Win & Sons,"Rm 34, 2nd Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 095091053, 095415763, 01579332",Yangon Region,Apparel
Kyaw Tun [U],"86, Upper Pazundaung Rd., Taung Lone Pyan Ward,",Mingalar Taung Nyunt," 0949300285, 09421076895",Yangon Region,Apparel
Kyi May [Ma],"26, Rm 5, Bawdi Yeikthar St., Pein Nel Gone Ward,",Insein," 0973033437, 09251047793",Yangon Region,Apparel
Kyi Kyi [Daw],"Rm 19/54,G Flr,Mingalar Market",Mingalar Taung Nyunt, 0931905645,Yangon Region,Apparel
Kyaw Kyaw Tun Tun [K2T],"172/174/-B, Banyar Dala Rd., Near Yuzana Plaza, Tharyar Gone Ward,",Mingalar Taung Nyunt," 01295557, 01290945, 01293271, 01298168, 095017605",Yangon Region,Apparel
Kyaw Htwe [Ko],"Rm R-15, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1119, 01299872, 01540736 [Res]",Yangon Region,Apparel
Kyaw Kyaw Tun Tun,"Rm S-6, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01297612, 01200747 Ext.1600, 095119240",Yangon Region,Apparel
"Like Link Co.,Ltd.","199, 40th St., Lower Middle Block,",Kyauktada," 01241907, 01387494, 095189952",Yangon Region,Apparel
Lin Latt,"Rm 442/475/476/493,G Flr,Mingalar Market",Mingalar Taung Nyunt," 095404270, 095006011, 095167583",Yangon Region,Apparel
Latest,"Pwe Sar Dan St., Corner of Thamain Bayan Rd.,Nat Chaung Ward,",Tarmwe," 095116629, 09420103751",Yangon Region,Apparel
Latest Shirt,"1st Flr, United Living Mall,",Tarmwe," 095116629, 09420103751",Yangon Region,Apparel
Lamin,"Rm 202/203/219/G/3, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt," 098631918, 09972054545, 0931564801, 09254411133, 09254971143",Yangon Region,Apparel
Last King,"507/509,Rm 6,Maha Bandoola Rd.",Pabedan, 09420110235,Yangon Region,Apparel
Li Li Tan [Daw],"B Shed, Rm 343, Thein Gyi Market,",Pabedan," 01388936, 095507023",Yangon Region,Apparel
Leecooper,"Rm G/001, G Flr, Junction Square,",Kamayut," 09795900994, 01527242 Ext.1028",Yangon Region,Apparel
KZT,"Rm H-6/7,G Flr,Yuzana Plaza",Mingalar Taung Nyunt,,Yangon Region,Apparel
Lad N' Lass,"Rm A-5, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973048943, 09425286914",Yangon Region,Apparel
Lucky Friend,"118, 101th St., Phoh Myay Ward,",Mingalar Taung Nyunt," 09420283688, 09420187184",Yangon Region,Apparel
Lovely,"995, Waiza Yan Tar St., Ward (6-East),",Thaketa," 09421153821, 09425019174",Yangon Region,Apparel
Kyaw Win [Ko],"B Shed, Rm 305, Thein Gyi Market,",Pabedan," 0973198280, 09791799635, 01370622 Ext.604, 01370625 Ext.604, 01371816 Ext.604, 01371822 Ext.604",Yangon Region,Apparel
Kyaw Win [U],"B Shed, Rm 25~28, Thein Gyi Market,",Pabedan," 01370622, 0973057557, 01371822 Ext.676, 095118261",Yangon Region,Apparel
Lover's Gift,"Rm 396,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 0973030969, 095026451",Yangon Region,Apparel
Lu Thit,"Rm 73, 2nd Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 095156962, 095091213",Yangon Region,Apparel
Love,"212/B, Anawrahta Rd.,",Pabedan, 01388485,Yangon Region,Apparel
LLO,"Myay Ni St., Corner of Padamyar 4th St., Ward (7-West),",Thaketa," 09792514478, 09770559185",Yangon Region,Apparel
Looker,"Rm 307, 3rd Flr, United Living Mall,",Tarmwe, 09971728644,Yangon Region,Apparel
Lin Latt,"Maung Makan Kan Thar Rd.,Corner of Yadanar St.,Ward (20)",South Dagon," 09263463424, 09420048542",Yangon Region,Apparel
Living Color,"Rm 2114/2115, 1st Flr, Taw Win Centre,",Dagon," 0943020999, 09450550066",Yangon Region,Apparel
Lo Tine Pyae,"West B Shed, Rm 48, Bogyoke Aung San Market,",Pabedan," 0943119838, 09253675478",Yangon Region,Apparel
Maung Maung [Ko],"Rm 653/654,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 0973038366, 0973008591",Yangon Region,Apparel
Maung Maung [Ko],"Rm C-6,2nd Flr,Yuzana Plaza",Mingalar Taung Nyunt,,Yangon Region,Apparel
Maung Maung Lwin [U] Family,"Rm 245,G Flr,Mingalar Market",Mingalar Taung Nyunt," 0943125636, 01653199 [Res]",Yangon Region,Apparel
Mark,"Rm 2,2nd Flr,Sein Gay Har Parami Centre",Hlaing, 095087714,Yangon Region,Apparel
Maung Chit,"Bldg 43,Rm B/1,Thar Yar Yae Yone St.,Mahar Myaing Housing",North Dagon, 09723737676,Yangon Region,Apparel
Maung Aye [Ko],"Rm B-7/8, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973194197, 095167043",Yangon Region,Apparel
Male,"Rm 497,G Flr,Mingalar Market",Mingalar Taung Nyunt," 01563287, 01202382, 095112536, 095155235",Yangon Region,Apparel
Lucky One,"Rm D-40, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1207, 01540376 [Res]",Yangon Region,Apparel
Mahar,"Mandalay St.,Ward (13)",Hlaing Thar Yar, 09420167673,Yangon Region,Apparel
Mahar,"4, Bogyoke Aung San St., Ward (2),",Hlaing Thar Yar, 09420167673,Yangon Region,Apparel
May Phoo,"41, Man Pyay St., Corner of Man Pyay 3rd St.,Ward (2-South),",Thaketa, 09791504202,Yangon Region,Apparel
May Naing,"Rm 141/G/2, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt," 095093521, 09420061978",Yangon Region,Apparel
May 7,"44,Parami Rd.,Infront Of Sein Gay Har Shopping Centre,Ward (16)",Hlaing, 09796325640,Yangon Region,Apparel
May Han Chi,"Rm B/1/09, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,",North Okkalapa ," 095417592, 09799522823",Yangon Region,Apparel
Mee Pya Tike,"12, 138th St., Ma U Gone Ward,",Tarmwe," 0943073837, 095016768",Yangon Region,Apparel
Maw Maw Thin,"Rm 88,1st Flr,Mingalar Market",Mingalar Taung Nyunt, 0973116381,Yangon Region,Apparel
Mee Mee,"Rm 160, 2nd Flr, Mingalar Market,",Mingalar Taung Nyunt," 0973082184, 09448036451",Yangon Region,Apparel
Maung Maung [U] & [Family],"East D Shed, Rm 108, Bogyoke Aung San Market,",Pabedan, 01254243,Yangon Region,Apparel
Maung Maung [Ko] & Siblings,"5, 120th St., Yae Twin Gone Ward,",Mingalar Taung Nyunt," 095067153, 01205896",Yangon Region,Apparel
MJS,"Rm B/115/116, 1st Flr, Junction Square,",Kamayut, 01527242 Ext.2051,Yangon Region,Apparel
MJS,"Rm A-16, 1st Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.2150, 095184114",Yangon Region,Apparel
Maung Maung [Ko] & Sisters,"Rm 200,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 01205896, 095067153",Yangon Region,Apparel
MJS,"Rm F/36, 1st Flr, Junction 8 Shopping Centre,",Mayangone, 01650771~3 Ext.159,Yangon Region,Apparel
MJS,"Rm 2012/2013, 1st Flr, Taw Win Centre,",Dagon, 0973164467,Yangon Region,Apparel
Men's Club,"76, Yangon-Insein Rd., Ward (9),",Hlaing, 09450229677,Yangon Region,Apparel
MIB,"18, Rm 1, Inya Rd., Ward (10),",Kamayut, 09420097277,Yangon Region,Apparel
Mega Star,"19, Thudhamar Rd., Nya Ward,",North Okkalapa ," 09420024684, 09450676466",Yangon Region,Apparel
Mega,"Rm G-6, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 09449001565, 09449249311",Yangon Region,Apparel
Milan,"Rm F-4, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.3555, 0949246226",Yangon Region,Apparel
Milan,"18, Hledan Rd., Ward (3),",Kamayut," 0949246226, 09425305842",Yangon Region,Apparel
Moe Moe [Ma],"990, Pyi Taw Thar St., Ward (65),",South Dagon, 0973080860,Yangon Region,Apparel
Moe,"Rm 766/767,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 01707652, 01563927, 095108193, 09450041602",Yangon Region,Apparel
Moe Kyaw [Ko],"2 Shed, Rm 77, Insein Market,",Insein," 0973021448, 09254188357",Yangon Region,Apparel
MMT,"Rm 263, 1st Flr, Mingalar Market,",Mingalar Taung Nyunt, 09421093030,Yangon Region,Apparel
MMM,"13, 2nd St., Baw Lone Kwin Ward,",Mingalardon," 09420245239, 09793285809",Yangon Region,Apparel
MM,"Rm L-10, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt, 09254196137,Yangon Region,Apparel
MK,"Rm 23~26/28~31, G Flr, North Point Shopping Centre,",Mayangone," 01652959~62 Ext.122, 09440145368",Yangon Region,Apparel
MK Fashion,"Rm 2, 2nd Flr, Sein Gay Har Parami Centre,",Hlaing, 01508140~43,Yangon Region,Apparel
MJS Fashion,"Rm 223~224, 2nd Flr, Gamone Pwint Shopping Mall,",Kamayut, 095184114,Yangon Region,Apparel
MK,"26, Man Pyay St., Corner of Man Pyay 3rd St.,Ward (2-South),",Thaketa," 0973053188, 01551051",Yangon Region,Apparel
Mr. Cho,"Rm K-34, 3rd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095502386, 0973115499, 09786333716",Yangon Region,Apparel
Mr.King,"899/A, Myin Taw Thar Rd., Ward (4-North),",Thaketa," 09254202269, 09251029372",Yangon Region,Apparel
Mon [Ma],"Rm H-1, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0931569972, 09253295335, 09254041726",Yangon Region,Apparel
Mon Gyi,"115, Oakkyin Butar Yon St., Ward (13),",Hlaing," 09449004339, 0973109843",Yangon Region,Apparel
MP,"Rm A-10, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095403119, 09425302036, 01200747 Ext.3366",Yangon Region,Apparel
Moe Nat Thuzar,"Rm 316,1st Flr,Mingalar Market",Mingalar Taung Nyunt, 09971729479,Yangon Region,Apparel
Moe [Ko],"B Shed, Rm 1, Insein Market,",Insein,,Yangon Region,Apparel
Mr.King,"Rm 13, 2nd Flr, Gamone Pwint Shopping Mall,",Mayangone, 09421034040,Yangon Region,Apparel
Mr-100,"Rm A-26, 2nd Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973135719, 0973037672",Yangon Region,Apparel
Moh Moh Lwin [Ma],"Extension Shed, Rm 15, New Bogyoke Aung San Market,",Pabedan, 09453901487,Yangon Region,Apparel
Mya Marlar,"Rm 365/366,1st Flr,Mingalar Market",Mingalar Taung Nyunt," 0949305164, 09420179133",Yangon Region,Apparel
Mrs Perfects,"25/B, Min Gyi Rd., Taung Thu Gone Ward,",Insein," 09450011874, 09253578767",Yangon Region,Apparel
MT,"892, Kha 8th St., Myo Thit (Ka/Kha) Ward,",Insein, 095026754,Yangon Region,Apparel
Mu [Ma],"Rm 24, Shwe Yin Aye Zay St., B.E.P.S (34) Shop Room, Ward (18),",Hlaing Thar Yar," 09420223386, 09421132836",Yangon Region,Apparel
Mya Gone Yee,"Rm 18/19/521/522, Shwe Yin Aye Zay St., B.E.P.S (34) Shop Room, Ward (18),",Hlaing Thar Yar," 09796131665, 09420117010",Yangon Region,Apparel
Mya Marlar,"Rm 105, 1st Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 09420179133, 095073157",Yangon Region,Apparel
Mr.Smile,"Rm K-1, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 09788788300, 09450019546, 0973048558, 01200747 Ext.1799",Yangon Region,Apparel
Mr.Smart,"68, Khay Mar Thi Rd., Sa Lein Ward,",North Okkalapa ," 09421139118, 09450025535",Yangon Region,Apparel
My Honey,"Rm 262, 2nd Flr, Gamone Pwint Shopping Mall,",Kamayut, 095418504,Yangon Region,Apparel
Mr.King,"Rm 209, 2nd Flr, Gamone Pwint Shopping Mall,",Kamayut, 095096752,Yangon Region,Apparel
Myat Tun [Ko],"Rm 90, 1st Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 09260336533, 0973082982",Yangon Region,Apparel
"Myanmar Mercury Garment Co.,Ltd.","Bldg 14, Rm 004, Sabei St., Yuzana Mingalar City Housing,",Mingalar Taung Nyunt," 01296030, 018619187, 09977117888",Yangon Region,Apparel
Myat Ko Ko [Ko],"B Shed, Rm 143/144, Myoma Market,",Kawt Thaung, 09261515327,Tanintharyi Region,Apparel
Myawady,"B Shed, Rm 37~40, Thein Gyi Market,",Pabedan," 0973235752, 01377338, 095131510, 01370622 Ext.455/457, 01226325",Yangon Region,Apparel
Mya Myo Myint,"Rm 1/2/31, 14th St., Si Pin Shop Room, Mingalardon Zay Ward,",Mingalardon," 095084413, 0973006904",Yangon Region,Apparel
"Myanmar Mercury Garment Co.,Ltd.","Bldg 14, Rm 004, Sabei St., Infront Of Yuzana Mingalar City Housing,",Mingalar Taung Nyunt," 01296030, 01201943, 018619152, 09977117888",Yangon Region,Apparel
Myat Noe Khaing,"Central Hall Shed, Rm 98, Bogyoke Aung San Market,",Pabedan, 095411681,Yangon Region,Apparel
Mya San [Daw],"B Shed, Rm 309, Thein Gyi Market,",Pabedan," 09795934840, 01370622 Ext.415",Yangon Region,Apparel
Mya Tike Pon,"Rm O-24, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1024/7015, 01223802 [Res], 0973057978",Yangon Region,Apparel
Mya Thuzar,"Rm 504, 5th Flr, Yuzana Tower,",Bahan," 09979139873, 09787778003, 09979139874, 09787778001",Yangon Region,Apparel
Yat Kann Eain,"45/B, Rm 3, 3rd Flr, Kwin Kyaung St., Galon Ward,",Ahlone," 095196054, 0973099184",Yangon Region,Apparel
333,"2 Shed, Rm 118, New Bogyoke Aung San Market,",Pabedan, 0949336769,Yangon Region,Apparel
Htate Tan,"Rm A-23, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1410, 095050409, 095113810",Yangon Region,Apparel
K & K,"Rm A-17,G Flr,Yuzana Plaza",Mingalar Taung Nyunt,,Yangon Region,Apparel
Htal Wah Hline,"Rm G-19, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1064, 01200747 Ext.1215, 0930209529, 095104324",Yangon Region,Apparel
Golden Triangle,"Rm A-5/6, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1127, 01252653",Yangon Region,Apparel
Daliyar,"Rm D-27, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1787, 01290604 [Res], 09260816055",Yangon Region,Apparel
Maung Maung [U] & Family,"Central Hall Shed, Rm 123/124, Bogyoke Aung San Market,",Pabedan," 01254243, 09250513914",Yangon Region,Apparel
Kyaw Kyaw,"Rm E-46, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095031727, 095166439, 01226615 [Res], 01200747 Ext.1166",Yangon Region,Apparel
Khaing Nway Oo,"Rm A-37, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01525840, 09420038836",Yangon Region,Apparel
Kyaw Kyaw,"Rm D-47, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095031727, 01226615 [Res], 01200747 Ext.1166",Yangon Region,Apparel
Myeik Yadanar,"West Wing Shed, Rm 135, Bogyoke Aung San Market,",Pabedan, 01256411 Ext.317,Yangon Region,Apparel
