name,street,contact,state,township,Category
Thitagu,"653, Lower Kyee Myin Daing Rd., Pade Tan, Bawga Ward,"," 095401722, 095412519, 01227140",Yangon Region,Kyeemyin Daing,Home
Kan Nyunt [U] + Tin Yi [Daw],"B Shed, Rm 394, Thein Gyi Market,"," 095143822, 01245099, 01388220 [Res]",Yangon Region,Pabedan,Apparel
555,"B Shed, Rm 342, Thein Gyi Market,"," 01371800 Ext.375, 095404566",Yangon Region,Pabedan,Apparel
Fuji U Kyi Maung,"B Shed, Rm 353, Thein Gyi Market,"," 01240600 Ext.4849, 01370622 Ext.178, 01371822 Ext.178, 095005431, 095156267",Yangon Region,Pabedan,Apparel
Aung Kaung,"D Shed, Rm C/131/132/133, G Flr, Thein Gyi Market,"," 01376127, 0973237723, 01240600 Ext.4454",Yangon Region,Latha,Apparel
Chit Phay [U] + Aye Kyin [Daw],"657/B, Lower Kyee Myin Daing Rd., Pade Tan, Bawga Ward,"," 01210850, 095132136, 095150136",Yangon Region,Kyeemyin Daing,Service
Aung,"24, Bawga St., Bawga Ward,"," 0973003946, 0949264845, 09795975990",Yangon Region,Kyeemyin Daing,Utility
"Zawtika Int'l Co.,Ltd.","37, Rm 7, Old Yae Tar Shae Rd., Myoma Ward,"," 01380581, 01552802, 01380578, 01552925, 018603128, 018603129",Yangon Region,Bahan,Utility
Tun Lin Aung,"68/A, Bo Oat Tama St., Bawga Ward,"," 09448043401, 09799681244, 0931057315, 09254902586, 09420219798",Yangon Region,Kyeemyin Daing,Utility
Sann Sann Yi,"108/110, 50th St., Upper Middle Block,"," 09785158128, 095158128",Yangon Region,Pazundaung,Apparel
Cherry,"20/I, Myintzu 2nd St., Parami Ave:, Ward (8),"," 01661277, 095145936",Yangon Region,Yankin,Apparel
Adeline,"63, G Flr, Sint Oh Dan St.,", 095409097,Yangon Region,Latha,Apparel
Aung Myat Sann [U],"40, Thu Mate Tar 2nd St., Ward (1),", 09253389839,Yangon Region,North Okkalapa ,Apparel
Phyo,"Thu Nandar Rd.,Sit Hmu Htan Haung Compound,Nga Ward", 095137059,Yangon Region,North Okkalapa ,Apparel
Family Hospital Uniform,"28, Marlar Myaing 3rd St., Ward (16),"," 09420045025, 0931294664, 09777253413",Yangon Region,Hlaing,Manufacturing
"Diamond Class Co.,Ltd.","100/101, Set Hmu 3rd St., Industrial Zone,"," 018565029, 01570800, 095139977",Yangon Region,South Okkalapa ,Service
Zawtika,"34, New Yae Tar Shae St., Yae Tar Shay Ward,", 01544329,Yangon Region,Bahan,Entertainment
Ah Lin Yaung [Barket Flouer Shop],"163, 27th St., Upper Block,"," 01376535, 095107170, 09975107170, 09785107170",Yangon Region,Pabedan,Entertainment
"Reliance Fire System Co.,Ltd.","96, Yadanar Myaing St., Ward (1),"," 01538030, 01539483 Ext.102, 01527097, 095119250",Yangon Region,Kamayut,Equipment & Supplies
Arr Man,"1151, Pyi Htaung Su Rd., Ward (45),"," 0973074712, 095178198, 0931268116",Yangon Region,North Dagon,Equipment & Supplies
Aung Phyo Oo,"Min Nandar Rd.,Infront Of Dawbon Police Station, Sport Ground Compound,Myo Thit Ward"," 0973001423, 09972032324",Yangon Region,Dawbon,Equipment & Supplies
"Hla Shwe [U] [UHS Co.,Ltd.]","223, Banyar Dala Rd., Corner of 140th St.,Ma U Gone Ward,"," 01290100, 01293320, 095180880, 01200124, 095017168, 095159262, 095017168",Yangon Region,Tarmwe,Equipment & Supplies
Kyaw Swar Min,"Oakkar St., Near Than Lan, Ga Nge Ward,"," 0943121278, 09428038332, 0973110363",Yangon Region,North Okkalapa ,Equipment & Supplies
Khin Maung [U] [Family],"225, Banyar Dala Rd., Ma U Gone Ward,"," 01293453, 01290117, 095146702, 095152187",Yangon Region,Tarmwe,Equipment & Supplies
KTT,"58/B, Sein Pan Myaing St., Ward (7),"," 095085478, 0931783725",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Khayan,"310, Bo Aung Kyaw St., Ward (14),"," 09421019368, 09450186618, 09250203416",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Maung Maung Oo,"Bldg B/1, Rm 010/A, Banyar Dala Rd., Yuzana Mingalar City Housing,"," 01205514, 095016560",Yangon Region,Tarmwe,Equipment & Supplies
"Myitmakha Int'l Trading Co.,Ltd.","24, Bayint Naung Rd., Thiri Mon Housing,"," 01528641, 019688883~7",Yangon Region,Hlaing,Equipment & Supplies
Nyein Chan Yae Family,"217, Banyar Dala Rd., Ma U Gone Ward,"," 01200106, 095153436, 095174781, 01205676",Yangon Region,Tarmwe,Equipment & Supplies
SSM Thein Aung,"22/23, Set Hmu Zone Pat St., Industrial Zone (2),"," 01590012, 0973205704, 0973207475",Yangon Region,South Dagon,Equipment & Supplies
Thura Tun,"56/A, Sein Pan Myaing St., Ward (7),"," 09250525620, 09795209954, 0949260135",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Win Sawmill & Timber Trading,"59/60, Khay Mar Thi Rd., Industrial Zone,"," 019699969, 095194199, 019691872, 019691906, 095009630, 09785194199, 09794744649",Yangon Region,North Okkalapa ,Equipment & Supplies
Winner,"305/306, Kanaung 3rd St., Shwe Pauk Kan Industrial Zone,"," 01695339, 095020026, 01695344",Yangon Region,North Okkalapa ,Equipment & Supplies
Zaw,"275, Banyar Dala Rd., Ah Yoe Gone Ward,"," 01295516, 095143036, 09420111834, 09250001374",Yangon Region,Tarmwe,Equipment & Supplies
Meiko,"1 Shed, Rm 29/30, New Bogyoke Aung San Market,"," 01392442, 095171988",Yangon Region,Pabedan,Equipment & Supplies
Naing Naing,"B Shed, Rm 323, Thein Gyi Market,"," 01243573, 095008146, 098620752, 01240600 Ext.4249, 01254371 [Res]",Yangon Region,Pabedan,Equipment & Supplies
Khin Wai Lwin [Daw],"B Shed, Rm 404, Thein Gyi Market,"," 01370622 Ext.120, 09250513672",Yangon Region,Pabedan,Equipment & Supplies
Kyin Sein [Daw],"B Shed, Rm 407, Thein Gyi Market,"," 0949243907, 01240600 Ext.4856, 01388566 [Res]",Yangon Region,Pabedan,Equipment & Supplies
Kanma,"1334, Hlaw Gar Rd., Ward (19),"," 09450100300, 0973019068",Yangon Region,South Dagon,Equipment & Supplies
Aye,"986/A, Si Pin Rd., Ward (25),", 09799145024,Yangon Region,South Dagon,Equipment & Supplies
Aung Ngwe Ohe,"133, Thazin St., Shwe Pauk Kan Industrial Zone,"," 01695408, 095009713",Yangon Region,North Okkalapa ,Equipment & Supplies
Aung Htet Family,"72, Nat Sin St., Ma Gyee Dan (North-East) Ward,", 01524881,Yangon Region,Kyeemyin Daing,Equipment & Supplies
Aung,"1343, Kyan Sit Thar Rd., Ward (13),"," 0949205924, 0973233784, 09250047621",Yangon Region,East Dagon,Equipment & Supplies
Aung Tagon,"2798/2799, Pyi Htaung Su Rd., Industrial Zone(2),"," 01594285, 0973236105",Yangon Region,South Dagon,Equipment & Supplies
Shwe Eain Si,"222/223, Thamaing Butar Yon Rd., Ward (2),"," 019662836, 019666163, 019667716, 095197830, 0943024577",Yangon Region,Mayangone,Equipment & Supplies
Tin Shwe [U] Brothers,"112/C, Ar Thaw Ka St., Ward (13),"," 095008413, 01519921",Yangon Region,Hlaing,Equipment & Supplies
Thamardi,"No.(2) Main Rd.,Near U Khway Pu Bus Stop,Thone Khwa San Pya Ward"," 09420298058, 09450030851",Yangon Region,South Dagon,Equipment & Supplies
Zin Yaw [2],"1296/1297, Pearl St., Ward (10),"," 095014774, 0973036798, 01612676, 01612774",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Aung Tagon,"30/B, Thamaing Butar Yon Rd., Ward (2),"," 01667682, 095110346, 01522690, 019669091",Yangon Region,Mayangone,Equipment & Supplies
Kyan Tine Aung,"30/A, Thamaing Butar Yon Rd., Ward (2),"," 019662274, 095010963, 01522623, 09420017867, 0949306220",Yangon Region,Mayangone,Equipment & Supplies
Myat Mi Khin,"190, Bo Min Yaung Rd., Ward (40),"," 095085056, 09785085056",Yangon Region,North Dagon,Equipment & Supplies
Tet Nay Lin,"1035, Khay Mar Thi Rd., Nya Ward,"," 0973226958, 09799635309",Yangon Region,North Okkalapa ,Equipment & Supplies
"EU Machinery Co.,Ltd.","Bldg B, Rm 003, Yuzana St., Yuzana Highway Complex,"," 01532262, 01204108, 01250793, 0973211353",Yangon Region,Kamayut,Equipment & Supplies
"Uniclimb [S] Myanmar Co.,Ltd.","7, G Flr, Pyin Ma St., Say Yoe Dan / Nyein Chan Yay Ward,"," 01508109, 09799630313, 09403742719",Yangon Region,Kyeemyin Daing,Construction
"Red Mountain Production Co.,Ltd.","287/289, U Wisara Rd., Myae Ni Gone (South) Ward,", 012306297,Yangon Region,Sanchaung,Manufacturing
"Fine Wine Distribution Co.,Ltd.","16/E, East Race Course Rd., Man Aung Ward,"," 01401183, 01400544, 01400533, 01401184",Yangon Region,Tarmwe,Manufacturing
Paris Production & Distribution Group,"213, Hnin Si St., Thardukan Industrial Zone,"," 09420056307, 09420056308, 01704500",Yangon Region,Shwe Pyi Thar,Manufacturing
Onyx,"12/B, Bogyoke Museum St., Bo Cho Ward (2),"," 01542543, 09254158167, 095071847",Yangon Region,Bahan,Dining
Sunshine,"Bldg B, Rm 138, Baho Rd., Muditar Condo,"," 09260099753, 09254023582",Yangon Region,Mayangone,Service
Particular,"975, U Pon Nya St., Ward (35),"," 095123706, 095061153",Yangon Region,North Dagon,Service
Soe Sandar,"53, Min Gyi Rd., Taung Thu Gone Ward,"," 01642194, 095167567",Yangon Region,Insein,Beauty
Pearl,"Myat Lay St.,Pearl Myoe Thit Ward (2)", 09420074275,Yangon Region,Mingalardon,Beauty
Sweet Collection,"2nd Flr, AKK Shopping Mall,", 0932344172,Yangon Region,Thingangyun,Beauty
"Tet Nay Lin Trading Co.,Ltd.","11, Khwar Nyo 7th St., Hta Wun Bae Ward,"," 0973165461, 0971254063, 0933250103",Yangon Region,North Okkalapa ,Beauty
Lei Pwint,"77, Htar Nar St., Htar Nar Ward,"," 01222767, 092030181, 09250070031",Yangon Region,Ahlone,Beauty
"Mac Do Co.,Ltd.","A/12, No.(3) Main Rd., Mingalardon Industrial Park,"," 01639064, 01639065",Yangon Region,Mingalardon,Beauty
"Tun Manufacturing, Construction & Industry Co., Ltd.","2816, Pyi Htaung Su Rd., Industrial Zone (2), Corner of May Kha St & Shwe Li St, Ward (63),"," 018100112, 0949210581",Yangon Region,South Dagon,Equipment & Supplies
Yar Pyae,"38/39/40/41, Shwe Li St., Ward (64),"," 095012351, 01558337",Yangon Region,South Dagon,Equipment & Supplies
Diamond Mercury Wood Products Ltd.,"Bldg 2, Rm 21/22, 1st Flr, Pyay Rd., Myo Pya Housing,"," 01656305, 01656306",Yangon Region,Mayangone,Equipment & Supplies
Thama Seikta,"4, Hlaing River Rd.,",,Yangon Region,Insein,Equipment & Supplies
Shwe La Min,"1466/1467, Bayint Naung Rd., Ward (49),", 0949226252,Yangon Region,North Dagon,Equipment & Supplies
Shwe Than Lwin,"756/Kagyi, Bo Aung Kyaw St., Ward (7),",,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Shwe Pyae Sone,"2015, Bo Aung Kyaw St., Ward (16),",,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Maung Maung Myint (U) and son,"200, Yarza Thin Gyan 5th St., Ward (11),",,Yangon Region,South Okkalapa ,Equipment & Supplies
Ko Nge Lay,"61, Hnin Si Gone St., (Ka) Ward,"," 095075438, 09450048069",Yangon Region,Thingangyun,Equipment & Supplies
Nyunt Wai [U],"1252, Nawarat St., Corner of Nawarat 5th St., Ward (9),"," 0943195519, 095161462",Yangon Region,Thaketa,Equipment & Supplies
Ko Thu Ya,"299/3, Pyin Ma Myaing St., Thuwana/25 Ward,"," 0973005057, 09254205202",Yangon Region,Thingangyun,Equipment & Supplies
Myint,"121, Kwan Art Thar Min Thar St., Ward (90),",,Yangon Region,Dagon Seikkan,Equipment & Supplies
Ko Min Lwin,"Mya Lay St.,   Danmar Yone Wyun,",,Yangon Region,South Okkalapa ,Equipment & Supplies
U Than Oo,"52, Hnin Si Gone St., Thuwunna, (Ka) Ward,"," 0973218741, 09254420088",Yangon Region,Thingangyun,Equipment & Supplies
Toe Tat Aung,"876/B, Shukhin Thar Rd., Ward (10-South),"," 095034419, 095128152",Yangon Region,Thaketa,Equipment & Supplies
Three Stars,"1565,   Law khar St, Ward (107),",,Yangon Region,South Dagon,Equipment & Supplies
U Soe Tint + Daw Myint Myint San,"888/A, Thalar Waddy 6th St., Ward (10-South),"," 095160473, 0973161896",Yangon Region,Thaketa,Equipment & Supplies
Thit Min Thamee,"70, Nat Sin St.,",,Yangon Region,Kyeemyin Daing,Equipment & Supplies
"Authentic Timber Technology Co.,Ltd. [ATT]","38, Hlay Thin Ah Twin Wun U Chein St., Industrial Zone,"," 01592061, 01592353, 09444003972",Yangon Region,Dagon Seikkan,Equipment & Supplies
Aye Min,"2964,Set Hmu Zone Pat St.,Industrial Zone(2)", 095504206,Yangon Region,South Dagon,Equipment & Supplies
April Oo,"479/480, Set Hmu Zone Pat St., Industrial Zone(2),"," 0949303621, 095036387, 095036389",Yangon Region,South Dagon,Equipment & Supplies
AAA,"Khay Mar Thi Rd., Construction Compound, Sa Lein Ward,"," 09425017234, 09254445511",Yangon Region,North Okkalapa ,Equipment & Supplies
Ah Mae Thar,"766, Byamaso Rd., Ward (5),", 0973000219,Yangon Region,South Okkalapa ,Equipment & Supplies
Ah Mae Myittar,"12, Set Hmu Zone Pat St., Industrial Zone (2),"," 0973042790, 0973073158",Yangon Region,South Dagon,Equipment & Supplies
101,"202, Bo Min Yaung Rd., Corner of Phoh Myay St.,Phoh Myay Ward,"," 09420073911, 09974609646",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
81,"1049, Pearl St., Near 81 Gate Haung, Ward (10),"," 01611259, 09425008950",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Ann Kone Gyi,"1537, Kyan Sit Thar St., Ward (19),"," 0943152676, 09250135290",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Arkar Tun,"1345,Bagan St.,Ward (56)", 09250644281,Yangon Region,South Dagon,Equipment & Supplies
AAA,"90/183, No.(4) Main Rd., Zee Kone Ward,"," 095126464, 095012041, 01612596, 0973240785",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
999,"65, Thadar Yone St., Ward (2-North),"," 095414299, 09795131677, 09254133996",Yangon Region,Thaketa,Equipment & Supplies
Golden Palace,"306/F, Pauk Zedi St., 8 Mile, Ward (6),"," 095056117, 095168843, 01665461, 019667301",Yangon Region,Mayangone,Equipment & Supplies
Concorde Industries Ltd.,"4, Bayint Naung Rd., Near O-1 Bus Stop, Ward (4),"," 019688880, 01681373",Yangon Region,Hlaing,Equipment & Supplies
Aung Than Tun,"57/A/B, Anawrahta Rd., Near Bago Lan Bus Stop, Ward (11),", 095138649,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Aung Myanmar,"123, Waiza Yan Tar Rd., Ward (11),"," 01577029, 0931104253, 0932038051, 09254179382, 0931552878",Yangon Region,South Okkalapa ,Equipment & Supplies
Aung Par Say,"749, Thu Marlar St., Ward (2),"," 09421171210, 09791623114",Yangon Region,North Okkalapa ,Equipment & Supplies
Aung Thamardi,"990, Thitsar Rd., Ward (7),"," 09421139356, 095138757",Yangon Region,South Okkalapa ,Equipment & Supplies
Kyi Min Oo [U],"149, Kanaung 6th St., Shwe Pauk Kan Industrial Zone,"," 095166670, 019695324",Yangon Region,North Okkalapa ,Equipment & Supplies
Khin Thein [U],"1315, Shin Ma Taung St., Industrial Zone (2),"," 095132830, 0973005462, 01594366",Yangon Region,South Dagon,Equipment & Supplies
Hla Kyi [U] & Family,"355/356, Bo Tayza St., Shwe Pauk Kan Industrial Zone,"," 01695165, 01695166",Yangon Region,North Okkalapa ,Equipment & Supplies
Mahar Letchamee,"1487/1488/2957/2958, Set Hmu Zone Pat St., Industrial Zone (2),"," 095166410, 095414229",Yangon Region,South Dagon,Equipment & Supplies
Royal Rose,"4/C, San Chain Thit St., (Nga/Ka) Ward,"," 01578726, 09421026174, 0973239670",Yangon Region,Thingangyun,Equipment & Supplies
San Family,"1349/1351, Set Hmu Zone Pat St., Industrial Zone (2),"," 01578656, 01591221",Yangon Region,South Dagon,Equipment & Supplies
Tun Kyi [U],"219, Bo Tayza St., Shwe Pauk Kan Industrial Zone,"," 095191851, 095191854, 01695206",Yangon Region,North Okkalapa ,Equipment & Supplies
Thiha,"1474/1475, Set Hmu Zone Pat St., Industrial Zone (2),"," 095014889, 0973216993",Yangon Region,South Dagon,Equipment & Supplies
Than Hlaing [U],"55/A, Rm 105, Ar Thaw Ka St., Ward (13),"," 098615869, 01519849, 01516396 [Res]",Yangon Region,Hlaing,Equipment & Supplies
Zin Yaw [1],"132/133, No.(4) Main Rd., Zee Kone Ward,"," 01612774, 09250356254, 095014774, 0973149454",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Wint Wint,"345, Kanaung Min Thar Gyi St., Shwe Pauk Kan Industrial Zone,"," 095049101, 01695110",Yangon Region,North Okkalapa ,Equipment & Supplies
Win,"59/60, Khay Mar Thi Rd., Industrial Zone,"," 019699969, 095194199, 019691872, 019691906, 095009630, 09785194199, 09794744649",Yangon Region,North Okkalapa ,Equipment & Supplies
Aung Mingalar,"67, Bogyoke St., Corner of Nat Shin Naung St.,Ward (1),", 0943128553,Yangon Region,Mayangone,Equipment & Supplies
Aung Kyi Sint [U],"137, Hlaw Gar Rd., Corner of Shwe Inwa St.,Ward (55),"," 09420251340, 0943089112, 09254121417",Yangon Region,South Dagon,Equipment & Supplies
Aung Kyaw Thein,"229, Waiza Yan Tar Rd., Ward (11),"," 095009827, 098617021",Yangon Region,South Okkalapa ,Equipment & Supplies
Aung Dagon,"2824, Aung Mingalar St., Industrial Zone (2),"," 095161208, 0943157579, 0973054788, 0973008917",Yangon Region,South Dagon,Equipment & Supplies
Arr Man,"Ta/75, Min Ye Kyaw Swar Rd., Ward (38),"," 095178198, 09781449776",Yangon Region,North Dagon,Equipment & Supplies
Aung Family,"118, Set Hmu 2nd St., Industrial Zone,"," 01570121, 0973111109, 095008438",Yangon Region,South Okkalapa ,Equipment & Supplies
Chan Thar Hein,"718, Anawrahta Rd., Ward (10),"," 09420218739, 0973057885",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Aye Tun [Ko],"429, Thu Marlar St., Corner of Arthawaddy St.,Ward (2),"," 09420121299, 09428039817, 0973028090",Yangon Region,North Okkalapa ,Equipment & Supplies
Aye Mya Thandar,"13, Hlaw Gar Rd., Ward (55),"," 095101220, 095301065, 098618943",Yangon Region,South Dagon,Equipment & Supplies
Bawa Thit,"30/31, P Moe Ninn St., Ward (5),"," 095017807, 095157452, 098615823",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Aung Tun [U],"357, Hlaw Gar Rd., Ward (54),", 0973041503,Yangon Region,South Dagon,Equipment & Supplies
Bo Lay [Ko],"73, Khattar St., Ward (1),"," 09420766435, 09975294934",Yangon Region,North Okkalapa ,Equipment & Supplies
Aye Aye Myint Han,"314, Bayint Naung Rd., Ward (8),"," 01610126, 0973061192, 0943082779, 0943204412",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Aye Myittar [Ko Pauk],"67, Thein Gyee St., Corner of Bo Thura St.,Oh Bo Ward,"," 01517405, 01517175, 01527441, 095089546, 095161454",Yangon Region,Kyeemyin Daing,Equipment & Supplies
Dana Tun,"1361, Bagan St., Ward (56),"," 09254487841, 0973252668",Yangon Region,South Dagon,Equipment & Supplies
Daung Min,"12, Pyi Htaung Su Rd., Ward (50),"," 095067706, 09792509985, 09250545355",Yangon Region,North Dagon,Equipment & Supplies
Dana Tun,"405, Bagan St., Ward (56),", 0973153263,Yangon Region,South Dagon,Equipment & Supplies
Daewa [Ko],"10/12, 54th St., Lower Block,"," 095193665, 09420067589",Yangon Region,Botahtaung,Equipment & Supplies
Family,"1011, Thudhamar Rd., Ward (2),"," 0943193504, 01661214 [Res]",Yangon Region,North Okkalapa ,Equipment & Supplies
Cho Oo,"50, Pyay Rd., Htauk Kyant (South) Ward,"," 0973178154, 0931076644",Yangon Region,Mingalardon,Equipment & Supplies
Hla Tin [Daw],"446, Thiha Thu St., Ward (11),", 0949344464,Yangon Region,South Okkalapa ,Equipment & Supplies
Hla Shwe [U],"522, May Darwi Rd., Sa Lone Ward,"," 0949225140, 0949225141",Yangon Region,North Okkalapa ,Equipment & Supplies
Hla Shwe [U],"299/2, Pyin Ma Myaing St., Thuwana/25 Ward,"," 0943026982, 09421032899",Yangon Region,Thingangyun,Equipment & Supplies
Dagon Aung,"504/505, Pearl Yadanar St., Ward (18),"," 0943033576, 0973160859",Yangon Region,South Dagon,Equipment & Supplies
Hein Y  Soe,"61, Gandawin St., Industrial Zone (5),"," 0931086987, 01688037",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Hla Myint [U],"307, Yarza Di Yit St., Ward (72),"," 09420104265, 09975361496",Yangon Region,South Dagon,Equipment & Supplies
Hla Kyi [Ko],"403, Bagan St., Ward (56),", 09420231202,Yangon Region,South Dagon,Equipment & Supplies
Hein Htet,"21/23, Ohn Pin St., Zay Gyi (West) Ward,"," 095009745, 095088374, 01511551, 09448006152, 09785009745",Yangon Region,Kyeemyin Daing,Equipment & Supplies
"Great Timber World Co.,Ltd.","198, Yaw Ah Twin Wun U Pho Hlaing St., Industrial Zone,", 09975563391,Yangon Region,Dagon Seikkan,Equipment & Supplies
Hein,"24, Kyaung Gyi St., Oh Bo Ward,"," 019317065, 09795009907, 095009907, 095101844, 0973027400, 0973017855",Yangon Region,Kyeemyin Daing,Equipment & Supplies
Ingyin,"100, Maha Thukhitar St., Gyoh Gone (East) Ward,"," 095053819, 0973225400, 0932203126",Yangon Region,Insein,Equipment & Supplies
Kanaung,"531/B, Kyan Sit Thar St., Ward (15),"," 09420056305, 09420061147",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Htoo Thant,"403, Shwe Wah 4th St., Industrial Zone (5),"," 0943051451, 095096139, 09450004738, 09799400665",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Htoo Kyaw,"627/628/629, Taung Ngu St., Ward (19),", 0973272481,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Htwe [Mg],"55/A, Ar Thaw Ka St., Ward (13),", 01519783,Yangon Region,Hlaing,Equipment & Supplies
Htoo,"260/A, Bo Myint Aung St., Ward (12),"," 0973131680, 0973119934",Yangon Region,East Dagon,Equipment & Supplies
